"","CV_t","RN","RNN","D_slope","RC","gPi","PPF","PPi","PImd","PILSM","RTR","PIR","RDPI","ESPI","ESPIID","PSI","RPI","PQ","PR","NRW","ESP","CEV","PFI","APC","SI","RSI","EVS","FW","min","max","mean","median","slope","range","variance","mean_lower","mean_upper"
"1",0.0265080941456294,-0.0918155337513361,0.0890681271373334,1.88107567345655,1.04615226474885,0.0265080941456295,3.05079763282484,0.0817199223047826,0.0817199223047826,0.0817199223047845,-0.0664321817375614,0.088992372033041,0.0155961447181685,0.0903653999993833,0.0916682565345141,0.915905635235039,0.0155961447181685,0.0903653999993833,2.25913499998458,2.25913499998458,0.586446524114091,2.65080941456294,0.0434380043540339,0.0903653999993833,0.0186167813031336,0.973491905854371,0.00843133449223603,2.47590870527896,25.3857150716896,27.6448500716742,26.4940034351044,26.4922301737229,-0.0918155337513361,2.25913499998458,0.493233067795808,27.0915925206576,25.8964143495512
"2",0.0442266209340912,-0.150442415035451,0.145940709613629,3.08219704898382,1.07820765488634,0.0442266209340912,5.01831703984297,0.132651925596954,0.132651925596954,0.132651925596954,-0.107836089175755,0.152939666913138,0.0260281529714195,0.148066328823732,0.150201097044115,0.869230816710791,0.0260281529714195,0.148066328823732,3.70165822059331,3.70165822059331,0.978438811089919,4.42266209340912,0.0724728131017299,0.148066328823732,0.0508936952488927,0.955773379065909,0.0226362554175529,4.05684822394277,24.2033887957639,27.9050470163572,26.0193514236059,26.0164458834014,-0.150442415035451,3.70165822059331,1.32422094192684,26.9985184725384,25.0401843746735
"3",0.016052332798005,-0.0246846941827161,0.0239460512832899,0.505728996354565,1.02769603317553,0.016052332798005,1.86338625809558,0.0503127466673464,0.0503127466673464,0.0503127466673463,-0.0409004981411423,0.0529782267696953,0.00944369517655339,0.02429482433468,0.0246450985619231,0.975909961061335,0.00944369517655338,0.02429482433468,0.607370608367001,0.607370608367001,0.355130577158631,1.6052332798005,0.0263044675389124,0.02429482433468,0.00303092950555605,0.983947667201995,0.000609423918067664,0.665650426644135,11.4645326089779,12.0719032173449,11.7624969969131,11.7620202538924,-0.0246846941827161,0.607370608367001,0.0356512992069583,11.9231593948877,11.6018345989385
"4",0.0564436048721547,0.21457032375222,0.208149711655762,4.39961253959756,1.10090134766986,0.0564436048721548,6.98790420307506,0.16671482614397,0.16671482614397,0.166714826143972,0.135526678395949,0.198448801676378,0.0332443913401405,0.211181401900683,0.214226141032765,0.823336434658357,0.0332443913401405,0.211181401900683,5.27953504751707,5.27953504751707,1.24871881410614,5.64436048721547,0.0924924115903774,0.211181401900683,0.0926391003543634,0.943556395127845,0.0460472083290572,-5.78612910873501,26.3885245344052,31.6680595819223,29.0780208027243,29.082164864771,0.21457032375222,5.27953504751707,2.69376168724985,27.6814718929808,30.4745697124679
"5",0.16230911831531,-0.338572501956429,0.328441358639049,6.93652229759316,1.32047690109256,0.16230911831531,16.9349906981862,0.41241576118341,0.41241576118341,0.41241576118341,-0.335263152798758,0.701883634615566,0.0961459590276891,0.33322509076673,0.338029412854365,0.747064502324993,0.0961459590276891,0.33322509076673,8.33062726916826,8.33062726916826,3.5908133472406,16.230911831531,0.265970995475821,0.33322509076673,0.420343688526365,0.83769088168469,0.114648231098068,9.12998673222659,11.8689578418951,20.1995851110633,15.9558040296739,15.9492650757734,-0.338572501956429,8.33062726916826,6.70692151923696,18.1594314941242,13.7521765652236
"6",0.0747457527918911,0.207738232375476,0.201522057722974,4.25952534409372,1.13584137861592,0.0747457527918911,9.419316672167,0.215069399088775,0.215069399088775,0.215069399088775,0.174835327830671,0.270967589300112,0.0440578248415643,0.204457216516498,0.207405008710137,0.82799399173869,0.0440578248415643,0.204457216516498,5.11143041291246,5.11143041291246,1.65362272656343,7.47457527918911,0.12248358246287,0.204457216516498,0.118771675075596,0.925254247208109,0.043161532515314,-5.60189411250055,18.6549930511834,23.7664234640959,21.2588535990486,21.2628657108326,0.207738232375476,5.11143041291246,2.52494965214587,19.9067719278151,22.6109352702821
"7",0.0465396187150499,0.156900010165401,0.152205073393217,3.21712359899229,1.0824664695652,0.0465396187150499,5.70823880880318,0.139463315648564,0.139463315648564,0.139463315648564,0.11337323959186,0.161000503620673,0.0274019423151717,0.15442193275163,0.156648333832734,0.864378936133842,0.0274019423151718,0.15442193275163,3.86054831879074,3.86054831879074,1.02960995532514,4.65396187150499,0.07626305192947,0.15442193275163,0.0558541853706206,0.95346038128495,0.0246212408291212,-4.23098450942917,23.8209125789194,27.6814608977101,25.7875498307995,25.7905800885065,0.156900010165401,3.86054831879074,1.44034258850359,24.7663529835212,26.8087466780777
"8",0.435988037289961,-0.259297425445814,0.251538439220292,5.31236991462721,2.17955190566988,0.435988037289961,39.7143327793961,0.818028250588251,0.818028250588251,0.818028250588252,-0.664995754729905,0.846284775249341,0.272403088767927,0.255202084134052,0.258881497970491,0.794093579319422,0.272403088767927,0.255202084134052,6.3800521033513,6.3800521033513,9.64549422600338,43.5988037289961,0.714440282204542,0.255202084134052,0.864734342838888,0.564011962710039,0.0672450625817572,6.99224550233988,1.4192532369757,7.799305340327,4.54918460635919,4.54417671616817,-0.259297425445814,6.3800521033513,3.93383616103279,6.23684360073076,2.86152561198761
"9",0.0472646570150302,-0.121203725703377,0.11757693289355,2.48316783269374,1.08380504428799,0.0472646570150302,5.35025240810414,0.141109097104543,0.141109097104543,0.141109097104544,-0.114711136761856,0.16429222457572,0.0278179179737687,0.119289435099993,0.121009308194044,0.891898570326868,0.0278179179737687,0.119289435099993,2.98223587749983,2.98223587749983,1.04565019528118,4.72646570150302,0.0774511500499295,0.119289435099993,0.043818994727946,0.95273534298497,0.0146925078860254,3.26839421740952,18.1520207983146,21.1342566758144,19.6150486032105,19.6127077587227,-0.121203725703377,2.98223587749983,0.859511711332485,20.4039131956104,18.8261840108106
"10",0.00169347748141805,-0.00498091636567719,0.00483187184120687,0.102046791258356,1.00288610577712,0.00169347748141803,0.198968671844482,0.00543240321752445,0.00543240321752445,0.00543240321752413,-0.00441613730948425,0.00546207541357551,0.000996274796846931,0.00490224781535232,0.0049729266991188,0.995043770200444,0.000996274796846931,0.00490224781535232,0.122556195383808,0.122556195383808,0.0374653106778275,0.169347748141805,0.00277504983221988,0.00490224781535232,6.45206308529752e-05,0.998306522518582,2.48131837615371e-05,0.134315988658805,22.4376607981657,22.5602169935495,22.4977845203909,22.4976883224353,-0.00498091636567719,0.122556195383808,0.00145157125004992,22.5302032314147,22.4653658093671
