Variety	Biomass	ENV	Treatment	Season	ENV_Biomass
Oh02	320.3402684	WW_S16	WW	S16	330
Oh33	462.6324132	WW_S16	WW	S16	330
Oh40B	355.9186462	WW_S16	WW	S16	330
Oh43	363.8482063	WW_S16	WW	S16	330
Os426	335.8940297	WW_S16	WW	S16	330
P465P	298.0608221	WW_S16	WW	S16	330
Pa36	304.5939229	WW_S16	WW	S16	330
Pa405	294.2536602	WW_S16	WW	S16	330
Pa91	360.0502469	WW_S16	WW	S16	330
PB116	284.3522418	WW_S16	WW	S16	330
PB98TR	351.4611749	WW_S16	WW	S16	330
PH207	288.0114281	WW_S16	WW	S16	330
PHB09	386.1395896	WW_S16	WW	S16	330
PHG35	310.7918267	WW_S16	WW	S16	330
PHG39	319.8755339	WW_S16	WW	S16	330
PHG47	380.7110838	WW_S16	WW	S16	330
PHG50	325.2010145	WW_S16	WW	S16	330
PHG71	292.1723075	WW_S16	WW	S16	330
PHG80	299.6800166	WW_S16	WW	S16	330
PHG84	252.9445393	WW_S16	WW	S16	330
PHG86	309.5107089	WW_S16	WW	S16	330
PHH93	332.0528064	WW_S16	WW	S16	330
PHJ40	309.9009621	WW_S16	WW	S16	330
PHK29	370.9251923	WW_S16	WW	S16	330
PHK76	274.3814366	WW_S16	WW	S16	330
PHR36	331.4583943	WW_S16	WW	S16	330
PHT77	380.4374462	WW_S16	WW	S16	330
PHV63	323.8098717	WW_S16	WW	S16	330
PHW65	316.8671043	WW_S16	WW	S16	330
PHZ51	369.5882279	WW_S16	WW	S16	330
SC-Malawi	364.2370806	WW_S16	WW	S16	330
SGI061	328.2773372	WW_S16	WW	S16	330
UH_2500	336.1299036	WW_S16	WW	S16	330
UH_6102	295.4128284	WW_S16	WW	S16	330
UH_6179	341.2827487	WW_S16	WW	S16	330
UH_P060	374.2333717	WW_S16	WW	S16	330
UH_P064	360.0359586	WW_S16	WW	S16	330
UH_P074	372.7560923	WW_S16	WW	S16	330
UH_P087	296.0618521	WW_S16	WW	S16	330
UH_P089	389.9176418	WW_S16	WW	S16	330
UH_P104	417.8417682	WW_S16	WW	S16	330
UH_P115	411.2531501	WW_S16	WW	S16	330
UH_P128	365.835788	WW_S16	WW	S16	330
UH_P148	340.6632255	WW_S16	WW	S16	330
UH_S018	350.9368976	WW_S16	WW	S16	330
UH_S020	344.0649378	WW_S16	WW	S16	330
UH_S025	395.2576361	WW_S16	WW	S16	330
UH250	340.0799982	WW_S16	WW	S16	330
UH304	386.6911366	WW_S16	WW	S16	330
Va26	366.0023724	WW_S16	WW	S16	330
W117	361.4545275	WW_S16	WW	S16	330
W153R	332.1717763	WW_S16	WW	S16	330
W182E	336.7007616	WW_S16	WW	S16	330
W23	362.6282247	WW_S16	WW	S16	330
W602S	272.2396659	WW_S16	WW	S16	330
W604S	367.2263581	WW_S16	WW	S16	330
W64A	348.9410047	WW_S16	WW	S16	330
W9	267.2558314	WW_S16	WW	S16	330
W95115	328.3145167	WW_S16	WW	S16	330
Wf9	349.4433025	WW_S16	WW	S16	330
11430	358.8164486	WW_W13	WW	W13	318
A3	342.4918392	WW_W13	WW	W13	318
A310	314.3104829	WW_W13	WW	W13	318
A347	344.3048636	WW_W13	WW	W13	318
A374	369.8387756	WW_W13	WW	W13	318
A375	330.0685694	WW_W13	WW	W13	318
A554	273.346836	WW_W13	WW	W13	318
AS5707	272.5445898	WW_W13	WW	W13	318
B100	346.6532961	WW_W13	WW	W13	318
B104	276.0935553	WW_W13	WW	W13	318
B105	240.9080633	WW_W13	WW	W13	318
B106	316.5177933	WW_W13	WW	W13	318
B107	209.5981956	WW_W13	WW	W13	318
B108	351.6216634	WW_W13	WW	W13	318
B109	284.4427314	WW_W13	WW	W13	318
B110	276.9796647	WW_W13	WW	W13	318
B113	275.4047366	WW_W13	WW	W13	318
B37	318.7463691	WW_W13	WW	W13	318
B73	285.8374216	WW_W13	WW	W13	318
B84	347.6573332	WW_W13	WW	W13	318
B89	323.8342422	WW_W13	WW	W13	318
B97	528.7745269	WW_W13	WW	W13	318
B98	262.3328866	WW_W13	WW	W13	318
C103	298.0776357	WW_W13	WW	W13	318
CO109	356.9755393	WW_W13	WW	W13	318
CR1Ht	378.2001072	WW_W13	WW	W13	318
D09	396.4630849	WW_W13	WW	W13	318
DE811	225.3575683	WW_W13	WW	W13	318
DK4676A	251.676392	WW_W13	WW	W13	318
DK78010	251.3902408	WW_W13	WW	W13	318
DK78371A	305.9782905	WW_W13	WW	W13	318
DKFAPW	382.2608955	WW_W13	WW	W13	318
DKFBHJ	348.211592	WW_W13	WW	W13	318
DKIBO2	369.5484417	WW_W13	WW	W13	318
DKMBST	355.7658774	WW_W13	WW	W13	318
EA1027	373.2099911	WW_W13	WW	W13	318
EA1163	337.5822116	WW_W13	WW	W13	318
EA3076	349.1449259	WW_W13	WW	W13	318
EC136	320.9059738	WW_W13	WW	W13	318
EC140	290.1890483	WW_W13	WW	W13	318
EC151	221.0794076	WW_W13	WW	W13	318
EC169	294.0999821	WW_W13	WW	W13	318
EC175	311.6663179	WW_W13	WW	W13	318
EC232	313.6271951	WW_W13	WW	W13	318
EC242C	311.3992597	WW_W13	WW	W13	318
EC334	252.1801457	WW_W13	WW	W13	318
EP10	449.5825366	WW_W13	WW	W13	318
EP2008-18	298.8851853	WW_W13	WW	W13	318
EP2008-22	311.0399269	WW_W13	WW	W13	318
EP29	258.2126744	WW_W13	WW	W13	318
EP51	322.3702598	WW_W13	WW	W13	318
EP52	318.6743451	WW_W13	WW	W13	318
EP55	270.5919056	WW_W13	WW	W13	318
EP67	403.5530814	WW_W13	WW	W13	318
EP72	337.8462567	WW_W13	WW	W13	318
EP77	425.2636917	WW_W13	WW	W13	318
EZ11A	275.7599676	WW_W13	WW	W13	318
EZ18	285.8531905	WW_W13	WW	W13	318
EZ31	307.9246049	WW_W13	WW	W13	318
EZ34	297.3850815	WW_W13	WW	W13	318
EZ35	262.5337365	WW_W13	WW	W13	318
EZ36	273.3778658	WW_W13	WW	W13	318
EZ37	282.5218745	WW_W13	WW	W13	318
EZ38	296.1437657	WW_W13	WW	W13	318
EZ40	254.1641747	WW_W13	WW	W13	318
EZ42	256.8482667	WW_W13	WW	W13	318
EZ47	414.3791285	WW_W13	WW	W13	318
EZ48	364.1019916	WW_W13	WW	W13	318
F04401	283.4214368	WW_W13	WW	W13	318
F04402	279.6367456	WW_W13	WW	W13	318
F04701	247.7679669	WW_W13	WW	W13	318
F04702	308.0292983	WW_W13	WW	W13	318
F05101	374.2463965	WW_W13	WW	W13	318
F05404	307.2700516	WW_W13	WW	W13	318
F1808	364.6246245	WW_W13	WW	W13	318
F1890	360.7849449	WW_W13	WW	W13	318
F218	363.2529768	WW_W13	WW	W13	318
F252	312.4347471	WW_W13	WW	W13	318
F353	296.5366841	WW_W13	WW	W13	318
F354	269.5199082	WW_W13	WW	W13	318
F546	234.0374834	WW_W13	WW	W13	318
F608	294.7685187	WW_W13	WW	W13	318
F618	268.305651	WW_W13	WW	W13	318
F7001	318.513478	WW_W13	WW	W13	318
F7019	334.2601551	WW_W13	WW	W13	318
F7025	315.117939	WW_W13	WW	W13	318
F7028	290.7879224	WW_W13	WW	W13	318
F7057	306.2271055	WW_W13	WW	W13	318
F7058	327.2095347	WW_W13	WW	W13	318
F7081	469.9937874	WW_W13	WW	W13	318
F7082	381.6832101	WW_W13	WW	W13	318
F712	339.0158819	WW_W13	WW	W13	318
F748	278.8437258	WW_W13	WW	W13	318
F752	312.6079996	WW_W13	WW	W13	318
F838	338.8646286	WW_W13	WW	W13	318
F874	347.0642348	WW_W13	WW	W13	318
F888	496.6217214	WW_W13	WW	W13	318
F894	283.0519522	WW_W13	WW	W13	318
F908	287.1384693	WW_W13	WW	W13	318
F912	366.9090747	WW_W13	WW	W13	318
F918	409.4351585	WW_W13	WW	W13	318
F922	373.2665283	WW_W13	WW	W13	318
F98902	355.6830086	WW_W13	WW	W13	318
FP1	390.4120706	WW_W13	WW	W13	318
FR19	306.242764	WW_W13	WW	W13	318
FR697	248.7800011	WW_W13	WW	W13	318
H99	320.4956376	WW_W13	WW	W13	318
HMV5301	383.202874	WW_W13	WW	W13	318
HMV5325	311.778465	WW_W13	WW	W13	318
HMV5343	277.7980315	WW_W13	WW	W13	318
HMV5347	398.0731347	WW_W13	WW	W13	318
HMV5405	340.0294325	WW_W13	WW	W13	318
HMV5409	319.6495531	WW_W13	WW	W13	318
HMV5422	317.75749	WW_W13	WW	W13	318
HMV5502	280.0277118	WW_W13	WW	W13	318
I198	317.0033901	WW_W13	WW	W13	318
I205	215.2127115	WW_W13	WW	W13	318
I211	340.7400245	WW_W13	WW	W13	318
I238	305.8998714	WW_W13	WW	W13	318
I242	304.5748489	WW_W13	WW	W13	318
I261	290.4456584	WW_W13	WW	W13	318
I267	346.962904	WW_W13	WW	W13	318
IDT	305.877295	WW_W13	WW	W13	318
LAN496	311.0820568	WW_W13	WW	W13	318
LH123Ht	333.3924817	WW_W13	WW	W13	318
LH145	255.948777	WW_W13	WW	W13	318
LH38	358.3506364	WW_W13	WW	W13	318
LH39	268.3690514	WW_W13	WW	W13	318
LH59	285.6044742	WW_W13	WW	W13	318
LH60	293.723592	WW_W13	WW	W13	318
LH65	303.917616	WW_W13	WW	W13	318
LH74	266.2506264	WW_W13	WW	W13	318
LH82	303.4295508	WW_W13	WW	W13	318
LH93	293.2138149	WW_W13	WW	W13	318
Lo1016	331.4943487	WW_W13	WW	W13	318
Lo1026	347.392429	WW_W13	WW	W13	318
Lo1035	324.4619262	WW_W13	WW	W13	318
Lo1038	228.3050561	WW_W13	WW	W13	318
Lo1056	342.9223322	WW_W13	WW	W13	318
Lo1063	246.6726114	WW_W13	WW	W13	318
Lo1087	282.754402	WW_W13	WW	W13	318
Lo1094	373.2656046	WW_W13	WW	W13	318
Lo1095	328.3372818	WW_W13	WW	W13	318
Lo1101	285.3009811	WW_W13	WW	W13	318
Lo1106	301.7655938	WW_W13	WW	W13	318
Lo1123	371.9081781	WW_W13	WW	W13	318
Lo1124	248.2728807	WW_W13	WW	W13	318
Lo1172	381.5004398	WW_W13	WW	W13	318
Lo1180	278.5438933	WW_W13	WW	W13	318
Lo1187	322.5129718	WW_W13	WW	W13	318
Lo1199	321.4183421	WW_W13	WW	W13	318
Lo1203	270.5458102	WW_W13	WW	W13	318
Lo1223	359.019561	WW_W13	WW	W13	318
Lo1251	275.9061613	WW_W13	WW	W13	318
Lo1253	359.8556216	WW_W13	WW	W13	318
Lo1261	282.8868705	WW_W13	WW	W13	318
Lo1266	326.07735	WW_W13	WW	W13	318
Lo1270	337.4492773	WW_W13	WW	W13	318
Lo1273	343.5776551	WW_W13	WW	W13	318
Lo1274	343.8269663	WW_W13	WW	W13	318
Lo1280	266.5811213	WW_W13	WW	W13	318
Lo1284	255.8282713	WW_W13	WW	W13	318
Lo1288	229.6665684	WW_W13	WW	W13	318
Lo1290	331.1510499	WW_W13	WW	W13	318
Lo1301	343.6384984	WW_W13	WW	W13	318
Lo904	319.3257986	WW_W13	WW	W13	318
Lp5	365.5863244	WW_W13	WW	W13	318
ML606	352.8876359	WW_W13	WW	W13	318
Mo15W	245.9171034	WW_W13	WW	W13	318
Mo17	326.8116221	WW_W13	WW	W13	318
MS153	384.7632906	WW_W13	WW	W13	318
MS71	324.9732848	WW_W13	WW	W13	318
N16	307.2928274	WW_W13	WW	W13	318
N192	275.8811543	WW_W13	WW	W13	318
N22	250.8700612	WW_W13	WW	W13	318
N25	251.4095666	WW_W13	WW	W13	318
N6	343.0703105	WW_W13	WW	W13	318
NC290	272.7372532	WW_W13	WW	W13	318
NC358	333.6670611	WW_W13	WW	W13	318
NDB8	268.6400884	WW_W13	WW	W13	318
NK764	252.9847139	WW_W13	WW	W13	318
NK807	328.4024132	WW_W13	WW	W13	318
NQ508	323.7207468	WW_W13	WW	W13	318
NS701	350.6248258	WW_W13	WW	W13	318
Oh02	352.3255414	WW_W13	WW	W13	318
Oh33	370.3671938	WW_W13	WW	W13	318
Oh40B	387.3502119	WW_W13	WW	W13	318
Oh43	388.3170043	WW_W13	WW	W13	318
Os426	377.2234997	WW_W13	WW	W13	318
P465P	352.6330317	WW_W13	WW	W13	318
Pa36	312.1229836	WW_W13	WW	W13	318
Pa405	303.7825845	WW_W13	WW	W13	318
Pa91	362.8458121	WW_W13	WW	W13	318
PB116	276.0665685	WW_W13	WW	W13	318
PB98TR	347.1130474	WW_W13	WW	W13	318
PH207	250.5465325	WW_W13	WW	W13	318
PHB09	345.4846222	WW_W13	WW	W13	318
PHG35	250.3161026	WW_W13	WW	W13	318
PHG39	309.2127235	WW_W13	WW	W13	318
PHG47	271.2274778	WW_W13	WW	W13	318
PHG50	350.5024838	WW_W13	WW	W13	318
PHG71	319.9006619	WW_W13	WW	W13	318
PHG80	315.1435065	WW_W13	WW	W13	318
PHG84	369.3632845	WW_W13	WW	W13	318
PHG86	256.5270131	WW_W13	WW	W13	318
PHH93	307.5911001	WW_W13	WW	W13	318
PHJ40	331.0255243	WW_W13	WW	W13	318
PHK29	313.0950099	WW_W13	WW	W13	318
PHK76	244.7163287	WW_W13	WW	W13	318
PHR36	350.8244503	WW_W13	WW	W13	318
PHT77	316.7923338	WW_W13	WW	W13	318
PHV63	332.2313993	WW_W13	WW	W13	318
PHW65	254.7718778	WW_W13	WW	W13	318
PHZ51	404.8204892	WW_W13	WW	W13	318
SC-Malawi	405.1425011	WW_W13	WW	W13	318
SGI061	255.4771658	WW_W13	WW	W13	318
UH_2500	328.9678386	WW_W13	WW	W13	318
UH_6102	339.7883029	WW_W13	WW	W13	318
UH_6179	297.8733729	WW_W13	WW	W13	318
UH_P060	345.5655088	WW_W13	WW	W13	318
UH_P064	334.8179747	WW_W13	WW	W13	318
UH_P074	291.0101657	WW_W13	WW	W13	318
UH_P087	248.9728505	WW_W13	WW	W13	318
UH_P089	254.4964525	WW_W13	WW	W13	318
UH_P104	379.5885494	WW_W13	WW	W13	318
UH_P115	452.0162946	WW_W13	WW	W13	318
UH_P128	316.5281027	WW_W13	WW	W13	318
UH_P148	332.5810061	WW_W13	WW	W13	318
UH_S018	327.5252123	WW_W13	WW	W13	318
UH_S020	358.8606472	WW_W13	WW	W13	318
UH_S025	350.6110141	WW_W13	WW	W13	318
UH250	364.8183107	WW_W13	WW	W13	318
UH304	305.6505426	WW_W13	WW	W13	318
Va26	350.2071135	WW_W13	WW	W13	318
W117	341.7699356	WW_W13	WW	W13	318
W153R	345.6316295	WW_W13	WW	W13	318
W182E	326.4979112	WW_W13	WW	W13	318
W23	334.4911897	WW_W13	WW	W13	318
W602S	335.2371736	WW_W13	WW	W13	318
W604S	281.6730626	WW_W13	WW	W13	318
W64A	260.951864	WW_W13	WW	W13	318
W9	240.9483936	WW_W13	WW	W13	318
W95115	326.1826359	WW_W13	WW	W13	318
Wf9	367.911988	WW_W13	WW	W13	318
