Variety	Biomass	ENV	Treatment	Season	ENV_Biomass
EA1163	244.3381374	WD_S16	WD	S16	210.3
EA3076	205.0009241	WD_S16	WD	S16	210.3
EC136	226.2416531	WD_S16	WD	S16	210.3
EC140	230.5521174	WD_S16	WD	S16	210.3
EC151	208.8681095	WD_S16	WD	S16	210.3
EC169	218.7174764	WD_S16	WD	S16	210.3
EC175	209.4522528	WD_S16	WD	S16	210.3
EC232	222.9466884	WD_S16	WD	S16	210.3
EC242C	213.6938717	WD_S16	WD	S16	210.3
EC334	200.9252304	WD_S16	WD	S16	210.3
EP10	283.1780575	WD_S16	WD	S16	210.3
EP2008-18	226.5063933	WD_S16	WD	S16	210.3
EP2008-22	216.2614832	WD_S16	WD	S16	210.3
EP29	221.5917357	WD_S16	WD	S16	210.3
EP51	222.6722576	WD_S16	WD	S16	210.3
EP52	237.8476329	WD_S16	WD	S16	210.3
EP55	202.1695761	WD_S16	WD	S16	210.3
EP67	234.3766587	WD_S16	WD	S16	210.3
EP72	223.8577948	WD_S16	WD	S16	210.3
EP77	247.7277617	WD_S16	WD	S16	210.3
EZ11A	193.4136023	WD_S16	WD	S16	210.3
EZ18	225.5150042	WD_S16	WD	S16	210.3
EZ31	224.597932	WD_S16	WD	S16	210.3
EZ34	198.8912428	WD_S16	WD	S16	210.3
EZ35	199.8204294	WD_S16	WD	S16	210.3
EZ36	195.1280368	WD_S16	WD	S16	210.3
EZ37	197.3457284	WD_S16	WD	S16	210.3
EZ38	207.2698624	WD_S16	WD	S16	210.3
EZ40	223.4864918	WD_S16	WD	S16	210.3
EZ42	202.3508962	WD_S16	WD	S16	210.3
EZ47	245.5531628	WD_S16	WD	S16	210.3
EZ48	214.6013694	WD_S16	WD	S16	210.3
F04401	151.9470383	WD_S16	WD	S16	210.3
F04402	187.7019067	WD_S16	WD	S16	210.3
F04701	196.1728152	WD_S16	WD	S16	210.3
F04702	215.096383	WD_S16	WD	S16	210.3
F05101	244.1834727	WD_S16	WD	S16	210.3
F05404	201.5481068	WD_S16	WD	S16	210.3
F1808	193.3849541	WD_S16	WD	S16	210.3
F1890	210.4785087	WD_S16	WD	S16	210.3
F218	207.4069234	WD_S16	WD	S16	210.3
F252	207.8338611	WD_S16	WD	S16	210.3
F353	214.0806698	WD_S16	WD	S16	210.3
F354	177.7339231	WD_S16	WD	S16	210.3
F546	210.026216	WD_S16	WD	S16	210.3
F608	216.6303861	WD_S16	WD	S16	210.3
F618	216.6279786	WD_S16	WD	S16	210.3
F7001	211.0005727	WD_S16	WD	S16	210.3
F7019	218.4319925	WD_S16	WD	S16	210.3
F7025	202.8512651	WD_S16	WD	S16	210.3
F7028	193.4034008	WD_S16	WD	S16	210.3
F7057	216.41582	WD_S16	WD	S16	210.3
F7058	186.9914835	WD_S16	WD	S16	210.3
F7081	232.1941481	WD_S16	WD	S16	210.3
F7082	224.4779523	WD_S16	WD	S16	210.3
F712	213.0939657	WD_S16	WD	S16	210.3
F748	200.0740893	WD_S16	WD	S16	210.3
F752	203.5949239	WD_S16	WD	S16	210.3
F838	241.052725	WD_S16	WD	S16	210.3
F874	208.5138078	WD_S16	WD	S16	210.3
F888	241.6497604	WD_S16	WD	S16	210.3
F894	230.555881	WD_S16	WD	S16	210.3
F908	186.0637765	WD_S16	WD	S16	210.3
F912	209.8544103	WD_S16	WD	S16	210.3
F918	233.8051842	WD_S16	WD	S16	210.3
F922	191.691654	WD_S16	WD	S16	210.3
F98902	180.4966001	WD_S16	WD	S16	210.3
FP1	231.5118192	WD_S16	WD	S16	210.3
FR19	199.6410408	WD_S16	WD	S16	210.3
FR697	176.2963236	WD_S16	WD	S16	210.3
H99	192.8580277	WD_S16	WD	S16	210.3
HMV5301	190.9288219	WD_S16	WD	S16	210.3
HMV5325	192.460564	WD_S16	WD	S16	210.3
HMV5343	230.3721401	WD_S16	WD	S16	210.3
HMV5347	216.785097	WD_S16	WD	S16	210.3
HMV5405	200.8465915	WD_S16	WD	S16	210.3
HMV5409	198.7632651	WD_S16	WD	S16	210.3
HMV5422	203.7479573	WD_S16	WD	S16	210.3
HMV5502	218.6136295	WD_S16	WD	S16	210.3
I198	213.7259028	WD_S16	WD	S16	210.3
I205	166.8984451	WD_S16	WD	S16	210.3
I211	225.4301902	WD_S16	WD	S16	210.3
I238	205.0940496	WD_S16	WD	S16	210.3
I242	198.3372489	WD_S16	WD	S16	210.3
I261	188.7029894	WD_S16	WD	S16	210.3
I267	230.7079416	WD_S16	WD	S16	210.3
IDT	216.2249637	WD_S16	WD	S16	210.3
LAN496	227.5889223	WD_S16	WD	S16	210.3
LH123Ht	221.3518955	WD_S16	WD	S16	210.3
LH145	207.6471029	WD_S16	WD	S16	210.3
LH38	225.6424251	WD_S16	WD	S16	210.3
LH39	217.3202836	WD_S16	WD	S16	210.3
LH59	186.4164294	WD_S16	WD	S16	210.3
LH60	198.6234918	WD_S16	WD	S16	210.3
LH65	195.0465094	WD_S16	WD	S16	210.3
LH74	166.2261994	WD_S16	WD	S16	210.3
LH82	178.5299946	WD_S16	WD	S16	210.3
LH93	189.0925559	WD_S16	WD	S16	210.3
Lo1016	217.5415133	WD_S16	WD	S16	210.3
Lo1026	226.3131337	WD_S16	WD	S16	210.3
Lo1035	218.1285981	WD_S16	WD	S16	210.3
Lo1038	171.2159347	WD_S16	WD	S16	210.3
Lo1056	244.4278764	WD_S16	WD	S16	210.3
Lo1063	184.7113903	WD_S16	WD	S16	210.3
Lo1087	185.7744832	WD_S16	WD	S16	210.3
Lo1094	213.3578296	WD_S16	WD	S16	210.3
Lo1095	205.0613866	WD_S16	WD	S16	210.3
Lo1101	210.9434863	WD_S16	WD	S16	210.3
Lo1106	200.6273873	WD_S16	WD	S16	210.3
Lo1123	212.4537908	WD_S16	WD	S16	210.3
Lo1124	192.214356	WD_S16	WD	S16	210.3
Lo1172	234.7596648	WD_S16	WD	S16	210.3
Lo1180	190.275482	WD_S16	WD	S16	210.3
Lo1187	198.5301752	WD_S16	WD	S16	210.3
Lo1199	222.0427321	WD_S16	WD	S16	210.3
Lo1203	205.3433055	WD_S16	WD	S16	210.3
Lo1223	210.6651667	WD_S16	WD	S16	210.3
Lo1251	198.8638049	WD_S16	WD	S16	210.3
Lo1253	247.2525061	WD_S16	WD	S16	210.3
Lo1261	223.1274574	WD_S16	WD	S16	210.3
Lo1266	225.3000679	WD_S16	WD	S16	210.3
Lo1270	215.6307479	WD_S16	WD	S16	210.3
Lo1273	224.8518478	WD_S16	WD	S16	210.3
Lo1274	218.0881039	WD_S16	WD	S16	210.3
Lo1280	193.1966827	WD_S16	WD	S16	210.3
Lo1284	227.4747347	WD_S16	WD	S16	210.3
Lo1288	186.5022141	WD_S16	WD	S16	210.3
Lo1290	217.098852	WD_S16	WD	S16	210.3
Lo1301	205.2863235	WD_S16	WD	S16	210.3
Lo904	213.6220843	WD_S16	WD	S16	210.3
Lp5	181.7798453	WD_S16	WD	S16	210.3
ML606	217.1792917	WD_S16	WD	S16	210.3
Mo15W	228.3170665	WD_S16	WD	S16	210.3
Mo17	193.6274547	WD_S16	WD	S16	210.3
MS153	244.709591	WD_S16	WD	S16	210.3
MS71	202.4361943	WD_S16	WD	S16	210.3
N16	189.3056811	WD_S16	WD	S16	210.3
N192	212.403917	WD_S16	WD	S16	210.3
N22	169.2869673	WD_S16	WD	S16	210.3
N25	193.2282643	WD_S16	WD	S16	210.3
N6	207.6514408	WD_S16	WD	S16	210.3
NC290	204.7683499	WD_S16	WD	S16	210.3
NC358	209.6612574	WD_S16	WD	S16	210.3
NDB8	210.9827715	WD_S16	WD	S16	210.3
NK764	201.0059218	WD_S16	WD	S16	210.3
NK807	227.6071495	WD_S16	WD	S16	210.3
NQ508	195.5946779	WD_S16	WD	S16	210.3
NS701	229.1136256	WD_S16	WD	S16	210.3
Oh02	191.0957543	WD_S16	WD	S16	210.3
Oh33	229.6510631	WD_S16	WD	S16	210.3
Oh40B	218.5375035	WD_S16	WD	S16	210.3
Oh43	222.5557928	WD_S16	WD	S16	210.3
Os426	236.0411697	WD_S16	WD	S16	210.3
P465P	204.6499483	WD_S16	WD	S16	210.3
Pa36	208.5151457	WD_S16	WD	S16	210.3
Pa405	183.7347414	WD_S16	WD	S16	210.3
Pa91	210.8952174	WD_S16	WD	S16	210.3
PB116	213.0721841	WD_S16	WD	S16	210.3
PB98TR	219.3890808	WD_S16	WD	S16	210.3
PH207	192.8636997	WD_S16	WD	S16	210.3
PHB09	208.1740475	WD_S16	WD	S16	210.3
PHG35	210.0204651	WD_S16	WD	S16	210.3
PHG39	217.1947428	WD_S16	WD	S16	210.3
PHG47	191.3379251	WD_S16	WD	S16	210.3
PHG50	198.1334537	WD_S16	WD	S16	210.3
PHG71	207.0844445	WD_S16	WD	S16	210.3
PHG80	196.2083159	WD_S16	WD	S16	210.3
PHG84	182.988821	WD_S16	WD	S16	210.3
PHG86	199.9107169	WD_S16	WD	S16	210.3
PHH93	178.3734291	WD_S16	WD	S16	210.3
PHJ40	212.9722147	WD_S16	WD	S16	210.3
PHK29	225.7559695	WD_S16	WD	S16	210.3
PHK76	211.1573686	WD_S16	WD	S16	210.3
PHR36	231.2566583	WD_S16	WD	S16	210.3
PHT77	210.641263	WD_S16	WD	S16	210.3
PHV63	225.216676	WD_S16	WD	S16	210.3
PHW65	189.9184402	WD_S16	WD	S16	210.3
PHZ51	219.553632	WD_S16	WD	S16	210.3
SC-Malawi	270.7219981	WD_S16	WD	S16	210.3
SGI061	186.8388477	WD_S16	WD	S16	210.3
UH_2500	212.8816689	WD_S16	WD	S16	210.3
UH_6102	203.6679448	WD_S16	WD	S16	210.3
UH_6179	200.2624285	WD_S16	WD	S16	210.3
UH_P060	251.4141789	WD_S16	WD	S16	210.3
UH_P064	197.7257157	WD_S16	WD	S16	210.3
UH_P074	210.5143885	WD_S16	WD	S16	210.3
UH_P087	194.4755013	WD_S16	WD	S16	210.3
UH_P089	221.8883283	WD_S16	WD	S16	210.3
UH_P104	229.8068773	WD_S16	WD	S16	210.3
UH_P115	208.6784047	WD_S16	WD	S16	210.3
UH_P128	212.700169	WD_S16	WD	S16	210.3
UH_P148	198.692361	WD_S16	WD	S16	210.3
UH_S018	199.1559549	WD_S16	WD	S16	210.3
UH_S020	207.1065231	WD_S16	WD	S16	210.3
UH_S025	257.2590205	WD_S16	WD	S16	210.3
UH250	229.86798	WD_S16	WD	S16	210.3
UH304	189.490809	WD_S16	WD	S16	210.3
Va26	237.4451086	WD_S16	WD	S16	210.3
W117	237.2230131	WD_S16	WD	S16	210.3
W153R	212.1954425	WD_S16	WD	S16	210.3
W182E	225.6418903	WD_S16	WD	S16	210.3
W23	211.8807739	WD_S16	WD	S16	210.3
W602S	205.5152922	WD_S16	WD	S16	210.3
W604S	202.962269	WD_S16	WD	S16	210.3
W64A	166.003974	WD_S16	WD	S16	210.3
W9	162.6891166	WD_S16	WD	S16	210.3
W95115	184.1245273	WD_S16	WD	S16	210.3
Wf9	222.391088	WD_S16	WD	S16	210.3
11430	217.967098	WD_W13	WD	W13	211
A3	261.335921	WD_W13	WD	W13	211
A310	220.8983125	WD_W13	WD	W13	211
A347	201.06937	WD_W13	WD	W13	211
A374	220.0138109	WD_W13	WD	W13	211
A375	177.6683072	WD_W13	WD	W13	211
A554	220.8270041	WD_W13	WD	W13	211
AS5707	210.5403326	WD_W13	WD	W13	211
B100	227.2115077	WD_W13	WD	W13	211
B104	174.7285958	WD_W13	WD	W13	211
B105	194.8122604	WD_W13	WD	W13	211
B106	247.1589939	WD_W13	WD	W13	211
B107	166.9070637	WD_W13	WD	W13	211
B108	184.5100675	WD_W13	WD	W13	211
B109	212.7315698	WD_W13	WD	W13	211
B110	207.7827387	WD_W13	WD	W13	211
B113	159.7580688	WD_W13	WD	W13	211
B37	248.7973483	WD_W13	WD	W13	211
B73	204.0397072	WD_W13	WD	W13	211
B84	238.7108478	WD_W13	WD	W13	211
B89	240.3800022	WD_W13	WD	W13	211
B97	218.0681533	WD_W13	WD	W13	211
B98	174.9689044	WD_W13	WD	W13	211
C103	240.8605378	WD_W13	WD	W13	211
CO109	241.5863042	WD_W13	WD	W13	211
CR1Ht	237.9706772	WD_W13	WD	W13	211
D09	241.2528242	WD_W13	WD	W13	211
DE811	167.2576526	WD_W13	WD	W13	211
DK4676A	165.0741252	WD_W13	WD	W13	211
DK78010	163.3991772	WD_W13	WD	W13	211
DK78371A	202.3908321	WD_W13	WD	W13	211
DKFAPW	254.91689	WD_W13	WD	W13	211
DKFBHJ	245.8351874	WD_W13	WD	W13	211
DKIBO2	230.671974	WD_W13	WD	W13	211
DKMBST	219.8141916	WD_W13	WD	W13	211
EA1027	188.2599883	WD_W13	WD	W13	211
EA1163	208.6341813	WD_W13	WD	W13	211
EA3076	228.1816381	WD_W13	WD	W13	211
EC136	218.9672089	WD_W13	WD	W13	211
EC140	206.8440121	WD_W13	WD	W13	211
EC151	145.5523461	WD_W13	WD	W13	211
EC169	218.9690401	WD_W13	WD	W13	211
EC175	209.880846	WD_W13	WD	W13	211
EC232	208.5782866	WD_W13	WD	W13	211
EC242C	205.7785098	WD_W13	WD	W13	211
EC334	201.4445606	WD_W13	WD	W13	211
EP10	257.8198888	WD_W13	WD	W13	211
EP2008-18	227.1733291	WD_W13	WD	W13	211
EP2008-22	187.2815198	WD_W13	WD	W13	211
EP29	194.4806163	WD_W13	WD	W13	211
EP51	215.9129225	WD_W13	WD	W13	211
EP52	271.2304987	WD_W13	WD	W13	211
EP55	203.8340281	WD_W13	WD	W13	211
EP67	233.7698244	WD_W13	WD	W13	211
EP72	244.5067681	WD_W13	WD	W13	211
EP77	285.2888644	WD_W13	WD	W13	211
EZ11A	230.7554905	WD_W13	WD	W13	211
EZ18	201.0339272	WD_W13	WD	W13	211
EZ31	253.2133757	WD_W13	WD	W13	211
EZ34	217.5654793	WD_W13	WD	W13	211
EZ35	192.2724631	WD_W13	WD	W13	211
EZ36	143.244856	WD_W13	WD	W13	211
EZ37	220.8007963	WD_W13	WD	W13	211
EZ38	223.1215062	WD_W13	WD	W13	211
EZ40	191.2207919	WD_W13	WD	W13	211
EZ42	227.5308985	WD_W13	WD	W13	211
EZ47	217.6593201	WD_W13	WD	W13	211
EZ48	195.4185976	WD_W13	WD	W13	211
F04401	152.0127219	WD_W13	WD	W13	211
F04402	202.6506532	WD_W13	WD	W13	211
F04701	170.7341739	WD_W13	WD	W13	211
F04702	224.1560646	WD_W13	WD	W13	211
F05101	216.9218947	WD_W13	WD	W13	211
F05404	198.6940218	WD_W13	WD	W13	211
F1808	212.5290497	WD_W13	WD	W13	211
F1890	175.0483516	WD_W13	WD	W13	211
F218	224.2529038	WD_W13	WD	W13	211
F252	206.3383092	WD_W13	WD	W13	211
F353	206.6766519	WD_W13	WD	W13	211
F354	212.2532723	WD_W13	WD	W13	211
F546	161.4108767	WD_W13	WD	W13	211
F608	180.0395659	WD_W13	WD	W13	211
F618	231.5252371	WD_W13	WD	W13	211
F7001	165.4323706	WD_W13	WD	W13	211
F7019	271.6903202	WD_W13	WD	W13	211
F7025	203.9576126	WD_W13	WD	W13	211
F7028	183.3265554	WD_W13	WD	W13	211
F7057	191.5398107	WD_W13	WD	W13	211
F7058	247.3407731	WD_W13	WD	W13	211
F7081	261.0049863	WD_W13	WD	W13	211
F7082	217.1248583	WD_W13	WD	W13	211
F712	202.8476498	WD_W13	WD	W13	211
F748	224.0904827	WD_W13	WD	W13	211
F752	211.3195324	WD_W13	WD	W13	211
F838	228.2208671	WD_W13	WD	W13	211
F874	254.9985697	WD_W13	WD	W13	211
F888	253.7238963	WD_W13	WD	W13	211
F894	226.1586706	WD_W13	WD	W13	211
F908	191.1060973	WD_W13	WD	W13	211
F912	256.1409771	WD_W13	WD	W13	211
F918	231.3727338	WD_W13	WD	W13	211
F922	214.1632871	WD_W13	WD	W13	211
F98902	240.5501636	WD_W13	WD	W13	211
FP1	261.7827059	WD_W13	WD	W13	211
FR19	194.7320378	WD_W13	WD	W13	211
FR697	189.6694158	WD_W13	WD	W13	211
H99	217.9184862	WD_W13	WD	W13	211
HMV5301	225.5960087	WD_W13	WD	W13	211
HMV5325	198.7540458	WD_W13	WD	W13	211
HMV5343	195.3328997	WD_W13	WD	W13	211
HMV5347	223.5354204	WD_W13	WD	W13	211
HMV5405	189.5076144	WD_W13	WD	W13	211
HMV5409	231.2909795	WD_W13	WD	W13	211
HMV5422	182.0452045	WD_W13	WD	W13	211
HMV5502	199.8353629	WD_W13	WD	W13	211
I198	217.5921402	WD_W13	WD	W13	211
I205	166.7953783	WD_W13	WD	W13	211
I211	225.448293	WD_W13	WD	W13	211
I238	206.7228782	WD_W13	WD	W13	211
I242	241.99765	WD_W13	WD	W13	211
I261	182.1060353	WD_W13	WD	W13	211
I267	237.7650138	WD_W13	WD	W13	211
IDT	193.6908627	WD_W13	WD	W13	211
LAN496	210.1397943	WD_W13	WD	W13	211
LH123Ht	242.9162014	WD_W13	WD	W13	211
LH145	218.2910233	WD_W13	WD	W13	211
LH38	199.6534039	WD_W13	WD	W13	211
LH39	231.9438592	WD_W13	WD	W13	211
LH59	199.6493312	WD_W13	WD	W13	211
LH60	194.2454585	WD_W13	WD	W13	211
LH65	180.2105298	WD_W13	WD	W13	211
LH74	188.8060329	WD_W13	WD	W13	211
LH82	174.1608576	WD_W13	WD	W13	211
LH93	197.8939463	WD_W13	WD	W13	211
Lo1016	258.1413708	WD_W13	WD	W13	211
Lo1026	249.4710192	WD_W13	WD	W13	211
Lo1035	207.5294794	WD_W13	WD	W13	211
Lo1038	179.2450929	WD_W13	WD	W13	211
Lo1056	192.560566	WD_W13	WD	W13	211
Lo1063	181.5550062	WD_W13	WD	W13	211
Lo1087	142.1043166	WD_W13	WD	W13	211
Lo1094	228.5915598	WD_W13	WD	W13	211
Lo1095	222.7688915	WD_W13	WD	W13	211
Lo1101	189.0756577	WD_W13	WD	W13	211
Lo1106	215.4175472	WD_W13	WD	W13	211
Lo1123	243.6619622	WD_W13	WD	W13	211
Lo1124	187.4770972	WD_W13	WD	W13	211
Lo1172	230.1287943	WD_W13	WD	W13	211
Lo1180	190.4211637	WD_W13	WD	W13	211
Lo1187	221.0631225	WD_W13	WD	W13	211
Lo1199	204.4429823	WD_W13	WD	W13	211
Lo1203	187.1393721	WD_W13	WD	W13	211
Lo1223	262.0808382	WD_W13	WD	W13	211
Lo1251	188.9981453	WD_W13	WD	W13	211
Lo1253	189.2435974	WD_W13	WD	W13	211
Lo1261	214.520081	WD_W13	WD	W13	211
Lo1266	207.7480697	WD_W13	WD	W13	211
Lo1270	211.4907721	WD_W13	WD	W13	211
Lo1273	234.244127	WD_W13	WD	W13	211
Lo1274	197.0963838	WD_W13	WD	W13	211
Lo1280	209.4292115	WD_W13	WD	W13	211
Lo1284	220.6949701	WD_W13	WD	W13	211
Lo1288	168.3918456	WD_W13	WD	W13	211
Lo1290	190.362939	WD_W13	WD	W13	211
Lo1301	216.6706324	WD_W13	WD	W13	211
Lo904	226.527106	WD_W13	WD	W13	211
Lp5	229.0605285	WD_W13	WD	W13	211
ML606	259.7750272	WD_W13	WD	W13	211
Mo15W	235.9718805	WD_W13	WD	W13	211
Mo17	213.3964067	WD_W13	WD	W13	211
MS153	232.1455117	WD_W13	WD	W13	211
MS71	193.4833486	WD_W13	WD	W13	211
N16	191.5057424	WD_W13	WD	W13	211
N192	211.3154829	WD_W13	WD	W13	211
N22	184.7856626	WD_W13	WD	W13	211
N25	126.880627	WD_W13	WD	W13	211
N6	188.8501162	WD_W13	WD	W13	211
NC290	177.4875106	WD_W13	WD	W13	211
NC358	227.3597505	WD_W13	WD	W13	211
NDB8	171.5253715	WD_W13	WD	W13	211
NK764	210.6433572	WD_W13	WD	W13	211
NK807	231.3950169	WD_W13	WD	W13	211
NQ508	232.2711813	WD_W13	WD	W13	211
NS701	255.5089297	WD_W13	WD	W13	211
Oh02	164.4249996	WD_W13	WD	W13	211
Oh33	269.0752341	WD_W13	WD	W13	211
Oh40B	229.8543724	WD_W13	WD	W13	211
Oh43	203.9122269	WD_W13	WD	W13	211
Os426	220.5763232	WD_W13	WD	W13	211
P465P	246.6052239	WD_W13	WD	W13	211
Pa36	189.5523135	WD_W13	WD	W13	211
Pa405	177.7545555	WD_W13	WD	W13	211
Pa91	193.8225403	WD_W13	WD	W13	211
PB116	204.6729588	WD_W13	WD	W13	211
PB98TR	166.5354915	WD_W13	WD	W13	211
PH207	182.2347781	WD_W13	WD	W13	211
PHB09	222.3287244	WD_W13	WD	W13	211
PHG35	225.9306121	WD_W13	WD	W13	211
PHG39	229.8522178	WD_W13	WD	W13	211
PHG47	185.3786047	WD_W13	WD	W13	211
PHG50	202.9135278	WD_W13	WD	W13	211
PHG71	227.1575235	WD_W13	WD	W13	211
PHG80	212.0891576	WD_W13	WD	W13	211
PHG84	203.5237579	WD_W13	WD	W13	211
PHG86	203.4336629	WD_W13	WD	W13	211
PHH93	232.0003199	WD_W13	WD	W13	211
PHJ40	197.6303312	WD_W13	WD	W13	211
PHK29	250.8123907	WD_W13	WD	W13	211
PHK76	210.8332902	WD_W13	WD	W13	211
PHR36	211.1212228	WD_W13	WD	W13	211
PHT77	212.2986373	WD_W13	WD	W13	211
PHV63	194.165619	WD_W13	WD	W13	211
PHW65	186.6899341	WD_W13	WD	W13	211
PHZ51	232.798963	WD_W13	WD	W13	211
SC-Malawi	305.6972468	WD_W13	WD	W13	211
SGI061	202.3868322	WD_W13	WD	W13	211
UH_2500	193.8587673	WD_W13	WD	W13	211
UH_6102	213.2527703	WD_W13	WD	W13	211
UH_6179	176.2377391	WD_W13	WD	W13	211
UH_P060	264.0641309	WD_W13	WD	W13	211
UH_P064	171.4739491	WD_W13	WD	W13	211
UH_P074	191.5217325	WD_W13	WD	W13	211
UH_P087	171.9664581	WD_W13	WD	W13	211
UH_P089	191.3319277	WD_W13	WD	W13	211
UH_P104	246.8866512	WD_W13	WD	W13	211
UH_P115	206.3561358	WD_W13	WD	W13	211
UH_P128	221.0146199	WD_W13	WD	W13	211
UH_P148	184.6752763	WD_W13	WD	W13	211
UH_S018	184.1317193	WD_W13	WD	W13	211
UH_S020	182.9969775	WD_W13	WD	W13	211
UH_S025	250.2350029	WD_W13	WD	W13	211
UH250	218.7999916	WD_W13	WD	W13	211
UH304	123.3114693	WD_W13	WD	W13	211
Va26	202.4936641	WD_W13	WD	W13	211
W117	213.8290515	WD_W13	WD	W13	211
W153R	230.0974279	WD_W13	WD	W13	211
W182E	223.9761055	WD_W13	WD	W13	211
W23	198.2328575	WD_W13	WD	W13	211
W602S	224.5373224	WD_W13	WD	W13	211
W604S	218.8576707	WD_W13	WD	W13	211
W64A	197.1232908	WD_W13	WD	W13	211
W9	155.4704042	WD_W13	WD	W13	211
W95115	221.9012606	WD_W13	WD	W13	211
Wf9	239.0744244	WD_W13	WD	W13	211
11430	299.6147986	WW_S12	WW	S12	263
A3	345.5458098	WW_S12	WW	S12	263
A310	244.6531152	WW_S12	WW	S12	263
A347	241.8766907	WW_S12	WW	S12	263
A374	295.4588258	WW_S12	WW	S12	263
A375	278.5513009	WW_S12	WW	S12	263
A554	232.1166681	WW_S12	WW	S12	263
AS5707	225.6999466	WW_S12	WW	S12	263
B100	263.8069567	WW_S12	WW	S12	263
B104	293.3093988	WW_S12	WW	S12	263
B105	289.063397	WW_S12	WW	S12	263
B106	283.5219134	WW_S12	WW	S12	263
B107	157.9627037	WW_S12	WW	S12	263
B108	229.1163011	WW_S12	WW	S12	263
B109	290.325321	WW_S12	WW	S12	263
B110	267.9632837	WW_S12	WW	S12	263
B113	233.6816234	WW_S12	WW	S12	263
B37	288.5172546	WW_S12	WW	S12	263
B73	209.7289702	WW_S12	WW	S12	263
B84	302.3532737	WW_S12	WW	S12	263
B89	260.217049	WW_S12	WW	S12	263
B97	221.1881921	WW_S12	WW	S12	263
B98	229.6047297	WW_S12	WW	S12	263
C103	226.1981387	WW_S12	WW	S12	263
CO109	264.3813621	WW_S12	WW	S12	263
CR1Ht	301.7017052	WW_S12	WW	S12	263
D09	301.3253067	WW_S12	WW	S12	263
DE811	210.028971	WW_S12	WW	S12	263
DK4676A	244.4155755	WW_S12	WW	S12	263
DK78010	216.3643901	WW_S12	WW	S12	263
DK78371A	241.1287088	WW_S12	WW	S12	263
DKFAPW	317.5194212	WW_S12	WW	S12	263
DKFBHJ	263.559904	WW_S12	WW	S12	263
DKIBO2	336.8297706	WW_S12	WW	S12	263
DKMBST	314.1428359	WW_S12	WW	S12	263
EA1027	301.1286315	WW_S12	WW	S12	263
EA1163	290.1050506	WW_S12	WW	S12	263
EA3076	288.7573103	WW_S12	WW	S12	263
EC136	288.8898092	WW_S12	WW	S12	263
EC140	292.7732684	WW_S12	WW	S12	263
EC151	206.4106609	WW_S12	WW	S12	263
EC169	251.2058657	WW_S12	WW	S12	263
EC175	291.9399331	WW_S12	WW	S12	263
EC232	297.408864	WW_S12	WW	S12	263
EC242C	273.9586255	WW_S12	WW	S12	263
EC334	246.2252172	WW_S12	WW	S12	263
EP10	398.9410929	WW_S12	WW	S12	263
EP2008-18	262.7102676	WW_S12	WW	S12	263
EP2008-22	279.8391282	WW_S12	WW	S12	263
EP29	235.6477079	WW_S12	WW	S12	263
EP51	241.3560916	WW_S12	WW	S12	263
EP52	299.2546904	WW_S12	WW	S12	263
EP55	253.678748	WW_S12	WW	S12	263
EP67	279.7256207	WW_S12	WW	S12	263
EP72	233.1014853	WW_S12	WW	S12	263
EP77	344.8978778	WW_S12	WW	S12	263
EZ11A	205.8538185	WW_S12	WW	S12	263
EZ18	273.7520091	WW_S12	WW	S12	263
EZ31	295.8719444	WW_S12	WW	S12	263
EZ34	274.6412224	WW_S12	WW	S12	263
EZ35	267.63989	WW_S12	WW	S12	263
EZ36	247.1138494	WW_S12	WW	S12	263
EZ37	219.1460069	WW_S12	WW	S12	263
EZ38	302.5589546	WW_S12	WW	S12	263
EZ40	219.2501681	WW_S12	WW	S12	263
EZ42	233.4895944	WW_S12	WW	S12	263
EZ47	286.4114775	WW_S12	WW	S12	263
EZ48	262.7258344	WW_S12	WW	S12	263
F04401	182.1244317	WW_S12	WW	S12	263
F04402	269.5270954	WW_S12	WW	S12	263
F04701	238.3805887	WW_S12	WW	S12	263
F04702	244.7635066	WW_S12	WW	S12	263
F05101	300.8180457	WW_S12	WW	S12	263
F05404	234.5774231	WW_S12	WW	S12	263
F1808	264.1951952	WW_S12	WW	S12	263
F1890	304.4406283	WW_S12	WW	S12	263
F218	263.9915282	WW_S12	WW	S12	263
F252	250.4937968	WW_S12	WW	S12	263
F353	291.2753203	WW_S12	WW	S12	263
F354	212.725847	WW_S12	WW	S12	263
F546	262.7542341	WW_S12	WW	S12	263
F608	256.0169709	WW_S12	WW	S12	263
F618	285.1075512	WW_S12	WW	S12	263
F7001	248.5152668	WW_S12	WW	S12	263
F7019	359.914427	WW_S12	WW	S12	263
F7025	303.0027825	WW_S12	WW	S12	263
F7028	229.5214831	WW_S12	WW	S12	263
F7057	251.5571515	WW_S12	WW	S12	263
F7058	241.8849548	WW_S12	WW	S12	263
F7081	341.3777766	WW_S12	WW	S12	263
F7082	261.2040513	WW_S12	WW	S12	263
F712	228.9385794	WW_S12	WW	S12	263
F748	286.1867301	WW_S12	WW	S12	263
F752	253.2964063	WW_S12	WW	S12	263
F838	286.4475177	WW_S12	WW	S12	263
F874	326.2706314	WW_S12	WW	S12	263
F888	325.7648403	WW_S12	WW	S12	263
F894	243.2896807	WW_S12	WW	S12	263
F908	311.2458523	WW_S12	WW	S12	263
F912	261.8239125	WW_S12	WW	S12	263
F918	293.4056223	WW_S12	WW	S12	263
F922	275.6110115	WW_S12	WW	S12	263
F98902	248.2961386	WW_S12	WW	S12	263
