Variety	Biomass	LAl	WUE	Season	Treatment
A3	345.5458098	0.367329482	74.28078763	S12	WW
A310	244.6531152	0.305644032	74.9837496	S12	WW
A347	241.8766907	0.303464777	59.82881043	S12	WW
A374	295.4588258	0.364922873	64.07374195	S12	WW
A375	278.5513009	0.32153389	63.79699126	S12	WW
A554	232.1166681	0.283203995	67.66895343	S12	WW
AS5707	225.6999466	0.276832122	64.76622478	S12	WW
B100	263.8069567	0.340645763	61.18455796	S12	WW
B104	293.3093988	0.360314882	59.0789782	S12	WW
B105	289.063397	0.360420586	58.03133414	S12	WW
B106	283.5219134	0.337134218	61.18462661	S12	WW
B107	157.9627037	0.220772829	78.57816519	S12	WW
B108	229.1163011	0.300611432	69.86204307	S12	WW
B109	290.325321	0.331019237	65.33597822	S12	WW
B110	267.9632837	0.342154144	66.11501476	S12	WW
B113	233.6816234	0.278931754	66.00715533	S12	WW
B37	288.5172546	0.351004061	66.98537419	S12	WW
B73	209.7289702	0.271397978	64.05060444	S12	WW
B84	302.3532737	0.365873408	63.39120933	S12	WW
B89	260.217049	0.321265821	62.64328279	S12	WW
B97	221.1881921	0.303923465	59.34277256	S12	WW
B98	229.6047297	0.318114117	57.9444508	S12	WW
C103	226.1981387	0.275988294	71.5975942	S12	WW
CO109	264.3813621	0.320128817	68.36454065	S12	WW
CR1Ht	301.7017052	0.36059961	70.88179479	S12	WW
D09	301.3253067	0.346598829	67.9573799	S12	WW
DE811	210.028971	0.281840132	68.65815175	S12	WW
DK4676A	244.4155755	0.27102843	64.34851959	S12	WW
DK78010	216.3643901	0.267346152	67.44685932	S12	WW
DK78371A	241.1287088	0.303238735	66.83454961	S12	WW
DKFAPW	317.5194212	0.36617059	64.13535399	S12	WW
DKFBHJ	263.559904	0.331199525	60.39729096	S12	WW
DKIBO2	336.8297706	0.3293672	65.07035327	S12	WW
DKMBST	314.1428359	0.376481419	61.87331999	S12	WW
EA1027	301.1286315	0.352044254	66.54492367	S12	WW
EA1163	290.1050506	0.308244452	67.28638387	S12	WW
EA3076	288.7573103	0.308173349	70.36063497	S12	WW
EC136	288.8898092	0.330412759	75.04990498	S12	WW
EC140	292.7732684	0.349630556	66.83940975	S12	WW
EC151	206.4106609	0.287826431	59.042127	S12	WW
EC169	251.2058657	0.297157607	67.35005675	S12	WW
EC175	291.9399331	0.326889736	62.4353815	S12	WW
EC232	297.408864	0.342004994	71.78774013	S12	WW
EC242C	273.9586255	0.335525131	64.37752021	S12	WW
EC334	246.2252172	0.307140005	58.03964807	S12	WW
EP10	398.9410929	0.408608722	70.00664043	S12	WW
EP2008-18	262.7102676	0.317661313	58.8471339	S12	WW
EP2008-22	279.8391282	0.3470099	63.01737732	S12	WW
EP29	235.6477079	0.313939406	68.10846195	S12	WW
EP51	241.3560916	0.27078218	74.01490373	S12	WW
EP52	299.2546904	0.344041333	69.1527241	S12	WW
EP55	253.678748	0.298184422	70.82690303	S12	WW
EP67	279.7256207	0.329147489	66.95450259	S12	WW
EP72	233.1014853	0.273942847	65.39946966	S12	WW
EP77	344.8978778	0.395321705	68.92633406	S12	WW
EZ11A	205.8538185	0.253222358	70.97511171	S12	WW
EZ18	273.7520091	0.321528167	66.72235204	S12	WW
EZ31	295.8719444	0.372247134	61.2797312	S12	WW
EZ34	274.6412224	0.344252866	63.52233221	S12	WW
EZ35	267.63989	0.359712743	69.6758966	S12	WW
EZ36	247.1138494	0.287469881	69.85434821	S12	WW
EZ37	219.1460069	0.293939025	66.2558398	S12	WW
EZ38	302.5589546	0.391143612	55.45662898	S12	WW
EZ40	219.2501681	0.288197655	63.80487275	S12	WW
EZ42	233.4895944	0.313671824	62.94973067	S12	WW
EZ47	286.4114775	0.324252294	69.01579575	S12	WW
EZ48	262.7258344	0.317329319	61.64599674	S12	WW
F04401	182.1244317	0.261868186	56.19086551	S12	WW
F04402	269.5270954	0.291298795	64.87369468	S12	WW
F04701	238.3805887	0.2847633	60.43178001	S12	WW
F04702	244.7635066	0.292135925	63.49742191	S12	WW
F05101	300.8180457	0.353706438	64.12561702	S12	WW
F05404	234.5774231	0.300850602	69.54942071	S12	WW
F1808	264.1951952	0.279794536	72.39699288	S12	WW
F1890	304.4406283	0.349529885	66.65268086	S12	WW
F218	263.9915282	0.308012992	66.30761039	S12	WW
F252	250.4937968	0.321317675	70.02573499	S12	WW
F353	291.2753203	0.328516701	69.23952937	S12	WW
F354	212.725847	0.274615274	69.95730574	S12	WW
F546	262.7542341	0.297207801	66.71470948	S12	WW
F608	256.0169709	0.319953199	60.13706927	S12	WW
F618	285.1075512	0.3473135	62.68733376	S12	WW
F7001	248.5152668	0.289680527	74.52421849	S12	WW
F7019	359.914427	0.38982117	59.23355125	S12	WW
F7025	303.0027825	0.338301763	72.17766114	S12	WW
F7028	229.5214831	0.2985178	65.22105934	S12	WW
F7057	251.5571515	0.327171538	56.45734163	S12	WW
F7058	241.8849548	0.293460151	62.56956239	S12	WW
F7081	341.3777766	0.385779146	67.90177137	S12	WW
F7082	261.2040513	0.299328176	67.95391315	S12	WW
F712	228.9385794	0.288887894	64.81054087	S12	WW
F748	286.1867301	0.356011762	59.92522882	S12	WW
F752	253.2964063	0.320276743	59.05351124	S12	WW
F838	286.4475177	0.344193127	64.26361738	S12	WW
F874	326.2706314	0.345767232	72.57328258	S12	WW
F888	325.7648403	0.333909095	67.44017697	S12	WW
F894	243.2896807	0.336715545	63.12581254	S12	WW
F908	311.2458523	0.345589687	61.3796129	S12	WW
F912	261.8239125	0.32810032	66.50955041	S12	WW
F918	293.4056223	0.344152159	64.72698561	S12	WW
F922	275.6110115	0.320508613	69.69491746	S12	WW
F98902	248.2961386	0.285882204	62.85831522	S12	WW
FP1	347.64524	0.40739606	64.64236146	S12	WW
FR19	273.1373507	0.319507043	68.07600357	S12	WW
FR697	251.2247192	0.30566213	64.16699791	S12	WW
H99	277.9631996	0.320673479	66.23388237	S12	WW
HMV5301	295.3098916	0.330204543	65.34676988	S12	WW
HMV5325	262.9997544	0.322812111	66.90526165	S12	WW
HMV5343	260.955109	0.299483279	68.20172496	S12	WW
HMV5347	242.9867684	0.281580899	67.12176822	S12	WW
HMV5405	228.3439388	0.290406116	60.03253661	S12	WW
HMV5409	298.5654432	0.349378847	68.96007141	S12	WW
HMV5422	252.229986	0.30474879	71.29236983	S12	WW
HMV5502	268.1509306	0.315888573	61.97905083	S12	WW
I198	258.2323025	0.3639172	65.973968	S12	WW
I205	214.0669484	0.272849319	62.2080765	S12	WW
I211	270.5127764	0.328096782	68.77170941	S12	WW
I238	251.7204349	0.311078502	64.38649031	S12	WW
I242	261.5285774	0.331182597	58.30630659	S12	WW
I261	249.3196593	0.28082673	70.34648084	S12	WW
I267	310.7618989	0.359681794	65.47826109	S12	WW
IDT	289.3932309	0.327573263	58.51911502	S12	WW
LAN496	285.1180532	0.328357422	60.87203509	S12	WW
LH123Ht	285.7157664	0.378126678	53.58517921	S12	WW
LH145	253.6497688	0.319278127	62.87021244	S12	WW
LH38	302.1044446	0.373018	62.69563766	S12	WW
LH39	311.6145363	0.405425467	64.94957392	S12	WW
LH59	226.259702	0.289591634	60.7622959	S12	WW
LH60	221.507169	0.295785118	54.56331965	S12	WW
LH65	277.7741703	0.318426652	69.43289413	S12	WW
LH74	230.2865879	0.301570865	56.04085747	S12	WW
LH82	223.7620231	0.258432528	65.88666959	S12	WW
LH93	222.2182816	0.293068024	67.97701888	S12	WW
Lo1016	272.7220598	0.32698528	61.6448361	S12	WW
Lo1026	269.0817045	0.312259545	65.13421095	S12	WW
Lo1035	249.5382039	0.313989388	63.53940309	S12	WW
Lo1038	213.8525111	0.289263389	61.75715645	S12	WW
Lo1056	263.8590081	0.304506784	72.03859223	S12	WW
Lo1063	219.2851668	0.301055568	59.85964834	S12	WW
Lo1087	192.6224431	0.229475513	59.80995288	S12	WW
Lo1094	248.7763363	0.308673375	68.27904909	S12	WW
Lo1095	259.8465521	0.332887928	60.58420192	S12	WW
Lo1101	217.6053529	0.28302543	62.18449589	S12	WW
Lo1106	222.3646843	0.267372252	55.00708391	S12	WW
Lo1123	308.0748796	0.405160686	62.48399494	S12	WW
Lo1124	216.1043573	0.270544088	60.85956053	S12	WW
Lo1172	255.4556901	0.322279758	58.89579146	S12	WW
Lo1180	246.731482	0.320140547	71.70826984	S12	WW
Lo1187	251.1326202	0.29993761	71.63266759	S12	WW
Lo1199	227.8521129	0.297028173	54.72330262	S12	WW
Lo1203	237.0579497	0.291054549	67.88291681	S12	WW
Lo1223	253.5771658	0.320330928	64.78605331	S12	WW
Lo1251	242.938613	0.275852651	67.03806506	S12	WW
Lo1253	306.3267813	0.317297184	69.18982766	S12	WW
Lo1261	206.4795421	0.26756025	62.05748889	S12	WW
Lo1266	305.4865557	0.350894748	64.24311867	S12	WW
Lo1270	253.5320751	0.318444363	69.61403941	S12	WW
Lo1273	279.1068073	0.353859509	62.4738487	S12	WW
Lo1274	258.6082685	0.322790914	63.3306627	S12	WW
Lo1280	215.9341121	0.276827413	60.81880433	S12	WW
Lo1284	300.0196928	0.357484737	59.15038296	S12	WW
Lo1288	218.5306748	0.269685322	69.24583201	S12	WW
Lo1290	232.7149335	0.293214867	54.72713859	S12	WW
Lo1301	262.4619656	0.334283352	65.39357241	S12	WW
Lo904	253.8877142	0.306601586	64.01167058	S12	WW
Lp5	294.9816795	0.308114225	62.1829868	S12	WW
ML606	291.4031899	0.348112888	69.06318987	S12	WW
Mo15W	210.9301238	0.289098204	72.92538693	S12	WW
Mo17	262.518859	0.326691283	61.30469739	S12	WW
MS153	313.2143689	0.356480449	69.40414939	S12	WW
MS71	258.6536368	0.307649452	68.26332601	S12	WW
N16	238.446067	0.284829146	66.80545135	S12	WW
N192	259.8975034	0.323786994	59.88696881	S12	WW
N22	250.5888548	0.312220787	64.88645644	S12	WW
N25	247.5373657	0.297651165	59.23908635	S12	WW
N6	271.0816781	0.307570278	74.43798432	S12	WW
NC290	252.7688863	0.301764155	67.67788256	S12	WW
NC358	249.4277905	0.310525929	65.66777978	S12	WW
NDB8	221.3129614	0.269950908	71.7327752	S12	WW
NK764	236.5407972	0.318431309	56.62511528	S12	WW
NK807	304.1256384	0.370041996	72.48941841	S12	WW
NQ508	254.7241972	0.284885544	65.31192348	S12	WW
NS701	265.8131308	0.340833384	62.13208454	S12	WW
Oh02	234.3165269	0.311266055	68.35807387	S12	WW
Oh33	314.6020643	0.342508104	73.11203742	S12	WW
Oh40B	333.6828667	0.383846263	66.18946043	S12	WW
Oh43	296.7266946	0.376247773	66.9028706	S12	WW
Os426	293.7230966	0.354885504	66.86029264	S12	WW
P465P	279.6699358	0.353956099	67.1341564	S12	WW
Pa36	278.3657829	0.30325119	64.40089835	S12	WW
Pa405	263.0677849	0.300044239	73.50868978	S12	WW
Pa91	302.6404684	0.34598231	56.81581018	S12	WW
PB116	272.5871076	0.321199962	70.08358965	S12	WW
PB98TR	248.9662629	0.316020944	71.42389096	S12	WW
PH207	180.5066104	0.20420672	58.9594094	S12	WW
PHB09	250.3632392	0.309530259	65.61932482	S12	WW
PHG35	203.7673337	0.264892832	60.72997454	S12	WW
PHG39	324.0611142	0.385524385	60.48855295	S12	WW
PHG47	258.8496112	0.314040228	68.08943665	S12	WW
PHG50	260.1846535	0.317859495	69.01974299	S12	WW
PHG71	283.5065121	0.339431641	64.03574898	S12	WW
PHG80	284.8324797	0.300157284	72.92699825	S12	WW
PHG84	210.2450418	0.295729721	58.78398976	S12	WW
PHG86	268.8978774	0.32044951	64.86874755	S12	WW
PHH93	251.6795639	0.296342299	64.47468729	S12	WW
PHJ40	280.1523586	0.34253451	65.87373698	S12	WW
PHK29	324.4833835	0.375457124	58.93650173	S12	WW
PHK76	221.3480074	0.277827614	61.21549244	S12	WW
PHR36	311.0478194	0.340392545	64.1740439	S12	WW
PHT77	300.128185	0.337407535	58.74458774	S12	WW
PHV63	300.1667244	0.342462162	71.35617469	S12	WW
PHW65	190.531697	0.271158314	59.07345054	S12	WW
PHZ51	320.1582276	0.355968079	66.32277422	S12	WW
SC-Malawi	333.2636872	0.356082269	64.96422569	S12	WW
SGI061	254.2468803	0.30189936	66.07488368	S12	WW
UH_2500	239.7546892	0.310196172	68.98889948	S12	WW
UH_6102	266.2710647	0.281131458	71.14565761	S12	WW
UH_6179	281.2709649	0.299796853	66.09734137	S12	WW
UH_P060	345.5578325	0.378463206	59.84671268	S12	WW
UH_P064	262.849247	0.323262376	61.16774315	S12	WW
UH_P074	234.7448348	0.243256934	66.98029316	S12	WW
UH_P087	199.9845885	0.23789358	65.22562871	S12	WW
UH_P089	239.3538033	0.311308719	68.02508556	S12	WW
UH_P104	297.5217347	0.35887747	60.61772941	S12	WW
UH_P115	286.29806	0.336865233	63.73778617	S12	WW
UH_P128	264.3609145	0.317222009	73.70853759	S12	WW
UH_P148	221.3023283	0.266670974	68.96961024	S12	WW
UH_S018	260.1119058	0.322226129	56.72721835	S12	WW
UH_S020	275.5089896	0.319557064	58.03492774	S12	WW
UH_S025	315.2815289	0.372839757	69.98893762	S12	WW
UH250	313.4096255	0.385223151	62.13822134	S12	WW
UH304	220.7926599	0.251322407	62.53281412	S12	WW
Va26	327.805859	0.384154855	64.12605278	S12	WW
W117	314.2996502	0.343686593	68.34570044	S12	WW
W153R	256.5381395	0.323288774	57.42169333	S12	WW
W182E	235.5767945	0.303912485	70.36865822	S12	WW
W23	230.2627428	0.318304307	61.65700264	S12	WW
W602S	226.4197032	0.293095321	61.48601739	S12	WW
W604S	272.9529598	0.343516293	66.4323597	S12	WW
W64A	247.855024	0.299326338	65.12856673	S12	WW
W9	203.3864744	0.23589677	66.546812	S12	WW
W95115	277.1982051	0.341104202	67.21516204	S12	WW
Wf9	256.5520189	0.30934103	63.13984964	S12	WW
11430	271.4519159	0.397154943	48.68186436	S13	WW
A3	255.1518832	0.341787987	48.39893298	S13	WW
A310	296.5677457	0.409809231	53.29430185	S13	WW
A347	288.7549651	0.386252335	49.27662768	S13	WW
A374	314.4661781	0.441742011	52.61290449	S13	WW
A375	255.9438777	0.381776894	47.38060424	S13	WW
A554	234.0416931	0.369433121	48.21318156	S13	WW
AS5707	287.9445543	0.381263913	59.02957785	S13	WW
B100	312.800507	0.417888796	48.90535878	S13	WW
B104	321.7647153	0.430471084	47.76772914	S13	WW
B105	330.2476144	0.41627605	51.05775976	S13	WW
B106	299.0932441	0.384014086	48.66097239	S13	WW
B107	236.8411991	0.333373329	62.32833518	S13	WW
B108	272.8621251	0.375417122	59.82882028	S13	WW
B109	291.5137384	0.377719154	57.63631174	S13	WW
B110	262.3810907	0.390117495	47.59276563	S13	WW
B113	197.7994929	0.326986306	48.07772019	S13	WW
B37	274.1997695	0.366052443	57.61655956	S13	WW
B73	284.4690567	0.370918972	52.64297376	S13	WW
B84	265.813824	0.383183295	50.74309699	S13	WW
B89	260.2331462	0.395177428	44.7764813	S13	WW
B97	301.1634292	0.431089794	46.25878753	S13	WW
B98	202.290616	0.322364373	44.88604567	S13	WW
C103	267.7483266	0.39416561	47.95629718	S13	WW
CO109	310.4278878	0.380410563	56.49454093	S13	WW
CR1Ht	347.9208525	0.451699845	52.84473214	S13	WW
D09	336.1937034	0.407921983	54.71762276	S13	WW
DE811	254.7696273	0.347183979	51.55277282	S13	WW
DK4676A	244.6862322	0.305033383	52.01241231	S13	WW
DK78010	212.0353689	0.296239463	54.39697899	S13	WW
DK78371A	275.5761802	0.368176717	52.99555902	S13	WW
DKFAPW	325.7133774	0.42376167	53.04562309	S13	WW
DKFBHJ	244.7285743	0.379502736	46.59571533	S13	WW
DKIBO2	328.7739915	0.434606011	47.87879116	S13	WW
DKMBST	353.3645409	0.470946497	56.64179119	S13	WW
EA1027	334.4565743	0.431189758	57.00099898	S13	WW
EA1163	388.5454268	0.455963459	50.06432268	S13	WW
EA3076	344.4455959	0.44751936	47.03864567	S13	WW
EC136	284.231025	0.400499913	52.39499248	S13	WW
EC140	288.0686958	0.409372655	52.69767265	S13	WW
EC151	206.1316366	0.321997423	44.90603509	S13	WW
EC169	281.9413937	0.366963153	51.14112498	S13	WW
EC175	317.2542307	0.40597627	53.45471132	S13	WW
EC232	262.4810134	0.37769834	49.44845163	S13	WW
EC242C	304.209054	0.39594013	51.49377153	S13	WW
EC334	244.0406712	0.367621597	44.32637543	S13	WW
EP10	397.130413	0.443017922	55.19243522	S13	WW
EP2008-18	303.7853712	0.383816408	56.48285153	S13	WW
EP2008-22	241.1055514	0.360107827	48.71601166	S13	WW
EP29	251.3954136	0.36823075	48.49667415	S13	WW
EP51	332.2181469	0.400898084	56.19071944	S13	WW
EP52	363.2183332	0.466364408	53.17405607	S13	WW
EP55	303.7708429	0.423153665	51.84030755	S13	WW
EP67	352.6650156	0.435769975	57.98566822	S13	WW
EP72	307.9610629	0.383512961	56.40983772	S13	WW
EP77	457.1804313	0.522684095	53.14324439	S13	WW
EZ11A	250.1680498	0.320200241	66.80318705	S13	WW
EZ18	354.112761	0.438271654	53.51266647	S13	WW
EZ31	327.012857	0.416846384	54.73587506	S13	WW
EZ34	293.3070736	0.412610616	51.39323118	S13	WW
EZ35	233.8723418	0.363779467	51.47292395	S13	WW
EZ36	265.025268	0.382414977	51.78488158	S13	WW
EZ37	229.8228197	0.363403406	43.43205358	S13	WW
EZ38	300.8420938	0.435625577	47.28370633	S13	WW
EZ40	218.6639447	0.314552943	49.61091965	S13	WW
EZ42	245.7703398	0.392654728	46.99311045	S13	WW
EZ47	335.5499667	0.384698217	59.29349971	S13	WW
EZ48	254.6044698	0.334674366	55.97839561	S13	WW
F04401	266.692692	0.369946499	43.06059533	S13	WW
F04402	208.1555494	0.300132968	44.132625	S13	WW
F04701	293.3328188	0.400407892	49.34805344	S13	WW
F04702	261.4188232	0.414671328	50.88229186	S13	WW
F05101	302.3711603	0.403924094	53.1916918	S13	WW
F05404	237.2294086	0.343086022	52.17419909	S13	WW
F1808	273.2992348	0.404566137	47.13880607	S13	WW
F1890	248.7670075	0.358536933	46.03047459	S13	WW
F218	313.9409346	0.425243087	52.86269033	S13	WW
F252	330.9217128	0.438199733	50.02866431	S13	WW
F353	313.4513181	0.448508984	46.26107365	S13	WW
F354	202.0199002	0.368051529	38.61670168	S13	WW
F546	291.5215797	0.364779371	56.04284047	S13	WW
F608	236.3091492	0.34908723	49.31179909	S13	WW
F618	279.8892766	0.404510417	53.8511659	S13	WW
F7001	255.8431494	0.355785934	55.00782658	S13	WW
F7019	379.0333829	0.456652953	49.03384169	S13	WW
F7025	308.2191377	0.396096487	57.65297885	S13	WW
F7028	264.6877364	0.383559791	47.35717929	S13	WW
F7057	256.9093393	0.370954636	46.24343726	S13	WW
F7058	300.0229563	0.399238917	49.4937654	S13	WW
F7081	359.4008338	0.455794499	52.63243583	S13	WW
F7082	289.7305909	0.395423177	48.07036154	S13	WW
F712	246.0614738	0.335521441	58.58000212	S13	WW
F748	293.0724918	0.409663132	51.76836774	S13	WW
F752	185.2481719	0.295898701	43.83885297	S13	WW
F838	279.9663777	0.3788199	51.14888527	S13	WW
F874	333.2724172	0.432382206	55.54851145	S13	WW
F888	295.532528	0.367334556	50.12138691	S13	WW
F894	248.8680809	0.410604885	50.49541027	S13	WW
F908	247.6784255	0.358041599	50.86839085	S13	WW
F912	290.5460425	0.419723646	47.89522141	S13	WW
F918	359.5979759	0.381166476	68.57965794	S13	WW
F922	271.5087842	0.339321001	59.1847202	S13	WW
F98902	310.1288498	0.4005406	56.5383792	S13	WW
FP1	418.6703097	0.541620448	50.33966549	S13	WW
FR19	269.1041623	0.375056961	49.40811415	S13	WW
FR697	258.9095145	0.324056636	50.04773822	S13	WW
H99	271.2413201	0.367624458	53.6832978	S13	WW
HMV5301	326.4027764	0.41887186	47.89598803	S13	WW
HMV5325	288.2654122	0.382430957	54.37042308	S13	WW
HMV5343	265.0966624	0.365553172	53.98198932	S13	WW
HMV5347	305.6587873	0.404589327	57.54577434	S13	WW
HMV5405	258.6080689	0.356262812	49.16900563	S13	WW
HMV5409	284.7379332	0.387868423	53.230175	S13	WW
HMV5422	274.8231984	0.347785155	55.20460005	S13	WW
HMV5502	396.1167315	0.418948516	64.75872002	S13	WW
I198	349.6486647	0.433969295	57.25137007	S13	WW
I205	182.6837208	0.26875998	58.47379042	S13	WW
I211	326.795942	0.422186793	53.64858965	S13	WW
I238	268.7429087	0.382876887	49.05847343	S13	WW
I242	286.4858869	0.386816793	51.76923971	S13	WW
I261	285.4244366	0.334728049	62.0902101	S13	WW
I267	332.2156732	0.43808949	50.5858395	S13	WW
IDT	313.4260966	0.38992215	54.83735769	S13	WW
LAN496	303.084209	0.396428774	52.68371032	S13	WW
LH123Ht	285.9906045	0.444285363	42.06129233	S13	WW
LH145	252.8854453	0.367569411	49.29109978	S13	WW
LH38	311.7232949	0.425527164	50.12127795	S13	WW
LH39	275.960171	0.400894449	53.05442648	S13	WW
LH59	286.9558523	0.390169113	53.34723034	S13	WW
LH60	245.7132545	0.37958389	45.48302892	S13	WW
LH65	203.295862	0.332695042	49.07852466	S13	WW
LH74	240.2258105	0.376504888	40.02419836	S13	WW
LH82	245.8116191	0.363219779	51.79662222	S13	WW
LH93	248.8050715	0.376235938	47.22816894	S13	WW
Lo1016	324.0845353	0.435849265	49.37222724	S13	WW
Lo1026	326.3722581	0.40012177	54.43115102	S13	WW
Lo1035	281.8028896	0.41926349	44.14011765	S13	WW
Lo1038	207.8834663	0.303080372	54.77292335	S13	WW
Lo1056	281.2094402	0.354843516	58.29061004	S13	WW
Lo1063	206.5300626	0.349447161	44.7940042	S13	WW
Lo1087	238.2773065	0.315091961	47.16270907	S13	WW
Lo1094	255.9952335	0.373749547	53.84374015	S13	WW
Lo1095	205.5905086	0.373448763	32.53399084	S13	WW
Lo1101	311.7939021	0.429093127	46.14869754	S13	WW
Lo1106	272.044433	0.388605255	47.71519231	S13	WW
Lo1123	333.296954	0.448148057	52.52335062	S13	WW
Lo1124	263.9627028	0.34470365	51.0956493	S13	WW
Lo1172	316.0223987	0.433038811	48.21354825	S13	WW
Lo1180	298.2261007	0.426007574	49.81401586	S13	WW
Lo1187	246.199504	0.394323329	40.35387176	S13	WW
Lo1199	297.5014762	0.404606538	51.62074019	S13	WW
Lo1203	219.6006284	0.344071585	43.52212872	S13	WW
Lo1223	346.3152654	0.425153605	57.5360741	S13	WW
Lo1251	308.4187942	0.383703747	51.68427641	S13	WW
Lo1253	351.6201718	0.425680533	51.41986779	S13	WW
Lo1261	276.8478044	0.363220474	52.82307086	S13	WW
Lo1266	243.2997022	0.357894515	46.2963428	S13	WW
Lo1270	284.0710555	0.382517689	54.53653811	S13	WW
Lo1273	303.8786719	0.431065918	48.61449072	S13	WW
Lo1274	331.9572231	0.426748323	58.92166181	S13	WW
Lo1280	229.3376192	0.33252719	49.05167329	S13	WW
Lo1284	247.2656492	0.390405864	48.75432003	S13	WW
Lo1288	254.4837878	0.34859143	51.76905171	S13	WW
Lo1290	350.0369854	0.419183214	49.55504381	S13	WW
Lo1301	245.3781764	0.347956384	50.99086873	S13	WW
Lo904	291.6332219	0.376564763	54.62280476	S13	WW
Lp5	336.4574966	0.443004587	48.22864001	S13	WW
ML606	345.7092119	0.486839134	46.75899186	S13	WW
Mo15W	227.2798513	0.351143073	49.48487604	S13	WW
Mo17	276.1784075	0.385670271	51.6999709	S13	WW
MS153	302.2206143	0.392484737	54.0982675	S13	WW
MS71	287.3259497	0.404514322	49.04994727	S13	WW
N16	227.2056165	0.319553727	53.325418	S13	WW
N192	282.9549037	0.38278387	51.17039531	S13	WW
N22	224.5721772	0.282935933	57.66227693	S13	WW
N25	268.5500844	0.390533569	46.80584126	S13	WW
N6	286.6366752	0.364701465	55.95115583	S13	WW
NC290	284.589874	0.389542788	52.79971413	S13	WW
NC358	273.4728568	0.384544755	47.36425055	S13	WW
NDB8	207.5239224	0.332874932	47.03917581	S13	WW
NK764	265.4680793	0.378980913	47.832337	S13	WW
NK807	325.4053027	0.430424277	51.99910305	S13	WW
NQ508	306.6327614	0.386946768	51.61377912	S13	WW
NS701	318.1214246	0.444743106	49.66785943	S13	WW
Oh02	287.6048293	0.418040355	48.73566192	S13	WW
Oh33	359.5888499	0.438917293	60.14840318	S13	WW
Oh40B	345.8350992	0.416318851	51.92545872	S13	WW
Oh43	332.4596083	0.462166204	50.94270347	S13	WW
Os426	330.7462936	0.438200108	54.16123082	S13	WW
P465P	298.2483769	0.434531956	51.78823809	S13	WW
Pa36	263.5747723	0.363394965	56.0409008	S13	WW
Pa405	281.9181941	0.377404971	50.31789607	S13	WW
Pa91	284.3226716	0.360585905	52.91763639	S13	WW
PB116	273.7615396	0.360124228	55.25908663	S13	WW
PB98TR	305.2225963	0.395643076	59.99443619	S13	WW
PH207	275.7105867	0.35793534	50.56438905	S13	WW
PHB09	278.3030855	0.373388612	58.29194742	S13	WW
PHG35	230.3037467	0.344480906	44.95360515	S13	WW
PHG39	299.3511688	0.416898682	49.04630781	S13	WW
PHG47	256.8615735	0.352248329	53.10022166	S13	WW
PHG50	276.7234194	0.401262062	49.48114973	S13	WW
PHG71	264.1254791	0.401423404	45.62855482	S13	WW
PHG80	251.4775917	0.342832307	51.67973454	S13	WW
PHG84	195.6060496	0.328547793	46.25307682	S13	WW
PHG86	272.9930724	0.394426329	51.85463763	S13	WW
PHH93	282.16904	0.374547783	51.61123361	S13	WW
PHJ40	257.8210443	0.369514435	51.83051891	S13	WW
PHK29	325.8602213	0.458994286	47.14770667	S13	WW
PHK76	200.5875129	0.299202118	48.0515634	S13	WW
PHR36	308.2878129	0.393734916	57.23144349	S13	WW
PHT77	338.4268456	0.454552466	49.69065478	S13	WW
PHV63	284.2621752	0.405074338	52.94859669	S13	WW
PHW65	217.1369424	0.326510545	46.18749033	S13	WW
PHZ51	390.9563011	0.512051861	67.8686471	S13	WW
SC-Malawi	443.7046843	0.482537231	60.67305724	S13	WW
SGI061	280.5542907	0.371720883	48.93737777	S13	WW
UH_2500	229.7827373	0.352737482	48.47107936	S13	WW
UH_6102	328.2314993	0.405694264	51.1519691	S13	WW
UH_6179	240.475427	0.361911821	41.95668032	S13	WW
UH_P060	334.1935707	0.461534294	46.73344152	S13	WW
UH_P064	313.9102769	0.454362665	44.03673515	S13	WW
UH_P074	256.8130596	0.289936277	54.40733594	S13	WW
UH_P087	252.2992403	0.366461017	44.0329459	S13	WW
UH_P089	296.7217839	0.377638555	57.18213525	S13	WW
UH_P104	315.7241159	0.422511805	46.61947623	S13	WW
UH_P115	296.5772373	0.426412194	47.17479554	S13	WW
UH_P128	307.8353768	0.439276485	49.75926655	S13	WW
UH_P148	222.000269	0.35620527	43.26223298	S13	WW
UH_S018	255.5978421	0.352337362	53.26796296	S13	WW
UH_S020	268.5151376	0.416936906	33.23607097	S13	WW
UH_S025	379.0755273	0.494247627	48.93869024	S13	WW
UH250	394.2914384	0.467722173	56.19413646	S13	WW
UH304	279.0271583	0.362216722	51.57094352	S13	WW
Va26	353.9011698	0.4989324	54.59057654	S13	WW
W117	331.7357997	0.42896077	54.51132546	S13	WW
W153R	342.432411	0.445200491	51.13539521	S13	WW
W182E	319.0996213	0.407860241	63.17605798	S13	WW
W23	243.4833304	0.361660233	45.54898142	S13	WW
W602S	258.2232555	0.346459889	50.79915614	S13	WW
W604S	297.2996403	0.387772705	56.42605913	S13	WW
W64A	267.7391066	0.383631402	51.2673772	S13	WW
W9	264.0479233	0.370337284	48.24368905	S13	WW
W95115	334.0063954	0.440826997	52.8673512	S13	WW
Wf9	311.3414259	0.414564338	49.8069259	S13	WW
11430	361.541838	0.445591656	75.45687215	S16	WW
A3	395.1396658	0.438302309	81.54411206	S16	WW
A310	307.2653099	0.403933056	91.83663613	S16	WW
A347	301.1444247	0.392662192	87.58871527	S16	WW
