Variety	Biomass	LAl	WUE	Season	Treatment
Wf9	320.1727296	0.467265794	46.56065199	S13	WD
11430	200.6650216	0.275433024	68.7860166	S16	WD
A3	190.4735171	0.234141046	63.41395707	S16	WD
A310	224.59566	0.291650047	75.98960963	S16	WD
A347	192.4857508	0.258911029	62.0199263	S16	WD
A374	223.5206076	0.311892529	68.33037287	S16	WD
A375	207.9975116	0.273178824	71.32200913	S16	WD
A554	187.2883577	0.262081206	66.88780332	S16	WD
AS5707	218.5804828	0.268195779	71.0736619	S16	WD
B100	201.4958854	0.267675762	68.37503562	S16	WD
B104	206.1710691	0.285677292	65.92520757	S16	WD
B105	211.7837925	0.289397969	67.71664245	S16	WD
B106	241.5173297	0.292566008	67.086734	S16	WD
B107	160.9524314	0.219624785	81.19065312	S16	WD
B108	221.4778917	0.272226132	71.36361386	S16	WD
B109	191.8403496	0.256065979	64.4807568	S16	WD
B110	202.9963261	0.293318694	67.92306308	S16	WD
B113	190.7693187	0.269192491	68.84970454	S16	WD
B37	213.7926373	0.289880855	74.83469148	S16	WD
B73	191.7932449	0.252071339	72.23003694	S16	WD
B84	224.8823416	0.280713908	66.53385808	S16	WD
B89	219.9861765	0.287167016	68.20557763	S16	WD
B97	215.7858648	0.276240481	68.0603621	S16	WD
B98	189.5186689	0.270951453	63.06800493	S16	WD
C103	227.0873319	0.268345862	84.40856804	S16	WD
CO109	255.1553117	0.298446948	82.00500109	S16	WD
CR1Ht	211.7652502	0.278938852	70.29942808	S16	WD
D09	228.9561072	0.294572686	77.50208524	S16	WD
DE811	171.7351531	0.244495456	66.24668976	S16	WD
DK4676A	174.1514958	0.226109753	69.163998	S16	WD
DK78010	172.9005321	0.247864137	69.33769733	S16	WD
DK78371A	188.484172	0.268274657	72.49887145	S16	WD
DKFAPW	257.5847591	0.324752115	59.57890023	S16	WD
DKFBHJ	220.6335801	0.292346079	65.55807625	S16	WD
DKIBO2	225.8449403	0.286315163	56.81899126	S16	WD
DKMBST	231.4551169	0.308843697	62.42890489	S16	WD
EA1027	241.9509744	0.292015222	72.2124691	S16	WD
EA1163	244.3381374	0.294587545	68.08465739	S16	WD
EA3076	205.0009241	0.24968765	66.66182907	S16	WD
EC136	226.2416531	0.298388515	73.77151919	S16	WD
EC140	230.5521174	0.299010297	65.33480118	S16	WD
EC151	208.8681095	0.29285439	68.91423883	S16	WD
EC169	218.7174764	0.263821779	73.58229027	S16	WD
EC175	209.4522528	0.279490245	70.98703882	S16	WD
EC232	222.9466884	0.282124006	71.78657972	S16	WD
EC242C	213.6938717	0.280692958	71.16562552	S16	WD
EC334	200.9252304	0.269023645	62.87765555	S16	WD
EP10	283.1780575	0.320834448	75.704262	S16	WD
EP2008-18	226.5063933	0.283637091	69.59758544	S16	WD
EP2008-22	216.2614832	0.27904613	72.15018772	S16	WD
EP29	221.5917357	0.322236615	70.1259841	S16	WD
EP51	222.6722576	0.2751534	69.77436724	S16	WD
EP52	237.8476329	0.300909733	71.49099925	S16	WD
EP55	202.1695761	0.301896772	71.00761485	S16	WD
EP67	234.3766587	0.283559173	74.55419379	S16	WD
EP72	223.8577948	0.290295421	81.4436543	S16	WD
EP77	247.7277617	0.310481577	72.41724334	S16	WD
EZ11A	193.4136023	0.253037499	84.22290074	S16	WD
EZ18	225.5150042	0.292831953	63.69674163	S16	WD
EZ31	224.597932	0.300037128	66.47384747	S16	WD
EZ34	198.8912428	0.280244451	62.71427823	S16	WD
EZ35	199.8204294	0.285584507	72.04767955	S16	WD
EZ36	195.1280368	0.263082112	64.25293423	S16	WD
EZ37	197.3457284	0.262240279	70.51419833	S16	WD
EZ38	207.2698624	0.288287046	68.53168855	S16	WD
EZ40	223.4864918	0.280713696	72.82604563	S16	WD
EZ42	202.3508962	0.286908418	68.05738401	S16	WD
EZ47	245.5531628	0.283647521	81.58098299	S16	WD
EZ48	214.6013694	0.277910938	71.6548099	S16	WD
F04401	151.9470383	0.222291317	68.09918635	S16	WD
F04402	187.7019067	0.253580422	69.07007368	S16	WD
F04701	196.1728152	0.275337789	77.65699633	S16	WD
F04702	215.096383	0.280805492	70.83416645	S16	WD
F05101	244.1834727	0.310588463	66.34556109	S16	WD
F05404	201.5481068	0.265769274	74.01596016	S16	WD
F1808	193.3849541	0.27375555	67.62717844	S16	WD
F1890	210.4785087	0.261698298	74.52485596	S16	WD
F218	207.4069234	0.274211179	72.65444345	S16	WD
F252	207.8338611	0.267679455	72.23056076	S16	WD
F353	214.0806698	0.262877401	67.30247498	S16	WD
F354	177.7339231	0.238980226	81.69333912	S16	WD
F546	210.026216	0.279487105	68.97641015	S16	WD
F608	216.6303861	0.284581369	74.98142977	S16	WD
F618	216.6279786	0.28996942	77.12400111	S16	WD
F7001	211.0005727	0.270583563	79.51407792	S16	WD
F7019	218.4319925	0.291973209	68.1197041	S16	WD
F7025	202.8512651	0.246023664	69.46698541	S16	WD
F7028	193.4034008	0.264793994	76.4601812	S16	WD
F7057	216.41582	0.276350001	70.90942521	S16	WD
F7058	186.9914835	0.261984623	68.39483148	S16	WD
F7081	232.1941481	0.290551823	66.26671268	S16	WD
F7082	224.4779523	0.278705342	67.77017973	S16	WD
F712	213.0939657	0.271423015	77.8671764	S16	WD
F748	200.0740893	0.278218437	63.33481636	S16	WD
F752	203.5949239	0.287870992	65.4250691	S16	WD
F838	241.052725	0.316178836	69.39318489	S16	WD
F874	208.5138078	0.273660129	69.36439816	S16	WD
F888	241.6497604	0.314035582	65.89242319	S16	WD
F894	230.555881	0.304961638	75.05542326	S16	WD
F908	186.0637765	0.251028972	56.28998799	S16	WD
F912	209.8544103	0.287663218	65.66897901	S16	WD
F918	233.8051842	0.308240008	72.13974629	S16	WD
F922	191.691654	0.23549389	69.05897041	S16	WD
F98902	180.4966001	0.228802691	70.94345166	S16	WD
FP1	231.5118192	0.311695889	65.56640773	S16	WD
FR19	199.6410408	0.281742667	67.22153438	S16	WD
FR697	176.2963236	0.249275697	67.56620267	S16	WD
H99	192.8580277	0.249352246	69.73203825	S16	WD
HMV5301	190.9288219	0.233368851	70.86190791	S16	WD
HMV5325	192.460564	0.257158581	76.24660056	S16	WD
HMV5343	230.3721401	0.306062413	64.83992538	S16	WD
HMV5347	216.785097	0.285450893	68.26585184	S16	WD
HMV5405	200.8465915	0.272929421	68.28464566	S16	WD
HMV5409	198.7632651	0.276711051	64.28403723	S16	WD
HMV5422	203.7479573	0.265932062	73.13638485	S16	WD
HMV5502	218.6136295	0.298476589	65.53054603	S16	WD
I198	213.7259028	0.276257363	70.0837603	S16	WD
I205	166.8984451	0.249495309	77.49179652	S16	WD
I211	225.4301902	0.304598325	68.48548894	S16	WD
I238	205.0940496	0.300678352	70.34058532	S16	WD
I242	198.3372489	0.28242391	72.44539533	S16	WD
I261	188.7029894	0.240915827	73.53809314	S16	WD
I267	230.7079416	0.301136018	68.88663296	S16	WD
IDT	216.2249637	0.279732501	64.14054177	S16	WD
LAN496	227.5889223	0.273365938	63.52660322	S16	WD
LH123Ht	221.3518955	0.290221632	72.17723082	S16	WD
LH145	207.6471029	0.288680183	67.14455246	S16	WD
LH38	225.6424251	0.301772565	71.7292266	S16	WD
LH39	217.3202836	0.303918978	72.0730787	S16	WD
LH59	186.4164294	0.251607671	71.12626482	S16	WD
LH60	198.6234918	0.271307124	73.26477939	S16	WD
LH65	195.0465094	0.269195837	66.53366888	S16	WD
LH74	166.2261994	0.248111534	65.02024668	S16	WD
LH82	178.5299946	0.250967004	68.77735158	S16	WD
LH93	189.0925559	0.270487718	63.07735284	S16	WD
Lo1016	217.5415133	0.289711802	61.72071726	S16	WD
Lo1026	226.3131337	0.287366851	76.52272769	S16	WD
Lo1035	218.1285981	0.29329507	62.26254918	S16	WD
Lo1038	171.2159347	0.239676393	72.26062906	S16	WD
Lo1056	244.4278764	0.294601988	69.5535745	S16	WD
Lo1063	184.7113903	0.259206584	69.7586266	S16	WD
Lo1087	185.7744832	0.253098001	67.67545759	S16	WD
Lo1094	213.3578296	0.275152526	76.34930189	S16	WD
Lo1095	205.0613866	0.296555903	70.7616701	S16	WD
Lo1101	210.9434863	0.29800621	69.04323609	S16	WD
Lo1106	200.6273873	0.276821905	68.64677509	S16	WD
Lo1123	212.4537908	0.28619406	70.03116559	S16	WD
Lo1124	192.214356	0.25907764	64.52700286	S16	WD
Lo1172	234.7596648	0.271428184	67.44140932	S16	WD
Lo1180	190.275482	0.259439995	71.8150812	S16	WD
Lo1187	198.5301752	0.275089913	71.9692007	S16	WD
Lo1199	222.0427321	0.293630307	75.18924294	S16	WD
Lo1203	205.3433055	0.267503996	72.07030704	S16	WD
Lo1223	210.6651667	0.279952095	70.00685276	S16	WD
Lo1251	198.8638049	0.252696204	68.20424448	S16	WD
Lo1253	247.2525061	0.317948665	69.19280265	S16	WD
Lo1261	223.1274574	0.292527026	69.19103138	S16	WD
Lo1266	225.3000679	0.290104432	71.27944248	S16	WD
Lo1270	215.6307479	0.279068884	72.47651513	S16	WD
Lo1273	224.8518478	0.292103504	69.9424844	S16	WD
Lo1274	218.0881039	0.284326234	75.41947308	S16	WD
Lo1280	193.1966827	0.243273416	71.56627756	S16	WD
Lo1284	227.4747347	0.258532036	69.22280919	S16	WD
Lo1288	186.5022141	0.240670933	84.10831414	S16	WD
Lo1290	217.098852	0.282920841	68.20768711	S16	WD
Lo1301	205.2863235	0.286835645	68.54150716	S16	WD
Lo904	213.6220843	0.269690043	68.41580087	S16	WD
Lp5	181.7798453	0.260424033	66.42648393	S16	WD
ML606	217.1792917	0.302352857	68.24300858	S16	WD
Mo15W	228.3170665	0.284564584	73.41817466	S16	WD
Mo17	193.6274547	0.277189479	65.92800513	S16	WD
MS153	244.709591	0.321962539	74.66050508	S16	WD
MS71	202.4361943	0.286258388	65.76233262	S16	WD
N16	189.3056811	0.261360555	68.17204702	S16	WD
N192	212.403917	0.290351096	67.82841958	S16	WD
N22	169.2869673	0.267023653	67.72296214	S16	WD
N25	193.2282643	0.276425622	69.92219379	S16	WD
N6	207.6514408	0.269116573	68.84480817	S16	WD
NC290	204.7683499	0.279119457	71.70210341	S16	WD
NC358	209.6612574	0.281453276	71.45989936	S16	WD
NDB8	210.9827715	0.272607829	78.61740212	S16	WD
NK764	201.0059218	0.27238589	64.14851855	S16	WD
NK807	227.6071495	0.285516184	77.24137673	S16	WD
NQ508	195.5946779	0.242005574	71.47025842	S16	WD
NS701	229.1136256	0.299141545	70.45231925	S16	WD
Oh02	191.0957543	0.274588545	78.40279119	S16	WD
Oh33	229.6510631	0.278624057	70.31012814	S16	WD
Oh40B	218.5375035	0.290932968	77.83297326	S16	WD
Oh43	222.5557928	0.315235098	72.54940899	S16	WD
Os426	236.0411697	0.317716164	64.02507465	S16	WD
P465P	204.6499483	0.302166607	71.88869379	S16	WD
Pa36	208.5151457	0.27845587	73.28386551	S16	WD
Pa405	183.7347414	0.266893618	72.21776892	S16	WD
Pa91	210.8952174	0.274268739	76.25964686	S16	WD
PB116	213.0721841	0.28132759	68.02211971	S16	WD
PB98TR	219.3890808	0.290405587	77.43298431	S16	WD
PH207	192.8636997	0.262130062	63.47447884	S16	WD
PHB09	208.1740475	0.282519403	67.02506602	S16	WD
PHG35	210.0204651	0.296971285	64.00378377	S16	WD
PHG39	217.1947428	0.281195305	73.34465206	S16	WD
PHG47	191.3379251	0.25574302	70.63078188	S16	WD
PHG50	198.1334537	0.267822832	63.39811283	S16	WD
PHG71	207.0844445	0.306536825	67.65120915	S16	WD
PHG80	196.2083159	0.275807477	76.18838022	S16	WD
PHG84	182.988821	0.26567324	72.79886299	S16	WD
PHG86	199.9107169	0.259733677	65.68943538	S16	WD
PHH93	178.3734291	0.23639137	66.63408561	S16	WD
PHJ40	212.9722147	0.271487103	67.98752614	S16	WD
PHK29	225.7559695	0.308383124	67.20710212	S16	WD
PHK76	211.1573686	0.273188045	68.33765321	S16	WD
PHR36	231.2566583	0.286199372	70.47512979	S16	WD
PHT77	210.641263	0.277276943	67.52425471	S16	WD
PHV63	225.216676	0.275895131	79.69358642	S16	WD
PHW65	189.9184402	0.25716684	69.75389528	S16	WD
PHZ51	219.553632	0.2731216	68.3456685	S16	WD
SC-Malawi	270.7219981	0.326527223	66.06819761	S16	WD
SGI061	186.8388477	0.223519962	72.19528969	S16	WD
UH_2500	212.8816689	0.286429282	80.71524378	S16	WD
UH_6102	203.6679448	0.239732859	60.85231746	S16	WD
UH_6179	200.2624285	0.274466178	64.67092502	S16	WD
UH_P060	251.4141789	0.318985074	64.35683897	S16	WD
UH_P064	197.7257157	0.267592919	65.80419781	S16	WD
UH_P074	210.5143885	0.26236279	65.51378548	S16	WD
UH_P087	194.4755013	0.247312318	67.44905818	S16	WD
UH_P089	221.8883283	0.290029195	75.86237993	S16	WD
UH_P104	229.8068773	0.303454256	69.87049416	S16	WD
UH_P115	208.6784047	0.296666456	75.54659524	S16	WD
UH_P128	212.700169	0.279451289	72.83135739	S16	WD
UH_P148	198.692361	0.253523024	60.5175959	S16	WD
UH_S018	199.1559549	0.271041958	74.16781272	S16	WD
UH_S020	207.1065231	0.286448401	79.21938144	S16	WD
UH_S025	257.2590205	0.339115106	71.71457673	S16	WD
UH250	229.86798	0.289523056	74.63701308	S16	WD
UH304	189.490809	0.262836475	64.87239862	S16	WD
Va26	237.4451086	0.323384146	66.69447518	S16	WD
W117	237.2230131	0.289554235	80.87888635	S16	WD
W153R	212.1954425	0.297555456	59.47481957	S16	WD
W182E	225.6418903	0.306936316	87.56019849	S16	WD
W23	211.8807739	0.295927036	73.28177952	S16	WD
W602S	205.5152922	0.25993482	67.72095916	S16	WD
W604S	202.962269	0.277958635	72.47078531	S16	WD
W64A	166.003974	0.227109137	78.40903859	S16	WD
W9	162.6891166	0.21183119	71.90903053	S16	WD
W95115	184.1245273	0.246530891	70.82346288	S16	WD
Wf9	222.391088	0.258638467	75.98131119	S16	WD
11430	217.967098	0.308847805	71.5830819	W13	WD
A3	261.335921	0.342923696	80.79928757	W13	WD
A310	220.8983125	0.32310123	80.11184327	W13	WD
A347	201.06937	0.295145922	57.98730145	W13	WD
A374	220.0138109	0.316812703	70.79617762	W13	WD
A375	177.6683072	0.28245919	67.52557992	W13	WD
A554	220.8270041	0.29802091	76.47912755	W13	WD
AS5707	210.5403326	0.260723448	87.94397814	W13	WD
B100	227.2115077	0.288158929	78.17801052	W13	WD
B104	174.7285958	0.247994434	74.22884922	W13	WD
B105	194.8122604	0.254612387	76.50227308	W13	WD
B106	247.1589939	0.308800168	85.69499746	W13	WD
B107	166.9070637	0.244483859	91.81448629	W13	WD
B108	184.5100675	0.246857867	77.95870971	W13	WD
B109	212.7315698	0.287660347	80.04451422	W13	WD
B110	207.7827387	0.291645984	67.98362084	W13	WD
B113	159.7580688	0.235840738	75.43623133	W13	WD
B37	248.7973483	0.318783166	86.90622975	W13	WD
B73	204.0397072	0.280023901	62.55437179	W13	WD
B84	238.7108478	0.31914345	76.50961173	W13	WD
B89	240.3800022	0.283821191	75.17986574	W13	WD
B97	218.0681533	0.328115167	67.23026344	W13	WD
B98	174.9689044	0.236620703	74.02766776	W13	WD
C103	240.8605378	0.33106359	89.58506078	W13	WD
CO109	241.5863042	0.309052587	91.87838058	W13	WD
CR1Ht	237.9706772	0.325222671	84.62420077	W13	WD
D09	241.2528242	0.292762599	83.63009713	W13	WD
DE811	167.2576526	0.260963192	66.50827496	W13	WD
DK4676A	165.0741252	0.227353912	100.8671954	W13	WD
DK78010	163.3991772	0.243133605	76.71047005	W13	WD
DK78371A	202.3908321	0.312107572	83.75551856	W13	WD
DKFAPW	254.91689	0.332586128	78.70172556	W13	WD
DKFBHJ	245.8351874	0.31057699	79.91757743	W13	WD
DKIBO2	230.671974	0.324625356	69.97129016	W13	WD
DKMBST	219.8141916	0.287463323	78.88533111	W13	WD
EA1027	188.2599883	0.278054471	75.33678358	W13	WD
EA1163	208.6341813	0.288280909	69.67262236	W13	WD
EA3076	228.1816381	0.271165138	72.03500793	W13	WD
EC136	218.9672089	0.283325663	77.30320552	W13	WD
EC140	206.8440121	0.293382713	76.22134519	W13	WD
EC151	145.5523461	0.247018119	70.6945266	W13	WD
EC169	218.9690401	0.27810805	80.06849785	W13	WD
EC175	209.880846	0.276839311	77.79369367	W13	WD
EC232	208.5782866	0.293476564	85.77548036	W13	WD
EC242C	205.7785098	0.289962865	86.58278153	W13	WD
EC334	201.4445606	0.275545581	67.93394505	W13	WD
EP10	257.8198888	0.324731894	89.48331377	W13	WD
EP2008-18	227.1733291	0.307135373	79.40113589	W13	WD
EP2008-22	187.2815198	0.295857626	82.69558525	W13	WD
EP29	194.4806163	0.285154216	75.91007346	W13	WD
EP51	215.9129225	0.280536223	85.88452071	W13	WD
EP52	271.2304987	0.344716656	85.86824204	W13	WD
EP55	203.8340281	0.294629757	72.94222574	W13	WD
EP67	233.7698244	0.307376563	91.08423393	W13	WD
EP72	244.5067681	0.317024378	84.01704739	W13	WD
EP77	285.2888644	0.339017807	90.2422396	W13	WD
EZ11A	230.7554905	0.27158208	98.79179127	W13	WD
EZ18	201.0339272	0.268874378	80.63815778	W13	WD
EZ31	253.2133757	0.313796125	70.2905845	W13	WD
EZ34	217.5654793	0.288333191	85.60231279	W13	WD
EZ35	192.2724631	0.292269713	80.04659542	W13	WD
EZ36	143.244856	0.275114046	75.01320678	W13	WD
EZ37	220.8007963	0.299575173	68.25718667	W13	WD
EZ38	223.1215062	0.341623937	63.509317	W13	WD
EZ40	191.2207919	0.254007815	77.86804095	W13	WD
EZ42	227.5308985	0.313014812	75.54409519	W13	WD
EZ47	217.6593201	0.274105642	92.70864258	W13	WD
EZ48	195.4185976	0.260582169	64.7182848	W13	WD
F04401	152.0127219	0.244044505	64.10038033	W13	WD
F04402	202.6506532	0.259770023	73.45987995	W13	WD
F04701	170.7341739	0.25277026	73.94978298	W13	WD
F04702	224.1560646	0.296205059	80.53048633	W13	WD
F05101	216.9218947	0.305232784	72.5805837	W13	WD
F05404	198.6940218	0.29474044	65.51449075	W13	WD
F1808	212.5290497	0.304782157	67.58735102	W13	WD
F1890	175.0483516	0.297637495	80.67814051	W13	WD
F218	224.2529038	0.330902852	90.07918699	W13	WD
F252	206.3383092	0.287443238	73.5714379	W13	WD
F353	206.6766519	0.31084706	67.63858947	W13	WD
F354	212.2532723	0.244325615	83.08521064	W13	WD
F546	161.4108767	0.243434356	86.16737767	W13	WD
F608	180.0395659	0.266423742	70.24688168	W13	WD
F618	231.5252371	0.314525541	79.27529988	W13	WD
F7001	165.4323706	0.266146398	82.2228884	W13	WD
F7019	271.6903202	0.339060087	66.28535298	W13	WD
F7025	203.9576126	0.276001107	82.9556821	W13	WD
F7028	183.3265554	0.272599594	73.87927994	W13	WD
F7057	191.5398107	0.269648666	72.1243248	W13	WD
F7058	247.3407731	0.347110662	74.40933938	W13	WD
F7081	261.0049863	0.322873882	75.36128203	W13	WD
F7082	217.1248583	0.299866211	83.0833784	W13	WD
F712	202.8476498	0.290090065	82.75344325	W13	WD
F748	224.0904827	0.314676272	73.10813173	W13	WD
F752	211.3195324	0.286341098	69.75454012	W13	WD
F838	228.2208671	0.339286314	69.99557348	W13	WD
F874	254.9985697	0.309054532	79.35253815	W13	WD
F888	253.7238963	0.329601282	69.39118669	W13	WD
F894	226.1586706	0.312030736	77.07494958	W13	WD
F908	191.1060973	0.262755088	72.72822895	W13	WD
F912	256.1409771	0.328915715	76.52568488	W13	WD
F918	231.3727338	0.310794674	81.31626117	W13	WD
F922	214.1632871	0.300717841	72.52577671	W13	WD
F98902	240.5501636	0.294141984	84.38065938	W13	WD
FP1	261.7827059	0.332369475	84.53999904	W13	WD
FR19	194.7320378	0.298470518	69.77723977	W13	WD
FR697	189.6694158	0.256795674	74.17208811	W13	WD
H99	217.9184862	0.272125693	89.25589695	W13	WD
HMV5301	225.5960087	0.279449829	80.32450036	W13	WD
HMV5325	198.7540458	0.28359629	80.17739508	W13	WD
HMV5343	195.3328997	0.263736539	79.18273217	W13	WD
HMV5347	223.5354204	0.299116695	75.01885518	W13	WD
HMV5405	189.5076144	0.239852804	72.48278775	W13	WD
HMV5409	231.2909795	0.317207284	80.02207218	W13	WD
HMV5422	182.0452045	0.25285154	85.09911156	W13	WD
HMV5502	199.8353629	0.304662302	71.8421732	W13	WD
I198	217.5921402	0.292282322	74.23688	W13	WD
I205	166.7953783	0.250662062	81.87617364	W13	WD
I211	225.448293	0.319471331	75.39148672	W13	WD
I238	206.7228782	0.286282926	81.04371189	W13	WD
I242	241.99765	0.316708025	82.73086102	W13	WD
I261	182.1060353	0.248482654	79.45247714	W13	WD
I267	237.7650138	0.29675328	74.89594154	W13	WD
IDT	193.6908627	0.262724926	79.17449681	W13	WD
LAN496	210.1397943	0.294569376	73.05920836	W13	WD
LH123Ht	242.9162014	0.352820085	72.75343189	W13	WD
LH145	218.2910233	0.302799023	75.98876533	W13	WD
LH38	199.6534039	0.334002723	56.71737072	W13	WD
LH39	231.9438592	0.367730985	72.89604553	W13	WD
LH59	199.6493312	0.24681129	79.74104625	W13	WD
LH60	194.2454585	0.27665031	69.7539159	W13	WD
LH65	180.2105298	0.263229671	76.1905777	W13	WD
LH74	188.8060329	0.278435927	68.38226251	W13	WD
LH82	174.1608576	0.253326063	69.35523379	W13	WD
LH93	197.8939463	0.312656665	66.51625684	W13	WD
Lo1016	258.1413708	0.319391604	76.8957016	W13	WD
Lo1026	249.4710192	0.297028918	83.13917249	W13	WD
Lo1035	207.5294794	0.295148016	70.42521868	W13	WD
Lo1038	179.2450929	0.254082857	82.25939894	W13	WD
Lo1056	192.560566	0.264393658	81.86515898	W13	WD
Lo1063	181.5550062	0.275158678	69.23226442	W13	WD
Lo1087	142.1043166	0.203479647	100.6853298	W13	WD
Lo1094	228.5915598	0.291865358	83.67224314	W13	WD
Lo1095	222.7688915	0.289823866	70.66814957	W13	WD
Lo1101	189.0756577	0.281057237	69.30483553	W13	WD
Lo1106	215.4175472	0.280708935	84.41125887	W13	WD
Lo1123	243.6619622	0.342446456	74.39719683	W13	WD
Lo1124	187.4770972	0.257893014	72.94239961	W13	WD
Lo1172	230.1287943	0.315420464	72.1827269	W13	WD
Lo1180	190.4211637	0.314830241	90.68112036	W13	WD
Lo1187	221.0631225	0.290473105	85.50460447	W13	WD
Lo1199	204.4429823	0.278156925	78.4951179	W13	WD
Lo1203	187.1393721	0.254241642	76.42618914	W13	WD
Lo1223	262.0808382	0.302820579	84.89219822	W13	WD
Lo1251	188.9981453	0.225462682	74.00353694	W13	WD
Lo1253	189.2435974	0.26521681	78.93632737	W13	WD
Lo1261	214.520081	0.289009592	83.93179336	W13	WD
Lo1266	207.7480697	0.29328016	84.04326447	W13	WD
Lo1270	211.4907721	0.292909896	81.5122483	W13	WD
Lo1273	234.244127	0.335514909	74.51791809	W13	WD
Lo1274	197.0963838	0.270897766	76.91611797	W13	WD
Lo1280	209.4292115	0.297450795	77.50684699	W13	WD
Lo1284	220.6949701	0.298687788	75.59550547	W13	WD
Lo1288	168.3918456	0.235833581	88.47740722	W13	WD
Lo1290	190.362939	0.276845272	66.92073552	W13	WD
Lo1301	216.6706324	0.312746953	79.21403428	W13	WD
Lo904	226.527106	0.297259242	80.48528722	W13	WD
Lp5	229.0605285	0.304903398	80.39104416	W13	WD
ML606	259.7750272	0.320107983	78.41360398	W13	WD
Mo15W	235.9718805	0.306409008	84.69807454	W13	WD
Mo17	213.3964067	0.312487449	62.87299686	W13	WD
MS153	232.1455117	0.322811285	67.86477961	W13	WD
MS71	193.4833486	0.268908439	72.46758607	W13	WD
N16	191.5057424	0.256107812	79.8879147	W13	WD
N192	211.3154829	0.279881771	74.5000216	W13	WD
N22	184.7856626	0.271107107	70.2223551	W13	WD
N25	126.880627	0.220417015	73.15727354	W13	WD
N6	188.8501162	0.258470469	74.4852501	W13	WD
NC290	177.4875106	0.276299347	74.95350764	W13	WD
NC358	227.3597505	0.307138253	76.74929705	W13	WD
NDB8	171.5253715	0.234905216	76.84288495	W13	WD
NK764	210.6433572	0.304084337	71.42053402	W13	WD
NK807	231.3950169	0.337504849	81.79520346	W13	WD
NQ508	232.2711813	0.299360335	76.78730582	W13	WD
NS701	255.5089297	0.353428624	74.38904037	W13	WD
Oh02	164.4249996	0.233546862	79.64789543	W13	WD
Oh33	269.0752341	0.326203158	86.86103475	W13	WD
Oh40B	229.8543724	0.310974448	82.66611749	W13	WD
Oh43	203.9122269	0.394283518	54.96295161	W13	WD
Os426	220.5763232	0.291294559	80.85392224	W13	WD
P465P	246.6052239	0.329963663	79.69185404	W13	WD
Pa36	189.5523135	0.2825335	73.81194754	W13	WD
Pa405	177.7545555	0.255983315	84.19945786	W13	WD
Pa91	193.8225403	0.293918458	79.4203563	W13	WD
PB116	204.6729588	0.275573637	84.30122916	W13	WD
PB98TR	166.5354915	0.251687464	82.85879751	W13	WD
PH207	182.2347781	0.257588646	71.74299657	W13	WD
PHB09	222.3287244	0.285222008	83.98425861	W13	WD
PHG35	225.9306121	0.332803097	72.48415595	W13	WD
PHG39	229.8522178	0.324112125	69.38988704	W13	WD
PHG47	185.3786047	0.272301541	80.76649522	W13	WD
PHG50	202.9135278	0.289971955	69.6528235	W13	WD
PHG71	227.1575235	0.317050297	69.4918618	W13	WD
PHG80	212.0891576	0.306722264	79.46065488	W13	WD
PHG84	203.5237579	0.295628285	69.80422824	W13	WD
PHG86	203.4336629	0.290613334	72.63570557	W13	WD
PHH93	232.0003199	0.287592672	73.81604896	W13	WD
PHJ40	197.6303312	0.282339396	85.46587548	W13	WD
PHK29	250.8123907	0.334867596	73.89476729	W13	WD
PHK76	210.8332902	0.27204744	81.31093328	W13	WD
PHR36	211.1212228	0.327432135	73.71268072	W13	WD
PHT77	212.2986373	0.308075638	80.12415319	W13	WD
PHV63	194.165619	0.264001221	80.7261235	W13	WD
PHW65	186.6899341	0.254651157	78.20560444	W13	WD
PHZ51	232.798963	0.313344761	77.92321823	W13	WD
SC-Malawi	305.6972468	0.33445296	90.09286292	W13	WD
SGI061	202.3868322	0.228630413	77.38404174	W13	WD
UH_2500	193.8587673	0.288029974	84.89288627	W13	WD
UH_6102	213.2527703	0.336126011	71.89651964	W13	WD
UH_6179	176.2377391	0.318162187	63.12978491	W13	WD
UH_P060	264.0641309	0.354556903	71.65753233	W13	WD
UH_P064	171.4739491	0.301399311	71.08877531	W13	WD
UH_P074	191.5217325	0.245487675	78.30986569	W13	WD
UH_P087	171.9664581	0.245200829	76.79855408	W13	WD
UH_P089	191.3319277	0.278047462	69.87975244	W13	WD
UH_P104	246.8866512	0.352030834	71.79471462	W13	WD
UH_P115	206.3561358	0.299046123	80.50272833	W13	WD
UH_P128	221.0146199	0.336960836	78.42178711	W13	WD
UH_P148	184.6752763	0.262839283	73.20564154	W13	WD
UH_S018	184.1317193	0.294933573	67.14156488	W13	WD
UH_S020	182.9969775	0.292967369	80.72487273	W13	WD
UH_S025	250.2350029	0.339520904	79.30208085	W13	WD
UH250	218.7999916	0.310805116	78.67197157	W13	WD
UH304	123.3114693	0.28	87.51428797	W13	WD
Va26	202.4936641	0.320006354	73.01055033	W13	WD
W117	213.8290515	0.370373295	57.20194753	W13	WD
W153R	230.0974279	0.303630431	77.88362852	W13	WD
W182E	223.9761055	0.325617057	80.34332189	W13	WD
W23	198.2328575	0.295558514	85.87466288	W13	WD
W602S	224.5373224	0.285633238	82.29231375	W13	WD
W604S	218.8576707	0.267843473	86.8108563	W13	WD
W64A	197.1232908	0.279586566	77.96220266	W13	WD
W9	155.4704042	0.26701849	60.23621906	W13	WD
W95115	221.9012606	0.301239026	75.25303841	W13	WD
Wf9	239.0744244	0.340065505	78.91626662	W13	WD
11430	299.6147986	0.36203812	51.8419342	S12	WW
