Variety	WUE	ENV	Treatment	Season	ENV_WUE
EA1027	72.2124691	WD_S16	WD	S16	70.12
EA1163	68.08465739	WD_S16	WD	S16	70.12
EA3076	66.66182907	WD_S16	WD	S16	70.12
EC136	73.77151919	WD_S16	WD	S16	70.12
EC140	65.33480118	WD_S16	WD	S16	70.12
EC151	68.91423883	WD_S16	WD	S16	70.12
EC169	73.58229027	WD_S16	WD	S16	70.12
EC175	70.98703882	WD_S16	WD	S16	70.12
EC232	71.78657972	WD_S16	WD	S16	70.12
EC242C	71.16562552	WD_S16	WD	S16	70.12
EC334	62.87765555	WD_S16	WD	S16	70.12
EP10	75.704262	WD_S16	WD	S16	70.12
EP2008-18	69.59758544	WD_S16	WD	S16	70.12
EP2008-22	72.15018772	WD_S16	WD	S16	70.12
EP29	70.1259841	WD_S16	WD	S16	70.12
EP51	69.77436724	WD_S16	WD	S16	70.12
EP52	71.49099925	WD_S16	WD	S16	70.12
EP55	71.00761485	WD_S16	WD	S16	70.12
EP67	74.55419379	WD_S16	WD	S16	70.12
EP72	81.4436543	WD_S16	WD	S16	70.12
EP77	72.41724334	WD_S16	WD	S16	70.12
EZ11A	84.22290074	WD_S16	WD	S16	70.12
EZ18	63.69674163	WD_S16	WD	S16	70.12
EZ31	66.47384747	WD_S16	WD	S16	70.12
EZ34	62.71427823	WD_S16	WD	S16	70.12
EZ35	72.04767955	WD_S16	WD	S16	70.12
EZ36	64.25293423	WD_S16	WD	S16	70.12
EZ37	70.51419833	WD_S16	WD	S16	70.12
EZ38	68.53168855	WD_S16	WD	S16	70.12
EZ40	72.82604563	WD_S16	WD	S16	70.12
EZ42	68.05738401	WD_S16	WD	S16	70.12
EZ47	81.58098299	WD_S16	WD	S16	70.12
EZ48	71.6548099	WD_S16	WD	S16	70.12
F04401	68.09918635	WD_S16	WD	S16	70.12
F04402	69.07007368	WD_S16	WD	S16	70.12
F04701	77.65699633	WD_S16	WD	S16	70.12
F04702	70.83416645	WD_S16	WD	S16	70.12
F05101	66.34556109	WD_S16	WD	S16	70.12
F05404	74.01596016	WD_S16	WD	S16	70.12
F1808	67.62717844	WD_S16	WD	S16	70.12
F1890	74.52485596	WD_S16	WD	S16	70.12
F218	72.65444345	WD_S16	WD	S16	70.12
F252	72.23056076	WD_S16	WD	S16	70.12
F353	67.30247498	WD_S16	WD	S16	70.12
F354	81.69333912	WD_S16	WD	S16	70.12
F546	68.97641015	WD_S16	WD	S16	70.12
F608	74.98142977	WD_S16	WD	S16	70.12
F618	77.12400111	WD_S16	WD	S16	70.12
F7001	79.51407792	WD_S16	WD	S16	70.12
F7019	68.1197041	WD_S16	WD	S16	70.12
F7025	69.46698541	WD_S16	WD	S16	70.12
F7028	76.4601812	WD_S16	WD	S16	70.12
F7057	70.90942521	WD_S16	WD	S16	70.12
F7058	68.39483148	WD_S16	WD	S16	70.12
F7081	66.26671268	WD_S16	WD	S16	70.12
F7082	67.77017973	WD_S16	WD	S16	70.12
F712	77.8671764	WD_S16	WD	S16	70.12
F748	63.33481636	WD_S16	WD	S16	70.12
F752	65.4250691	WD_S16	WD	S16	70.12
F838	69.39318489	WD_S16	WD	S16	70.12
F874	69.36439816	WD_S16	WD	S16	70.12
F888	65.89242319	WD_S16	WD	S16	70.12
F894	75.05542326	WD_S16	WD	S16	70.12
F908	56.28998799	WD_S16	WD	S16	70.12
F912	65.66897901	WD_S16	WD	S16	70.12
F918	72.13974629	WD_S16	WD	S16	70.12
F922	69.05897041	WD_S16	WD	S16	70.12
F98902	70.94345166	WD_S16	WD	S16	70.12
FP1	65.56640773	WD_S16	WD	S16	70.12
FR19	67.22153438	WD_S16	WD	S16	70.12
FR697	67.56620267	WD_S16	WD	S16	70.12
H99	69.73203825	WD_S16	WD	S16	70.12
HMV5301	70.86190791	WD_S16	WD	S16	70.12
HMV5325	76.24660056	WD_S16	WD	S16	70.12
HMV5343	64.83992538	WD_S16	WD	S16	70.12
HMV5347	68.26585184	WD_S16	WD	S16	70.12
HMV5405	68.28464566	WD_S16	WD	S16	70.12
HMV5409	64.28403723	WD_S16	WD	S16	70.12
HMV5422	73.13638485	WD_S16	WD	S16	70.12
HMV5502	65.53054603	WD_S16	WD	S16	70.12
I198	70.0837603	WD_S16	WD	S16	70.12
I205	77.49179652	WD_S16	WD	S16	70.12
I211	68.48548894	WD_S16	WD	S16	70.12
I238	70.34058532	WD_S16	WD	S16	70.12
I242	72.44539533	WD_S16	WD	S16	70.12
I261	73.53809314	WD_S16	WD	S16	70.12
I267	68.88663296	WD_S16	WD	S16	70.12
IDT	64.14054177	WD_S16	WD	S16	70.12
LAN496	63.52660322	WD_S16	WD	S16	70.12
LH123Ht	72.17723082	WD_S16	WD	S16	70.12
LH145	67.14455246	WD_S16	WD	S16	70.12
LH38	71.7292266	WD_S16	WD	S16	70.12
LH39	72.0730787	WD_S16	WD	S16	70.12
LH59	71.12626482	WD_S16	WD	S16	70.12
LH60	73.26477939	WD_S16	WD	S16	70.12
LH65	66.53366888	WD_S16	WD	S16	70.12
LH74	65.02024668	WD_S16	WD	S16	70.12
LH82	68.77735158	WD_S16	WD	S16	70.12
LH93	63.07735284	WD_S16	WD	S16	70.12
Lo1016	61.72071726	WD_S16	WD	S16	70.12
Lo1026	76.52272769	WD_S16	WD	S16	70.12
Lo1035	62.26254918	WD_S16	WD	S16	70.12
Lo1038	72.26062906	WD_S16	WD	S16	70.12
Lo1056	69.5535745	WD_S16	WD	S16	70.12
Lo1063	69.7586266	WD_S16	WD	S16	70.12
Lo1087	67.67545759	WD_S16	WD	S16	70.12
Lo1094	76.34930189	WD_S16	WD	S16	70.12
Lo1095	70.7616701	WD_S16	WD	S16	70.12
Lo1101	69.04323609	WD_S16	WD	S16	70.12
Lo1106	68.64677509	WD_S16	WD	S16	70.12
Lo1123	70.03116559	WD_S16	WD	S16	70.12
Lo1124	64.52700286	WD_S16	WD	S16	70.12
Lo1172	67.44140932	WD_S16	WD	S16	70.12
Lo1180	71.8150812	WD_S16	WD	S16	70.12
Lo1187	71.9692007	WD_S16	WD	S16	70.12
Lo1199	75.18924294	WD_S16	WD	S16	70.12
Lo1203	72.07030704	WD_S16	WD	S16	70.12
Lo1223	70.00685276	WD_S16	WD	S16	70.12
Lo1251	68.20424448	WD_S16	WD	S16	70.12
Lo1253	69.19280265	WD_S16	WD	S16	70.12
Lo1261	69.19103138	WD_S16	WD	S16	70.12
Lo1266	71.27944248	WD_S16	WD	S16	70.12
Lo1270	72.47651513	WD_S16	WD	S16	70.12
Lo1273	69.9424844	WD_S16	WD	S16	70.12
Lo1274	75.41947308	WD_S16	WD	S16	70.12
Lo1280	71.56627756	WD_S16	WD	S16	70.12
Lo1284	69.22280919	WD_S16	WD	S16	70.12
Lo1288	84.10831414	WD_S16	WD	S16	70.12
Lo1290	68.20768711	WD_S16	WD	S16	70.12
Lo1301	68.54150716	WD_S16	WD	S16	70.12
Lo904	68.41580087	WD_S16	WD	S16	70.12
Lp5	66.42648393	WD_S16	WD	S16	70.12
ML606	68.24300858	WD_S16	WD	S16	70.12
Mo15W	73.41817466	WD_S16	WD	S16	70.12
Mo17	65.92800513	WD_S16	WD	S16	70.12
MS153	74.66050508	WD_S16	WD	S16	70.12
MS71	65.76233262	WD_S16	WD	S16	70.12
N16	68.17204702	WD_S16	WD	S16	70.12
N192	67.82841958	WD_S16	WD	S16	70.12
N22	67.72296214	WD_S16	WD	S16	70.12
N25	69.92219379	WD_S16	WD	S16	70.12
N6	68.84480817	WD_S16	WD	S16	70.12
NC290	71.70210341	WD_S16	WD	S16	70.12
NC358	71.45989936	WD_S16	WD	S16	70.12
NDB8	78.61740212	WD_S16	WD	S16	70.12
NK764	64.14851855	WD_S16	WD	S16	70.12
NK807	77.24137673	WD_S16	WD	S16	70.12
NQ508	71.47025842	WD_S16	WD	S16	70.12
NS701	70.45231925	WD_S16	WD	S16	70.12
Oh02	78.40279119	WD_S16	WD	S16	70.12
Oh33	70.31012814	WD_S16	WD	S16	70.12
Oh40B	77.83297326	WD_S16	WD	S16	70.12
Oh43	72.54940899	WD_S16	WD	S16	70.12
Os426	64.02507465	WD_S16	WD	S16	70.12
P465P	71.88869379	WD_S16	WD	S16	70.12
Pa36	73.28386551	WD_S16	WD	S16	70.12
Pa405	72.21776892	WD_S16	WD	S16	70.12
Pa91	76.25964686	WD_S16	WD	S16	70.12
PB116	68.02211971	WD_S16	WD	S16	70.12
PB98TR	77.43298431	WD_S16	WD	S16	70.12
PH207	63.47447884	WD_S16	WD	S16	70.12
PHB09	67.02506602	WD_S16	WD	S16	70.12
PHG35	64.00378377	WD_S16	WD	S16	70.12
PHG39	73.34465206	WD_S16	WD	S16	70.12
PHG47	70.63078188	WD_S16	WD	S16	70.12
PHG50	63.39811283	WD_S16	WD	S16	70.12
PHG71	67.65120915	WD_S16	WD	S16	70.12
PHG80	76.18838022	WD_S16	WD	S16	70.12
PHG84	72.79886299	WD_S16	WD	S16	70.12
PHG86	65.68943538	WD_S16	WD	S16	70.12
PHH93	66.63408561	WD_S16	WD	S16	70.12
PHJ40	67.98752614	WD_S16	WD	S16	70.12
PHK29	67.20710212	WD_S16	WD	S16	70.12
PHK76	68.33765321	WD_S16	WD	S16	70.12
PHR36	70.47512979	WD_S16	WD	S16	70.12
PHT77	67.52425471	WD_S16	WD	S16	70.12
PHV63	79.69358642	WD_S16	WD	S16	70.12
PHW65	69.75389528	WD_S16	WD	S16	70.12
PHZ51	68.3456685	WD_S16	WD	S16	70.12
SC-Malawi	66.06819761	WD_S16	WD	S16	70.12
SGI061	72.19528969	WD_S16	WD	S16	70.12
UH_2500	80.71524378	WD_S16	WD	S16	70.12
UH_6102	60.85231746	WD_S16	WD	S16	70.12
UH_6179	64.67092502	WD_S16	WD	S16	70.12
UH_P060	64.35683897	WD_S16	WD	S16	70.12
UH_P064	65.80419781	WD_S16	WD	S16	70.12
UH_P074	65.51378548	WD_S16	WD	S16	70.12
UH_P087	67.44905818	WD_S16	WD	S16	70.12
UH_P089	75.86237993	WD_S16	WD	S16	70.12
UH_P104	69.87049416	WD_S16	WD	S16	70.12
UH_P115	75.54659524	WD_S16	WD	S16	70.12
UH_P128	72.83135739	WD_S16	WD	S16	70.12
UH_P148	60.5175959	WD_S16	WD	S16	70.12
UH_S018	74.16781272	WD_S16	WD	S16	70.12
UH_S020	79.21938144	WD_S16	WD	S16	70.12
UH_S025	71.71457673	WD_S16	WD	S16	70.12
UH250	74.63701308	WD_S16	WD	S16	70.12
UH304	64.87239862	WD_S16	WD	S16	70.12
Va26	66.69447518	WD_S16	WD	S16	70.12
W117	80.87888635	WD_S16	WD	S16	70.12
W153R	59.47481957	WD_S16	WD	S16	70.12
W182E	87.56019849	WD_S16	WD	S16	70.12
W23	73.28177952	WD_S16	WD	S16	70.12
W602S	67.72095916	WD_S16	WD	S16	70.12
W604S	72.47078531	WD_S16	WD	S16	70.12
W64A	78.40903859	WD_S16	WD	S16	70.12
W9	71.90903053	WD_S16	WD	S16	70.12
W95115	70.82346288	WD_S16	WD	S16	70.12
Wf9	75.98131119	WD_S16	WD	S16	70.12
11430	71.5830819	WD_W13	WD	W13	77.09
A3	80.79928757	WD_W13	WD	W13	77.09
A310	80.11184327	WD_W13	WD	W13	77.09
A347	57.98730145	WD_W13	WD	W13	77.09
A374	70.79617762	WD_W13	WD	W13	77.09
A375	67.52557992	WD_W13	WD	W13	77.09
A554	76.47912755	WD_W13	WD	W13	77.09
AS5707	87.94397814	WD_W13	WD	W13	77.09
B100	78.17801052	WD_W13	WD	W13	77.09
B104	74.22884922	WD_W13	WD	W13	77.09
B105	76.50227308	WD_W13	WD	W13	77.09
B106	85.69499746	WD_W13	WD	W13	77.09
B107	91.81448629	WD_W13	WD	W13	77.09
B108	77.95870971	WD_W13	WD	W13	77.09
B109	80.04451422	WD_W13	WD	W13	77.09
B110	67.98362084	WD_W13	WD	W13	77.09
B113	75.43623133	WD_W13	WD	W13	77.09
B37	86.90622975	WD_W13	WD	W13	77.09
B73	62.55437179	WD_W13	WD	W13	77.09
B84	76.50961173	WD_W13	WD	W13	77.09
B89	75.17986574	WD_W13	WD	W13	77.09
B97	67.23026344	WD_W13	WD	W13	77.09
B98	74.02766776	WD_W13	WD	W13	77.09
C103	89.58506078	WD_W13	WD	W13	77.09
CO109	91.87838058	WD_W13	WD	W13	77.09
CR1Ht	84.62420077	WD_W13	WD	W13	77.09
D09	83.63009713	WD_W13	WD	W13	77.09
DE811	66.50827496	WD_W13	WD	W13	77.09
DK4676A	100.8671954	WD_W13	WD	W13	77.09
DK78010	76.71047005	WD_W13	WD	W13	77.09
DK78371A	83.75551856	WD_W13	WD	W13	77.09
DKFAPW	78.70172556	WD_W13	WD	W13	77.09
DKFBHJ	79.91757743	WD_W13	WD	W13	77.09
DKIBO2	69.97129016	WD_W13	WD	W13	77.09
DKMBST	78.88533111	WD_W13	WD	W13	77.09
EA1027	75.33678358	WD_W13	WD	W13	77.09
EA1163	69.67262236	WD_W13	WD	W13	77.09
EA3076	72.03500793	WD_W13	WD	W13	77.09
EC136	77.30320552	WD_W13	WD	W13	77.09
EC140	76.22134519	WD_W13	WD	W13	77.09
EC151	70.6945266	WD_W13	WD	W13	77.09
EC169	80.06849785	WD_W13	WD	W13	77.09
EC175	77.79369367	WD_W13	WD	W13	77.09
EC232	85.77548036	WD_W13	WD	W13	77.09
EC242C	86.58278153	WD_W13	WD	W13	77.09
EC334	67.93394505	WD_W13	WD	W13	77.09
EP10	89.48331377	WD_W13	WD	W13	77.09
EP2008-18	79.40113589	WD_W13	WD	W13	77.09
EP2008-22	82.69558525	WD_W13	WD	W13	77.09
EP29	75.91007346	WD_W13	WD	W13	77.09
EP51	85.88452071	WD_W13	WD	W13	77.09
EP52	85.86824204	WD_W13	WD	W13	77.09
EP55	72.94222574	WD_W13	WD	W13	77.09
EP67	91.08423393	WD_W13	WD	W13	77.09
EP72	84.01704739	WD_W13	WD	W13	77.09
EP77	90.2422396	WD_W13	WD	W13	77.09
EZ11A	98.79179127	WD_W13	WD	W13	77.09
EZ18	80.63815778	WD_W13	WD	W13	77.09
EZ31	70.2905845	WD_W13	WD	W13	77.09
EZ34	85.60231279	WD_W13	WD	W13	77.09
EZ35	80.04659542	WD_W13	WD	W13	77.09
EZ36	75.01320678	WD_W13	WD	W13	77.09
EZ37	68.25718667	WD_W13	WD	W13	77.09
EZ38	63.509317	WD_W13	WD	W13	77.09
EZ40	77.86804095	WD_W13	WD	W13	77.09
EZ42	75.54409519	WD_W13	WD	W13	77.09
EZ47	92.70864258	WD_W13	WD	W13	77.09
EZ48	64.7182848	WD_W13	WD	W13	77.09
F04401	64.10038033	WD_W13	WD	W13	77.09
F04402	73.45987995	WD_W13	WD	W13	77.09
F04701	73.94978298	WD_W13	WD	W13	77.09
F04702	80.53048633	WD_W13	WD	W13	77.09
F05101	72.5805837	WD_W13	WD	W13	77.09
F05404	65.51449075	WD_W13	WD	W13	77.09
F1808	67.58735102	WD_W13	WD	W13	77.09
F1890	80.67814051	WD_W13	WD	W13	77.09
F218	90.07918699	WD_W13	WD	W13	77.09
F252	73.5714379	WD_W13	WD	W13	77.09
F353	67.63858947	WD_W13	WD	W13	77.09
F354	83.08521064	WD_W13	WD	W13	77.09
F546	86.16737767	WD_W13	WD	W13	77.09
F608	70.24688168	WD_W13	WD	W13	77.09
F618	79.27529988	WD_W13	WD	W13	77.09
F7001	82.2228884	WD_W13	WD	W13	77.09
F7019	66.28535298	WD_W13	WD	W13	77.09
F7025	82.9556821	WD_W13	WD	W13	77.09
F7028	73.87927994	WD_W13	WD	W13	77.09
F7057	72.1243248	WD_W13	WD	W13	77.09
F7058	74.40933938	WD_W13	WD	W13	77.09
F7081	75.36128203	WD_W13	WD	W13	77.09
F7082	83.0833784	WD_W13	WD	W13	77.09
F712	82.75344325	WD_W13	WD	W13	77.09
F748	73.10813173	WD_W13	WD	W13	77.09
F752	69.75454012	WD_W13	WD	W13	77.09
F838	69.99557348	WD_W13	WD	W13	77.09
F874	79.35253815	WD_W13	WD	W13	77.09
F888	69.39118669	WD_W13	WD	W13	77.09
F894	77.07494958	WD_W13	WD	W13	77.09
F908	72.72822895	WD_W13	WD	W13	77.09
F912	76.52568488	WD_W13	WD	W13	77.09
F918	81.31626117	WD_W13	WD	W13	77.09
F922	72.52577671	WD_W13	WD	W13	77.09
F98902	84.38065938	WD_W13	WD	W13	77.09
FP1	84.53999904	WD_W13	WD	W13	77.09
FR19	69.77723977	WD_W13	WD	W13	77.09
FR697	74.17208811	WD_W13	WD	W13	77.09
H99	89.25589695	WD_W13	WD	W13	77.09
HMV5301	80.32450036	WD_W13	WD	W13	77.09
HMV5325	80.17739508	WD_W13	WD	W13	77.09
HMV5343	79.18273217	WD_W13	WD	W13	77.09
HMV5347	75.01885518	WD_W13	WD	W13	77.09
HMV5405	72.48278775	WD_W13	WD	W13	77.09
HMV5409	80.02207218	WD_W13	WD	W13	77.09
HMV5422	85.09911156	WD_W13	WD	W13	77.09
HMV5502	71.8421732	WD_W13	WD	W13	77.09
I198	74.23688	WD_W13	WD	W13	77.09
I205	81.87617364	WD_W13	WD	W13	77.09
I211	75.39148672	WD_W13	WD	W13	77.09
I238	81.04371189	WD_W13	WD	W13	77.09
I242	82.73086102	WD_W13	WD	W13	77.09
I261	79.45247714	WD_W13	WD	W13	77.09
I267	74.89594154	WD_W13	WD	W13	77.09
IDT	79.17449681	WD_W13	WD	W13	77.09
LAN496	73.05920836	WD_W13	WD	W13	77.09
LH123Ht	72.75343189	WD_W13	WD	W13	77.09
LH145	75.98876533	WD_W13	WD	W13	77.09
LH38	56.71737072	WD_W13	WD	W13	77.09
LH39	72.89604553	WD_W13	WD	W13	77.09
LH59	79.74104625	WD_W13	WD	W13	77.09
LH60	69.7539159	WD_W13	WD	W13	77.09
LH65	76.1905777	WD_W13	WD	W13	77.09
LH74	68.38226251	WD_W13	WD	W13	77.09
LH82	69.35523379	WD_W13	WD	W13	77.09
LH93	66.51625684	WD_W13	WD	W13	77.09
Lo1016	76.8957016	WD_W13	WD	W13	77.09
Lo1026	83.13917249	WD_W13	WD	W13	77.09
Lo1035	70.42521868	WD_W13	WD	W13	77.09
Lo1038	82.25939894	WD_W13	WD	W13	77.09
Lo1056	81.86515898	WD_W13	WD	W13	77.09
Lo1063	69.23226442	WD_W13	WD	W13	77.09
Lo1087	100.6853298	WD_W13	WD	W13	77.09
Lo1094	83.67224314	WD_W13	WD	W13	77.09
Lo1095	70.66814957	WD_W13	WD	W13	77.09
Lo1101	69.30483553	WD_W13	WD	W13	77.09
Lo1106	84.41125887	WD_W13	WD	W13	77.09
Lo1123	74.39719683	WD_W13	WD	W13	77.09
Lo1124	72.94239961	WD_W13	WD	W13	77.09
Lo1172	72.1827269	WD_W13	WD	W13	77.09
Lo1180	90.68112036	WD_W13	WD	W13	77.09
Lo1187	85.50460447	WD_W13	WD	W13	77.09
Lo1199	78.4951179	WD_W13	WD	W13	77.09
Lo1203	76.42618914	WD_W13	WD	W13	77.09
Lo1223	84.89219822	WD_W13	WD	W13	77.09
Lo1251	74.00353694	WD_W13	WD	W13	77.09
Lo1253	78.93632737	WD_W13	WD	W13	77.09
Lo1261	83.93179336	WD_W13	WD	W13	77.09
Lo1266	84.04326447	WD_W13	WD	W13	77.09
Lo1270	81.5122483	WD_W13	WD	W13	77.09
Lo1273	74.51791809	WD_W13	WD	W13	77.09
Lo1274	76.91611797	WD_W13	WD	W13	77.09
Lo1280	77.50684699	WD_W13	WD	W13	77.09
Lo1284	75.59550547	WD_W13	WD	W13	77.09
Lo1288	88.47740722	WD_W13	WD	W13	77.09
Lo1290	66.92073552	WD_W13	WD	W13	77.09
Lo1301	79.21403428	WD_W13	WD	W13	77.09
Lo904	80.48528722	WD_W13	WD	W13	77.09
Lp5	80.39104416	WD_W13	WD	W13	77.09
ML606	78.41360398	WD_W13	WD	W13	77.09
Mo15W	84.69807454	WD_W13	WD	W13	77.09
Mo17	62.87299686	WD_W13	WD	W13	77.09
MS153	67.86477961	WD_W13	WD	W13	77.09
MS71	72.46758607	WD_W13	WD	W13	77.09
N16	79.8879147	WD_W13	WD	W13	77.09
N192	74.5000216	WD_W13	WD	W13	77.09
N22	70.2223551	WD_W13	WD	W13	77.09
N25	73.15727354	WD_W13	WD	W13	77.09
N6	74.4852501	WD_W13	WD	W13	77.09
NC290	74.95350764	WD_W13	WD	W13	77.09
NC358	76.74929705	WD_W13	WD	W13	77.09
NDB8	76.84288495	WD_W13	WD	W13	77.09
NK764	71.42053402	WD_W13	WD	W13	77.09
NK807	81.79520346	WD_W13	WD	W13	77.09
NQ508	76.78730582	WD_W13	WD	W13	77.09
NS701	74.38904037	WD_W13	WD	W13	77.09
Oh02	79.64789543	WD_W13	WD	W13	77.09
Oh33	86.86103475	WD_W13	WD	W13	77.09
Oh40B	82.66611749	WD_W13	WD	W13	77.09
Oh43	54.96295161	WD_W13	WD	W13	77.09
Os426	80.85392224	WD_W13	WD	W13	77.09
P465P	79.69185404	WD_W13	WD	W13	77.09
Pa36	73.81194754	WD_W13	WD	W13	77.09
Pa405	84.19945786	WD_W13	WD	W13	77.09
Pa91	79.4203563	WD_W13	WD	W13	77.09
PB116	84.30122916	WD_W13	WD	W13	77.09
PB98TR	82.85879751	WD_W13	WD	W13	77.09
PH207	71.74299657	WD_W13	WD	W13	77.09
PHB09	83.98425861	WD_W13	WD	W13	77.09
PHG35	72.48415595	WD_W13	WD	W13	77.09
PHG39	69.38988704	WD_W13	WD	W13	77.09
PHG47	80.76649522	WD_W13	WD	W13	77.09
PHG50	69.6528235	WD_W13	WD	W13	77.09
PHG71	69.4918618	WD_W13	WD	W13	77.09
PHG80	79.46065488	WD_W13	WD	W13	77.09
PHG84	69.80422824	WD_W13	WD	W13	77.09
PHG86	72.63570557	WD_W13	WD	W13	77.09
PHH93	73.81604896	WD_W13	WD	W13	77.09
PHJ40	85.46587548	WD_W13	WD	W13	77.09
PHK29	73.89476729	WD_W13	WD	W13	77.09
PHK76	81.31093328	WD_W13	WD	W13	77.09
PHR36	73.71268072	WD_W13	WD	W13	77.09
PHT77	80.12415319	WD_W13	WD	W13	77.09
PHV63	80.7261235	WD_W13	WD	W13	77.09
PHW65	78.20560444	WD_W13	WD	W13	77.09
PHZ51	77.92321823	WD_W13	WD	W13	77.09
SC-Malawi	90.09286292	WD_W13	WD	W13	77.09
SGI061	77.38404174	WD_W13	WD	W13	77.09
UH_2500	84.89288627	WD_W13	WD	W13	77.09
UH_6102	71.89651964	WD_W13	WD	W13	77.09
UH_6179	63.12978491	WD_W13	WD	W13	77.09
UH_P060	71.65753233	WD_W13	WD	W13	77.09
UH_P064	71.08877531	WD_W13	WD	W13	77.09
UH_P074	78.30986569	WD_W13	WD	W13	77.09
UH_P087	76.79855408	WD_W13	WD	W13	77.09
UH_P089	69.87975244	WD_W13	WD	W13	77.09
UH_P104	71.79471462	WD_W13	WD	W13	77.09
UH_P115	80.50272833	WD_W13	WD	W13	77.09
UH_P128	78.42178711	WD_W13	WD	W13	77.09
UH_P148	73.20564154	WD_W13	WD	W13	77.09
UH_S018	67.14156488	WD_W13	WD	W13	77.09
UH_S020	80.72487273	WD_W13	WD	W13	77.09
UH_S025	79.30208085	WD_W13	WD	W13	77.09
UH250	78.67197157	WD_W13	WD	W13	77.09
UH304	87.51428797	WD_W13	WD	W13	77.09
Va26	73.01055033	WD_W13	WD	W13	77.09
W117	57.20194753	WD_W13	WD	W13	77.09
W153R	77.88362852	WD_W13	WD	W13	77.09
W182E	80.34332189	WD_W13	WD	W13	77.09
W23	85.87466288	WD_W13	WD	W13	77.09
W602S	82.29231375	WD_W13	WD	W13	77.09
W604S	86.8108563	WD_W13	WD	W13	77.09
W64A	77.96220266	WD_W13	WD	W13	77.09
W9	60.23621906	WD_W13	WD	W13	77.09
W95115	75.25303841	WD_W13	WD	W13	77.09
Wf9	78.91626662	WD_W13	WD	W13	77.09
11430	51.8419342	WW_S12	WW	S12	77.09
A3	74.28078763	WW_S12	WW	S12	64.93
A310	74.9837496	WW_S12	WW	S12	64.93
A347	59.82881043	WW_S12	WW	S12	64.93
A374	64.07374195	WW_S12	WW	S12	64.93
A375	63.79699126	WW_S12	WW	S12	64.93
A554	67.66895343	WW_S12	WW	S12	64.93
AS5707	64.76622478	WW_S12	WW	S12	64.93
B100	61.18455796	WW_S12	WW	S12	64.93
B104	59.0789782	WW_S12	WW	S12	64.93
B105	58.03133414	WW_S12	WW	S12	64.93
B106	61.18462661	WW_S12	WW	S12	64.93
B107	78.57816519	WW_S12	WW	S12	64.93
B108	69.86204307	WW_S12	WW	S12	64.93
B109	65.33597822	WW_S12	WW	S12	64.93
B110	66.11501476	WW_S12	WW	S12	64.93
B113	66.00715533	WW_S12	WW	S12	64.93
B37	66.98537419	WW_S12	WW	S12	64.93
B73	64.05060444	WW_S12	WW	S12	64.93
B84	63.39120933	WW_S12	WW	S12	64.93
B89	62.64328279	WW_S12	WW	S12	64.93
B97	59.34277256	WW_S12	WW	S12	64.93
B98	57.9444508	WW_S12	WW	S12	64.93
C103	71.5975942	WW_S12	WW	S12	64.93
CO109	68.36454065	WW_S12	WW	S12	64.93
CR1Ht	70.88179479	WW_S12	WW	S12	64.93
D09	67.9573799	WW_S12	WW	S12	64.93
DE811	68.65815175	WW_S12	WW	S12	64.93
DK4676A	64.34851959	WW_S12	WW	S12	64.93
DK78010	67.44685932	WW_S12	WW	S12	64.93
DK78371A	66.83454961	WW_S12	WW	S12	64.93
DKFAPW	64.13535399	WW_S12	WW	S12	64.93
DKFBHJ	60.39729096	WW_S12	WW	S12	64.93
DKIBO2	65.07035327	WW_S12	WW	S12	64.93
DKMBST	61.87331999	WW_S12	WW	S12	64.93
EA1027	66.54492367	WW_S12	WW	S12	64.93
EA1163	67.28638387	WW_S12	WW	S12	64.93
EA3076	70.36063497	WW_S12	WW	S12	64.93
EC136	75.04990498	WW_S12	WW	S12	64.93
EC140	66.83940975	WW_S12	WW	S12	64.93
EC151	59.042127	WW_S12	WW	S12	64.93
EC169	67.35005675	WW_S12	WW	S12	64.93
EC175	62.4353815	WW_S12	WW	S12	64.93
EC232	71.78774013	WW_S12	WW	S12	64.93
EC242C	64.37752021	WW_S12	WW	S12	64.93
EC334	58.03964807	WW_S12	WW	S12	64.93
EP10	70.00664043	WW_S12	WW	S12	64.93
EP2008-18	58.8471339	WW_S12	WW	S12	64.93
EP2008-22	63.01737732	WW_S12	WW	S12	64.93
EP29	68.10846195	WW_S12	WW	S12	64.93
EP51	74.01490373	WW_S12	WW	S12	64.93
EP52	69.1527241	WW_S12	WW	S12	64.93
EP55	70.82690303	WW_S12	WW	S12	64.93
EP67	66.95450259	WW_S12	WW	S12	64.93
EP72	65.39946966	WW_S12	WW	S12	64.93
EP77	68.92633406	WW_S12	WW	S12	64.93
EZ11A	70.97511171	WW_S12	WW	S12	64.93
EZ18	66.72235204	WW_S12	WW	S12	64.93
EZ31	61.2797312	WW_S12	WW	S12	64.93
EZ34	63.52233221	WW_S12	WW	S12	64.93
EZ35	69.6758966	WW_S12	WW	S12	64.93
EZ36	69.85434821	WW_S12	WW	S12	64.93
EZ37	66.2558398	WW_S12	WW	S12	64.93
EZ38	55.45662898	WW_S12	WW	S12	64.93
EZ40	63.80487275	WW_S12	WW	S12	64.93
EZ42	62.94973067	WW_S12	WW	S12	64.93
EZ47	69.01579575	WW_S12	WW	S12	64.93
EZ48	61.64599674	WW_S12	WW	S12	64.93
F04401	56.19086551	WW_S12	WW	S12	64.93
F04402	64.87369468	WW_S12	WW	S12	64.93
F04701	60.43178001	WW_S12	WW	S12	64.93
F04702	63.49742191	WW_S12	WW	S12	64.93
