Variety	WUE	ENV	Treatment	Season	ENV_WUE
F05101	64.12561702	WW_S12	WW	S12	64.93
F05404	69.54942071	WW_S12	WW	S12	64.93
F1808	72.39699288	WW_S12	WW	S12	64.93
F1890	66.65268086	WW_S12	WW	S12	64.93
F218	66.30761039	WW_S12	WW	S12	64.93
F252	70.02573499	WW_S12	WW	S12	64.93
F353	69.23952937	WW_S12	WW	S12	64.93
F354	69.95730574	WW_S12	WW	S12	64.93
F546	66.71470948	WW_S12	WW	S12	64.93
F608	60.13706927	WW_S12	WW	S12	64.93
F618	62.68733376	WW_S12	WW	S12	64.93
F7001	74.52421849	WW_S12	WW	S12	64.93
F7019	59.23355125	WW_S12	WW	S12	64.93
F7025	72.17766114	WW_S12	WW	S12	64.93
F7028	65.22105934	WW_S12	WW	S12	64.93
F7057	56.45734163	WW_S12	WW	S12	64.93
F7058	62.56956239	WW_S12	WW	S12	64.93
F7081	67.90177137	WW_S12	WW	S12	64.93
F7082	67.95391315	WW_S12	WW	S12	64.93
F712	64.81054087	WW_S12	WW	S12	64.93
F748	59.92522882	WW_S12	WW	S12	64.93
F752	59.05351124	WW_S12	WW	S12	64.93
F838	64.26361738	WW_S12	WW	S12	64.93
F874	72.57328258	WW_S12	WW	S12	64.93
F888	67.44017697	WW_S12	WW	S12	64.93
F894	63.12581254	WW_S12	WW	S12	64.93
F908	61.3796129	WW_S12	WW	S12	64.93
F912	66.50955041	WW_S12	WW	S12	64.93
F918	64.72698561	WW_S12	WW	S12	64.93
F922	69.69491746	WW_S12	WW	S12	64.93
F98902	62.85831522	WW_S12	WW	S12	64.93
FP1	64.64236146	WW_S12	WW	S12	64.93
FR19	68.07600357	WW_S12	WW	S12	64.93
FR697	64.16699791	WW_S12	WW	S12	64.93
H99	66.23388237	WW_S12	WW	S12	64.93
HMV5301	65.34676988	WW_S12	WW	S12	64.93
HMV5325	66.90526165	WW_S12	WW	S12	64.93
HMV5343	68.20172496	WW_S12	WW	S12	64.93
HMV5347	67.12176822	WW_S12	WW	S12	64.93
HMV5405	60.03253661	WW_S12	WW	S12	64.93
HMV5409	68.96007141	WW_S12	WW	S12	64.93
HMV5422	71.29236983	WW_S12	WW	S12	64.93
HMV5502	61.97905083	WW_S12	WW	S12	64.93
I198	65.973968	WW_S12	WW	S12	64.93
I205	62.2080765	WW_S12	WW	S12	64.93
I211	68.77170941	WW_S12	WW	S12	64.93
I238	64.38649031	WW_S12	WW	S12	64.93
I242	58.30630659	WW_S12	WW	S12	64.93
I261	70.34648084	WW_S12	WW	S12	64.93
I267	65.47826109	WW_S12	WW	S12	64.93
IDT	58.51911502	WW_S12	WW	S12	64.93
LAN496	60.87203509	WW_S12	WW	S12	64.93
LH123Ht	53.58517921	WW_S12	WW	S12	64.93
LH145	62.87021244	WW_S12	WW	S12	64.93
LH38	62.69563766	WW_S12	WW	S12	64.93
LH39	64.94957392	WW_S12	WW	S12	64.93
LH59	60.7622959	WW_S12	WW	S12	64.93
LH60	54.56331965	WW_S12	WW	S12	64.93
LH65	69.43289413	WW_S12	WW	S12	64.93
LH74	56.04085747	WW_S12	WW	S12	64.93
LH82	65.88666959	WW_S12	WW	S12	64.93
LH93	67.97701888	WW_S12	WW	S12	64.93
Lo1016	61.6448361	WW_S12	WW	S12	64.93
Lo1026	65.13421095	WW_S12	WW	S12	64.93
Lo1035	63.53940309	WW_S12	WW	S12	64.93
Lo1038	61.75715645	WW_S12	WW	S12	64.93
Lo1056	72.03859223	WW_S12	WW	S12	64.93
Lo1063	59.85964834	WW_S12	WW	S12	64.93
Lo1087	59.80995288	WW_S12	WW	S12	64.93
Lo1094	68.27904909	WW_S12	WW	S12	64.93
Lo1095	60.58420192	WW_S12	WW	S12	64.93
Lo1101	62.18449589	WW_S12	WW	S12	64.93
Lo1106	55.00708391	WW_S12	WW	S12	64.93
Lo1123	62.48399494	WW_S12	WW	S12	64.93
Lo1124	60.85956053	WW_S12	WW	S12	64.93
Lo1172	58.89579146	WW_S12	WW	S12	64.93
Lo1180	71.70826984	WW_S12	WW	S12	64.93
Lo1187	71.63266759	WW_S12	WW	S12	64.93
Lo1199	54.72330262	WW_S12	WW	S12	64.93
Lo1203	67.88291681	WW_S12	WW	S12	64.93
Lo1223	64.78605331	WW_S12	WW	S12	64.93
Lo1251	67.03806506	WW_S12	WW	S12	64.93
Lo1253	69.18982766	WW_S12	WW	S12	64.93
Lo1261	62.05748889	WW_S12	WW	S12	64.93
Lo1266	64.24311867	WW_S12	WW	S12	64.93
Lo1270	69.61403941	WW_S12	WW	S12	64.93
Lo1273	62.4738487	WW_S12	WW	S12	64.93
Lo1274	63.3306627	WW_S12	WW	S12	64.93
Lo1280	60.81880433	WW_S12	WW	S12	64.93
Lo1284	59.15038296	WW_S12	WW	S12	64.93
Lo1288	69.24583201	WW_S12	WW	S12	64.93
Lo1290	54.72713859	WW_S12	WW	S12	64.93
Lo1301	65.39357241	WW_S12	WW	S12	64.93
Lo904	64.01167058	WW_S12	WW	S12	64.93
Lp5	62.1829868	WW_S12	WW	S12	64.93
ML606	69.06318987	WW_S12	WW	S12	64.93
Mo15W	72.92538693	WW_S12	WW	S12	64.93
Mo17	61.30469739	WW_S12	WW	S12	64.93
MS153	69.40414939	WW_S12	WW	S12	64.93
MS71	68.26332601	WW_S12	WW	S12	64.93
N16	66.80545135	WW_S12	WW	S12	64.93
N192	59.88696881	WW_S12	WW	S12	64.93
N22	64.88645644	WW_S12	WW	S12	64.93
N25	59.23908635	WW_S12	WW	S12	64.93
N6	74.43798432	WW_S12	WW	S12	64.93
NC290	67.67788256	WW_S12	WW	S12	64.93
NC358	65.66777978	WW_S12	WW	S12	64.93
NDB8	71.7327752	WW_S12	WW	S12	64.93
NK764	56.62511528	WW_S12	WW	S12	64.93
NK807	72.48941841	WW_S12	WW	S12	64.93
NQ508	65.31192348	WW_S12	WW	S12	64.93
NS701	62.13208454	WW_S12	WW	S12	64.93
Oh02	68.35807387	WW_S12	WW	S12	64.93
Oh33	73.11203742	WW_S12	WW	S12	64.93
Oh40B	66.18946043	WW_S12	WW	S12	64.93
Oh43	66.9028706	WW_S12	WW	S12	64.93
Os426	66.86029264	WW_S12	WW	S12	64.93
P465P	67.1341564	WW_S12	WW	S12	64.93
Pa36	64.40089835	WW_S12	WW	S12	64.93
Pa405	73.50868978	WW_S12	WW	S12	64.93
Pa91	56.81581018	WW_S12	WW	S12	64.93
PB116	70.08358965	WW_S12	WW	S12	64.93
PB98TR	71.42389096	WW_S12	WW	S12	64.93
PH207	58.9594094	WW_S12	WW	S12	64.93
PHB09	65.61932482	WW_S12	WW	S12	64.93
PHG35	60.72997454	WW_S12	WW	S12	64.93
PHG39	60.48855295	WW_S12	WW	S12	64.93
PHG47	68.08943665	WW_S12	WW	S12	64.93
PHG50	69.01974299	WW_S12	WW	S12	64.93
PHG71	64.03574898	WW_S12	WW	S12	64.93
PHG80	72.92699825	WW_S12	WW	S12	64.93
PHG84	58.78398976	WW_S12	WW	S12	64.93
PHG86	64.86874755	WW_S12	WW	S12	64.93
PHH93	64.47468729	WW_S12	WW	S12	64.93
PHJ40	65.87373698	WW_S12	WW	S12	64.93
PHK29	58.93650173	WW_S12	WW	S12	64.93
PHK76	61.21549244	WW_S12	WW	S12	64.93
PHR36	64.1740439	WW_S12	WW	S12	64.93
PHT77	58.74458774	WW_S12	WW	S12	64.93
PHV63	71.35617469	WW_S12	WW	S12	64.93
PHW65	59.07345054	WW_S12	WW	S12	64.93
PHZ51	66.32277422	WW_S12	WW	S12	64.93
SC-Malawi	64.96422569	WW_S12	WW	S12	64.93
SGI061	66.07488368	WW_S12	WW	S12	64.93
UH_2500	68.98889948	WW_S12	WW	S12	64.93
UH_6102	71.14565761	WW_S12	WW	S12	64.93
UH_6179	66.09734137	WW_S12	WW	S12	64.93
UH_P060	59.84671268	WW_S12	WW	S12	64.93
UH_P064	61.16774315	WW_S12	WW	S12	64.93
UH_P074	66.98029316	WW_S12	WW	S12	64.93
UH_P087	65.22562871	WW_S12	WW	S12	64.93
UH_P089	68.02508556	WW_S12	WW	S12	64.93
UH_P104	60.61772941	WW_S12	WW	S12	64.93
UH_P115	63.73778617	WW_S12	WW	S12	64.93
UH_P128	73.70853759	WW_S12	WW	S12	64.93
UH_P148	68.96961024	WW_S12	WW	S12	64.93
UH_S018	56.72721835	WW_S12	WW	S12	64.93
UH_S020	58.03492774	WW_S12	WW	S12	64.93
UH_S025	69.98893762	WW_S12	WW	S12	64.93
UH250	62.13822134	WW_S12	WW	S12	64.93
UH304	62.53281412	WW_S12	WW	S12	64.93
Va26	64.12605278	WW_S12	WW	S12	64.93
W117	68.34570044	WW_S12	WW	S12	64.93
W153R	57.42169333	WW_S12	WW	S12	64.93
W182E	70.36865822	WW_S12	WW	S12	64.93
W23	61.65700264	WW_S12	WW	S12	64.93
W602S	61.48601739	WW_S12	WW	S12	64.93
W604S	66.4323597	WW_S12	WW	S12	64.93
W64A	65.12856673	WW_S12	WW	S12	64.93
W9	66.546812	WW_S12	WW	S12	64.93
W95115	67.21516204	WW_S12	WW	S12	64.93
Wf9	63.13984964	WW_S12	WW	S12	64.93
11430	48.68186436	WW_S13	WW	S13	51.31
A3	48.39893298	WW_S13	WW	S13	51.31
A310	53.29430185	WW_S13	WW	S13	51.31
A347	49.27662768	WW_S13	WW	S13	51.31
A374	52.61290449	WW_S13	WW	S13	51.31
A375	47.38060424	WW_S13	WW	S13	51.31
A554	48.21318156	WW_S13	WW	S13	51.31
AS5707	59.02957785	WW_S13	WW	S13	51.31
B100	48.90535878	WW_S13	WW	S13	51.31
B104	47.76772914	WW_S13	WW	S13	51.31
B105	51.05775976	WW_S13	WW	S13	51.31
B106	48.66097239	WW_S13	WW	S13	51.31
B107	62.32833518	WW_S13	WW	S13	51.31
B108	59.82882028	WW_S13	WW	S13	51.31
B109	57.63631174	WW_S13	WW	S13	51.31
B110	47.59276563	WW_S13	WW	S13	51.31
B113	48.07772019	WW_S13	WW	S13	51.31
B37	57.61655956	WW_S13	WW	S13	51.31
B73	52.64297376	WW_S13	WW	S13	51.31
B84	50.74309699	WW_S13	WW	S13	51.31
B89	44.7764813	WW_S13	WW	S13	51.31
B97	46.25878753	WW_S13	WW	S13	51.31
B98	44.88604567	WW_S13	WW	S13	51.31
C103	47.95629718	WW_S13	WW	S13	51.31
CO109	56.49454093	WW_S13	WW	S13	51.31
CR1Ht	52.84473214	WW_S13	WW	S13	51.31
D09	54.71762276	WW_S13	WW	S13	51.31
DE811	51.55277282	WW_S13	WW	S13	51.31
DK4676A	52.01241231	WW_S13	WW	S13	51.31
DK78010	54.39697899	WW_S13	WW	S13	51.31
DK78371A	52.99555902	WW_S13	WW	S13	51.31
DKFAPW	53.04562309	WW_S13	WW	S13	51.31
DKFBHJ	46.59571533	WW_S13	WW	S13	51.31
DKIBO2	47.87879116	WW_S13	WW	S13	51.31
DKMBST	56.64179119	WW_S13	WW	S13	51.31
EA1027	57.00099898	WW_S13	WW	S13	51.31
EA1163	50.06432268	WW_S13	WW	S13	51.31
EA3076	47.03864567	WW_S13	WW	S13	51.31
EC136	52.39499248	WW_S13	WW	S13	51.31
EC140	52.69767265	WW_S13	WW	S13	51.31
EC151	44.90603509	WW_S13	WW	S13	51.31
EC169	51.14112498	WW_S13	WW	S13	51.31
EC175	53.45471132	WW_S13	WW	S13	51.31
EC232	49.44845163	WW_S13	WW	S13	51.31
EC242C	51.49377153	WW_S13	WW	S13	51.31
EC334	44.32637543	WW_S13	WW	S13	51.31
EP10	55.19243522	WW_S13	WW	S13	51.31
EP2008-18	56.48285153	WW_S13	WW	S13	51.31
EP2008-22	48.71601166	WW_S13	WW	S13	51.31
EP29	48.49667415	WW_S13	WW	S13	51.31
EP51	56.19071944	WW_S13	WW	S13	51.31
EP52	53.17405607	WW_S13	WW	S13	51.31
EP55	51.84030755	WW_S13	WW	S13	51.31
EP67	57.98566822	WW_S13	WW	S13	51.31
EP72	56.40983772	WW_S13	WW	S13	51.31
EP77	53.14324439	WW_S13	WW	S13	51.31
EZ11A	66.80318705	WW_S13	WW	S13	51.31
EZ18	53.51266647	WW_S13	WW	S13	51.31
EZ31	54.73587506	WW_S13	WW	S13	51.31
EZ34	51.39323118	WW_S13	WW	S13	51.31
EZ35	51.47292395	WW_S13	WW	S13	51.31
EZ36	51.78488158	WW_S13	WW	S13	51.31
EZ37	43.43205358	WW_S13	WW	S13	51.31
EZ38	47.28370633	WW_S13	WW	S13	51.31
EZ40	49.61091965	WW_S13	WW	S13	51.31
EZ42	46.99311045	WW_S13	WW	S13	51.31
EZ47	59.29349971	WW_S13	WW	S13	51.31
EZ48	55.97839561	WW_S13	WW	S13	51.31
F04401	43.06059533	WW_S13	WW	S13	51.31
F04402	44.132625	WW_S13	WW	S13	51.31
F04701	49.34805344	WW_S13	WW	S13	51.31
F04702	50.88229186	WW_S13	WW	S13	51.31
F05101	53.1916918	WW_S13	WW	S13	51.31
F05404	52.17419909	WW_S13	WW	S13	51.31
F1808	47.13880607	WW_S13	WW	S13	51.31
F1890	46.03047459	WW_S13	WW	S13	51.31
F218	52.86269033	WW_S13	WW	S13	51.31
F252	50.02866431	WW_S13	WW	S13	51.31
F353	46.26107365	WW_S13	WW	S13	51.31
F354	38.61670168	WW_S13	WW	S13	51.31
F546	56.04284047	WW_S13	WW	S13	51.31
F608	49.31179909	WW_S13	WW	S13	51.31
F618	53.8511659	WW_S13	WW	S13	51.31
F7001	55.00782658	WW_S13	WW	S13	51.31
F7019	49.03384169	WW_S13	WW	S13	51.31
F7025	57.65297885	WW_S13	WW	S13	51.31
F7028	47.35717929	WW_S13	WW	S13	51.31
F7057	46.24343726	WW_S13	WW	S13	51.31
F7058	49.4937654	WW_S13	WW	S13	51.31
F7081	52.63243583	WW_S13	WW	S13	51.31
F7082	48.07036154	WW_S13	WW	S13	51.31
F712	58.58000212	WW_S13	WW	S13	51.31
F748	51.76836774	WW_S13	WW	S13	51.31
F752	43.83885297	WW_S13	WW	S13	51.31
F838	51.14888527	WW_S13	WW	S13	51.31
F874	55.54851145	WW_S13	WW	S13	51.31
F888	50.12138691	WW_S13	WW	S13	51.31
F894	50.49541027	WW_S13	WW	S13	51.31
F908	50.86839085	WW_S13	WW	S13	51.31
F912	47.89522141	WW_S13	WW	S13	51.31
F918	68.57965794	WW_S13	WW	S13	51.31
F922	59.1847202	WW_S13	WW	S13	51.31
F98902	56.5383792	WW_S13	WW	S13	51.31
FP1	50.33966549	WW_S13	WW	S13	51.31
FR19	49.40811415	WW_S13	WW	S13	51.31
FR697	50.04773822	WW_S13	WW	S13	51.31
H99	53.6832978	WW_S13	WW	S13	51.31
HMV5301	47.89598803	WW_S13	WW	S13	51.31
HMV5325	54.37042308	WW_S13	WW	S13	51.31
HMV5343	53.98198932	WW_S13	WW	S13	51.31
HMV5347	57.54577434	WW_S13	WW	S13	51.31
HMV5405	49.16900563	WW_S13	WW	S13	51.31
HMV5409	53.230175	WW_S13	WW	S13	51.31
HMV5422	55.20460005	WW_S13	WW	S13	51.31
HMV5502	64.75872002	WW_S13	WW	S13	51.31
I198	57.25137007	WW_S13	WW	S13	51.31
I205	58.47379042	WW_S13	WW	S13	51.31
I211	53.64858965	WW_S13	WW	S13	51.31
I238	49.05847343	WW_S13	WW	S13	51.31
I242	51.76923971	WW_S13	WW	S13	51.31
I261	62.0902101	WW_S13	WW	S13	51.31
I267	50.5858395	WW_S13	WW	S13	51.31
IDT	54.83735769	WW_S13	WW	S13	51.31
LAN496	52.68371032	WW_S13	WW	S13	51.31
LH123Ht	42.06129233	WW_S13	WW	S13	51.31
LH145	49.29109978	WW_S13	WW	S13	51.31
LH38	50.12127795	WW_S13	WW	S13	51.31
LH39	53.05442648	WW_S13	WW	S13	51.31
LH59	53.34723034	WW_S13	WW	S13	51.31
LH60	45.48302892	WW_S13	WW	S13	51.31
LH65	49.07852466	WW_S13	WW	S13	51.31
LH74	40.02419836	WW_S13	WW	S13	51.31
LH82	51.79662222	WW_S13	WW	S13	51.31
LH93	47.22816894	WW_S13	WW	S13	51.31
Lo1016	49.37222724	WW_S13	WW	S13	51.31
Lo1026	54.43115102	WW_S13	WW	S13	51.31
Lo1035	44.14011765	WW_S13	WW	S13	51.31
Lo1038	54.77292335	WW_S13	WW	S13	51.31
Lo1056	58.29061004	WW_S13	WW	S13	51.31
Lo1063	44.7940042	WW_S13	WW	S13	51.31
Lo1087	47.16270907	WW_S13	WW	S13	51.31
Lo1094	53.84374015	WW_S13	WW	S13	51.31
Lo1095	32.53399084	WW_S13	WW	S13	51.31
Lo1101	46.14869754	WW_S13	WW	S13	51.31
Lo1106	47.71519231	WW_S13	WW	S13	51.31
Lo1123	52.52335062	WW_S13	WW	S13	51.31
Lo1124	51.0956493	WW_S13	WW	S13	51.31
Lo1172	48.21354825	WW_S13	WW	S13	51.31
Lo1180	49.81401586	WW_S13	WW	S13	51.31
Lo1187	40.35387176	WW_S13	WW	S13	51.31
Lo1199	51.62074019	WW_S13	WW	S13	51.31
Lo1203	43.52212872	WW_S13	WW	S13	51.31
Lo1223	57.5360741	WW_S13	WW	S13	51.31
Lo1251	51.68427641	WW_S13	WW	S13	51.31
Lo1253	51.41986779	WW_S13	WW	S13	51.31
Lo1261	52.82307086	WW_S13	WW	S13	51.31
Lo1266	46.2963428	WW_S13	WW	S13	51.31
Lo1270	54.53653811	WW_S13	WW	S13	51.31
Lo1273	48.61449072	WW_S13	WW	S13	51.31
Lo1274	58.92166181	WW_S13	WW	S13	51.31
Lo1280	49.05167329	WW_S13	WW	S13	51.31
Lo1284	48.75432003	WW_S13	WW	S13	51.31
Lo1288	51.76905171	WW_S13	WW	S13	51.31
Lo1290	49.55504381	WW_S13	WW	S13	51.31
Lo1301	50.99086873	WW_S13	WW	S13	51.31
Lo904	54.62280476	WW_S13	WW	S13	51.31
Lp5	48.22864001	WW_S13	WW	S13	51.31
ML606	46.75899186	WW_S13	WW	S13	51.31
Mo15W	49.48487604	WW_S13	WW	S13	51.31
Mo17	51.6999709	WW_S13	WW	S13	51.31
MS153	54.0982675	WW_S13	WW	S13	51.31
MS71	49.04994727	WW_S13	WW	S13	51.31
N16	53.325418	WW_S13	WW	S13	51.31
N192	51.17039531	WW_S13	WW	S13	51.31
N22	57.66227693	WW_S13	WW	S13	51.31
N25	46.80584126	WW_S13	WW	S13	51.31
N6	55.95115583	WW_S13	WW	S13	51.31
NC290	52.79971413	WW_S13	WW	S13	51.31
NC358	47.36425055	WW_S13	WW	S13	51.31
NDB8	47.03917581	WW_S13	WW	S13	51.31
NK764	47.832337	WW_S13	WW	S13	51.31
NK807	51.99910305	WW_S13	WW	S13	51.31
NQ508	51.61377912	WW_S13	WW	S13	51.31
NS701	49.66785943	WW_S13	WW	S13	51.31
Oh02	48.73566192	WW_S13	WW	S13	51.31
Oh33	60.14840318	WW_S13	WW	S13	51.31
Oh40B	51.92545872	WW_S13	WW	S13	51.31
Oh43	50.94270347	WW_S13	WW	S13	51.31
Os426	54.16123082	WW_S13	WW	S13	51.31
P465P	51.78823809	WW_S13	WW	S13	51.31
Pa36	56.0409008	WW_S13	WW	S13	51.31
Pa405	50.31789607	WW_S13	WW	S13	51.31
Pa91	52.91763639	WW_S13	WW	S13	51.31
PB116	55.25908663	WW_S13	WW	S13	51.31
PB98TR	59.99443619	WW_S13	WW	S13	51.31
PH207	50.56438905	WW_S13	WW	S13	51.31
PHB09	58.29194742	WW_S13	WW	S13	51.31
PHG35	44.95360515	WW_S13	WW	S13	51.31
PHG39	49.04630781	WW_S13	WW	S13	51.31
PHG47	53.10022166	WW_S13	WW	S13	51.31
PHG50	49.48114973	WW_S13	WW	S13	51.31
PHG71	45.62855482	WW_S13	WW	S13	51.31
PHG80	51.67973454	WW_S13	WW	S13	51.31
PHG84	46.25307682	WW_S13	WW	S13	51.31
PHG86	51.85463763	WW_S13	WW	S13	51.31
PHH93	51.61123361	WW_S13	WW	S13	51.31
PHJ40	51.83051891	WW_S13	WW	S13	51.31
PHK29	47.14770667	WW_S13	WW	S13	51.31
PHK76	48.0515634	WW_S13	WW	S13	51.31
PHR36	57.23144349	WW_S13	WW	S13	51.31
PHT77	49.69065478	WW_S13	WW	S13	51.31
PHV63	52.94859669	WW_S13	WW	S13	51.31
PHW65	46.18749033	WW_S13	WW	S13	51.31
PHZ51	67.8686471	WW_S13	WW	S13	51.31
SC-Malawi	60.67305724	WW_S13	WW	S13	51.31
SGI061	48.93737777	WW_S13	WW	S13	51.31
UH_2500	48.47107936	WW_S13	WW	S13	51.31
UH_6102	51.1519691	WW_S13	WW	S13	51.31
UH_6179	41.95668032	WW_S13	WW	S13	51.31
UH_P060	46.73344152	WW_S13	WW	S13	51.31
UH_P064	44.03673515	WW_S13	WW	S13	51.31
UH_P074	54.40733594	WW_S13	WW	S13	51.31
UH_P087	44.0329459	WW_S13	WW	S13	51.31
UH_P089	57.18213525	WW_S13	WW	S13	51.31
UH_P104	46.61947623	WW_S13	WW	S13	51.31
UH_P115	47.17479554	WW_S13	WW	S13	51.31
UH_P128	49.75926655	WW_S13	WW	S13	51.31
UH_P148	43.26223298	WW_S13	WW	S13	51.31
UH_S018	53.26796296	WW_S13	WW	S13	51.31
UH_S020	33.23607097	WW_S13	WW	S13	51.31
UH_S025	48.93869024	WW_S13	WW	S13	51.31
UH250	56.19413646	WW_S13	WW	S13	51.31
UH304	51.57094352	WW_S13	WW	S13	51.31
Va26	54.59057654	WW_S13	WW	S13	51.31
W117	54.51132546	WW_S13	WW	S13	51.31
W153R	51.13539521	WW_S13	WW	S13	51.31
W182E	63.17605798	WW_S13	WW	S13	51.31
W23	45.54898142	WW_S13	WW	S13	51.31
W602S	50.79915614	WW_S13	WW	S13	51.31
W604S	56.42605913	WW_S13	WW	S13	51.31
W64A	51.2673772	WW_S13	WW	S13	51.31
W9	48.24368905	WW_S13	WW	S13	51.31
W95115	52.8673512	WW_S13	WW	S13	51.31
Wf9	49.8069259	WW_S13	WW	S13	51.31
11430	75.45687215	WW_S16	WW	S16	82.83
A3	81.54411206	WW_S16	WW	S16	82.83
A310	91.83663613	WW_S16	WW	S16	82.83
A347	87.58871527	WW_S16	WW	S16	82.83
A374	78.63345834	WW_S16	WW	S16	82.83
A375	77.53318416	WW_S16	WW	S16	82.83
A554	70.26583601	WW_S16	WW	S16	82.83
AS5707	88.34821596	WW_S16	WW	S16	82.83
B100	78.12797477	WW_S16	WW	S16	82.83
B104	73.85790107	WW_S16	WW	S16	82.83
B105	80.88281575	WW_S16	WW	S16	82.83
B106	96.32358502	WW_S16	WW	S16	82.83
B107	95.23822696	WW_S16	WW	S16	82.83
B108	80.17427709	WW_S16	WW	S16	82.83
B109	82.57015126	WW_S16	WW	S16	82.83
B110	75.94044537	WW_S16	WW	S16	82.83
B113	83.76236084	WW_S16	WW	S16	82.83
B37	84.92400736	WW_S16	WW	S16	82.83
B73	85.7193561	WW_S16	WW	S16	82.83
B84	73.21379497	WW_S16	WW	S16	82.83
B89	71.43284215	WW_S16	WW	S16	82.83
B97	87.65048103	WW_S16	WW	S16	82.83
B98	76.1884498	WW_S16	WW	S16	82.83
C103	84.90508396	WW_S16	WW	S16	82.83
CO109	97.78086265	WW_S16	WW	S16	82.83
CR1Ht	87.13665365	WW_S16	WW	S16	82.83
D09	87.06855033	WW_S16	WW	S16	82.83
DE811	81.83763772	WW_S16	WW	S16	82.83
DK4676A	79.10054885	WW_S16	WW	S16	82.83
DK78010	78.50376295	WW_S16	WW	S16	82.83
DK78371A	77.6383811	WW_S16	WW	S16	82.83
DKFAPW	77.35275747	WW_S16	WW	S16	82.83
DKFBHJ	80.61292655	WW_S16	WW	S16	82.83
DKIBO2	73.75167733	WW_S16	WW	S16	82.83
DKMBST	86.01267144	WW_S16	WW	S16	82.83
EA1027	87.10002298	WW_S16	WW	S16	82.83
EA1163	83.02423554	WW_S16	WW	S16	82.83
EA3076	88.8137904	WW_S16	WW	S16	82.83
EC136	123.8595309	WW_S16	WW	S16	82.83
EC140	87.56556287	WW_S16	WW	S16	82.83
EC151	71.27356055	WW_S16	WW	S16	82.83
EC169	91.7297769	WW_S16	WW	S16	82.83
EC175	75.106266	WW_S16	WW	S16	82.83
EC232	94.5231259	WW_S16	WW	S16	82.83
EC242C	79.20566608	WW_S16	WW	S16	82.83
EC334	68.14459636	WW_S16	WW	S16	82.83
EP10	84.03916543	WW_S16	WW	S16	82.83
EP2008-18	93.10486024	WW_S16	WW	S16	82.83
EP2008-22	83.29327351	WW_S16	WW	S16	82.83
EP29	76.64644008	WW_S16	WW	S16	82.83
EP51	90.67299723	WW_S16	WW	S16	82.83
EP52	88.28754192	WW_S16	WW	S16	82.83
EP55	77.38568353	WW_S16	WW	S16	82.83
EP67	86.97865513	WW_S16	WW	S16	82.83
EP72	91.77535203	WW_S16	WW	S16	82.83
EP77	89.32087057	WW_S16	WW	S16	82.83
EZ11A	84.8087586	WW_S16	WW	S16	82.83
EZ18	89.16788873	WW_S16	WW	S16	82.83
EZ31	72.10883246	WW_S16	WW	S16	82.83
EZ34	79.12164838	WW_S16	WW	S16	82.83
EZ35	81.93060777	WW_S16	WW	S16	82.83
EZ36	82.42887506	WW_S16	WW	S16	82.83
EZ37	75.29971381	WW_S16	WW	S16	82.83
EZ38	81.25872437	WW_S16	WW	S16	82.83
EZ40	74.57722819	WW_S16	WW	S16	82.83
EZ42	78.2410809	WW_S16	WW	S16	82.83
EZ47	99.56790582	WW_S16	WW	S16	82.83
EZ48	79.62283945	WW_S16	WW	S16	82.83
F04401	78.81411817	WW_S16	WW	S16	82.83
F04402	78.63871889	WW_S16	WW	S16	82.83
F04701	86.51512625	WW_S16	WW	S16	82.83
F04702	76.50812826	WW_S16	WW	S16	82.83
F05101	86.76296653	WW_S16	WW	S16	82.83
F05404	84.01435317	WW_S16	WW	S16	82.83
F1808	77.06206986	WW_S16	WW	S16	82.83
F1890	79.14219809	WW_S16	WW	S16	82.83
F218	79.06967245	WW_S16	WW	S16	82.83
F252	76.36476151	WW_S16	WW	S16	82.83
F353	91.66657943	WW_S16	WW	S16	82.83
F354	99.42461465	WW_S16	WW	S16	82.83
F546	83.83416814	WW_S16	WW	S16	82.83
F608	87.64747074	WW_S16	WW	S16	82.83
F618	82.782213	WW_S16	WW	S16	82.83
F7001	90.25491444	WW_S16	WW	S16	82.83
F7019	76.46389807	WW_S16	WW	S16	82.83
F7025	81.77047775	WW_S16	WW	S16	82.83
F7028	89.70152651	WW_S16	WW	S16	82.83
F7057	79.07640528	WW_S16	WW	S16	82.83
F7058	87.88910021	WW_S16	WW	S16	82.83
F7081	86.23338562	WW_S16	WW	S16	82.83
F7082	85.34049006	WW_S16	WW	S16	82.83
F712	94.35806731	WW_S16	WW	S16	82.83
F748	85.58919678	WW_S16	WW	S16	82.83
F752	73.88015257	WW_S16	WW	S16	82.83
F838	82.71120692	WW_S16	WW	S16	82.83
F874	79.64976994	WW_S16	WW	S16	82.83
F888	71.79387918	WW_S16	WW	S16	82.83
F894	81.10115586	WW_S16	WW	S16	82.83
F908	72.84044691	WW_S16	WW	S16	82.83
F912	77.90227553	WW_S16	WW	S16	82.83
F918	81.63616548	WW_S16	WW	S16	82.83
F922	93.46213681	WW_S16	WW	S16	82.83
F98902	77.29944672	WW_S16	WW	S16	82.83
FP1	69.48385905	WW_S16	WW	S16	82.83
FR19	80.89194996	WW_S16	WW	S16	82.83
FR697	81.68308051	WW_S16	WW	S16	82.83
H99	82.79808102	WW_S16	WW	S16	82.83
HMV5301	96.08069831	WW_S16	WW	S16	82.83
HMV5325	95.559615	WW_S16	WW	S16	82.83
HMV5343	85.03165892	WW_S16	WW	S16	82.83
HMV5347	86.41305181	WW_S16	WW	S16	82.83
