tag,score_i,score_j,k,overlap,overlap_frac
full_res10,gPi,ESPIID,10,3,0.3
full_res10,gPi,ESPIID,15,7,0.4666666666666667
full_res10,gPi,ESPIID,20,10,0.5
full_res10,gPi,PSI,3,0,0
full_res10,gPi,PSI,5,0,0
full_res10,gPi,PSI,10,2,0.2
full_res10,gPi,PSI,15,4,0.26666666666666666
full_res10,gPi,PSI,20,6,0.3
full_res10,gPi,RPI,3,2,0.6666666666666666
full_res10,gPi,RPI,5,3,0.6
full_res10,gPi,RPI,10,8,0.8
full_res10,gPi,RPI,15,13,0.8666666666666667
full_res10,gPi,RPI,20,19,0.95
full_res10,gPi,PQ,3,0,0
full_res10,gPi,PQ,5,1,0.2
full_res10,gPi,PQ,10,4,0.4
full_res10,gPi,PQ,15,6,0.4
full_res10,gPi,PQ,20,8,0.4
full_res10,gPi,PR,3,0,0
full_res10,gPi,PR,5,1,0.2
full_res10,gPi,PR,10,4,0.4
full_res10,gPi,PR,15,6,0.4
full_res10,gPi,PR,20,8,0.4
full_res10,gPi,NRW,3,0,0
full_res10,gPi,NRW,5,1,0.2
full_res10,gPi,NRW,10,4,0.4
full_res10,gPi,NRW,15,6,0.4
full_res10,gPi,NRW,20,8,0.4
full_res10,gPi,ESP,3,2,0.6666666666666666
full_res10,gPi,ESP,5,5,1
full_res10,gPi,ESP,10,7,0.7
full_res10,gPi,ESP,15,12,0.8
full_res10,gPi,ESP,20,20,1
full_res10,gPi,CEV,3,3,1
full_res10,gPi,CEV,5,5,1
full_res10,gPi,CEV,10,10,1
full_res10,gPi,CEV,15,15,1
full_res10,gPi,CEV,20,20,1
full_res10,gPi,PFI,3,1,0.3333333333333333
full_res10,gPi,PFI,5,2,0.4
full_res10,gPi,PFI,10,6,0.6
full_res10,gPi,PFI,15,9,0.6
full_res10,gPi,PFI,20,13,0.65
full_res10,gPi,APC,3,0,0
full_res10,gPi,APC,5,0,0
full_res10,gPi,APC,10,2,0.2
full_res10,gPi,APC,15,6,0.4
full_res10,gPi,APC,20,8,0.4
full_res10,gPi,SI,3,1,0.3333333333333333
full_res10,gPi,SI,5,2,0.4
full_res10,gPi,SI,10,6,0.6
full_res10,gPi,SI,15,10,0.6666666666666666
full_res10,gPi,SI,20,15,0.75
full_res10,gPi,RSI,3,0,0
full_res10,gPi,RSI,5,0,0
full_res10,gPi,RSI,10,0,0
full_res10,gPi,RSI,15,0,0
full_res10,gPi,RSI,20,0,0
full_res10,gPi,EVS,3,0,0
full_res10,gPi,EVS,5,1,0.2
full_res10,gPi,EVS,10,3,0.3
full_res10,gPi,EVS,15,5,0.3333333333333333
full_res10,gPi,EVS,20,10,0.5
full_res10,PPF,PPi,3,0,0
full_res10,PPF,PPi,5,0,0
full_res10,PPF,PPi,10,5,0.5
full_res10,PPF,PPi,15,11,0.7333333333333333
full_res10,PPF,PPi,20,16,0.8
full_res10,PPF,PImd,3,0,0
full_res10,PPF,PImd,5,0,0
full_res10,PPF,PImd,10,5,0.5
full_res10,PPF,PImd,15,11,0.7333333333333333
full_res10,PPF,PImd,20,16,0.8
full_res10,PPF,PILSM,3,0,0
full_res10,PPF,PILSM,5,0,0
full_res10,PPF,PILSM,10,5,0.5
full_res10,PPF,PILSM,15,11,0.7333333333333333
full_res10,PPF,PILSM,20,16,0.8
full_res10,PPF,RTR,3,3,1
full_res10,PPF,RTR,5,5,1
full_res10,PPF,RTR,10,6,0.6
full_res10,PPF,RTR,15,7,0.4666666666666667
full_res10,PPF,RTR,20,8,0.4
full_res10,PPF,PIR,3,1,0.3333333333333333
full_res10,PPF,PIR,5,1,0.2
full_res10,PPF,PIR,10,6,0.6
full_res10,PPF,PIR,15,11,0.7333333333333333
full_res10,PPF,PIR,20,19,0.95
full_res10,PPF,RDPI,3,0,0
full_res10,PPF,RDPI,5,0,0
full_res10,PPF,RDPI,10,6,0.6
full_res10,PPF,RDPI,15,11,0.7333333333333333
full_res10,PPF,RDPI,20,17,0.85
full_res10,PPF,ESPI,3,1,0.3333333333333333
full_res10,PPF,ESPI,5,1,0.2
full_res10,PPF,ESPI,10,3,0.3
full_res10,PPF,ESPI,15,6,0.4
full_res10,PPF,ESPI,20,9,0.45
full_res10,PPF,ESPIID,3,0,0
full_res10,PPF,ESPIID,5,0,0
full_res10,PPF,ESPIID,10,2,0.2
full_res10,PPF,ESPIID,15,7,0.4666666666666667
full_res10,PPF,ESPIID,20,10,0.5
full_res10,PPF,PSI,3,0,0
full_res10,PPF,PSI,5,0,0
full_res10,PPF,PSI,10,2,0.2
full_res10,PPF,PSI,15,3,0.2
full_res10,PPF,PSI,20,8,0.4
full_res10,PPF,RPI,3,0,0
full_res10,PPF,RPI,5,0,0
full_res10,PPF,RPI,10,6,0.6
full_res10,PPF,RPI,15,11,0.7333333333333333
full_res10,PPF,RPI,20,17,0.85
full_res10,PPF,PQ,3,1,0.3333333333333333
full_res10,PPF,PQ,5,1,0.2
full_res10,PPF,PQ,10,3,0.3
full_res10,PPF,PQ,15,6,0.4
full_res10,PPF,PQ,20,9,0.45
full_res10,PPF,PR,3,1,0.3333333333333333
full_res10,PPF,PR,5,1,0.2
full_res10,PPF,PR,10,3,0.3
full_res10,PPF,PR,15,6,0.4
full_res10,PPF,PR,20,9,0.45
full_res10,PPF,NRW,3,1,0.3333333333333333
full_res10,PPF,NRW,5,1,0.2
full_res10,PPF,NRW,10,3,0.3
full_res10,PPF,NRW,15,6,0.4
full_res10,PPF,NRW,20,9,0.45
full_res10,PPF,ESP,3,0,0
full_res10,PPF,ESP,5,1,0.2
full_res10,PPF,ESP,10,5,0.5
full_res10,PPF,ESP,15,11,0.7333333333333333
full_res10,PPF,ESP,20,17,0.85
full_res10,PPF,CEV,3,0,0
full_res10,PPF,CEV,5,1,0.2
full_res10,PPF,CEV,10,7,0.7
full_res10,PPF,CEV,15,11,0.7333333333333333
full_res10,PPF,CEV,20,17,0.85
full_res10,PPF,PFI,3,0,0
full_res10,PPF,PFI,5,0,0
full_res10,PPF,PFI,10,4,0.4
full_res10,PPF,PFI,15,8,0.5333333333333333
full_res10,PPF,PFI,20,15,0.75
full_res10,PPF,APC,3,0,0
full_res10,PPF,APC,5,0,0
full_res10,PPF,APC,10,1,0.1
full_res10,PPF,APC,15,5,0.3333333333333333
full_res10,PPF,APC,20,10,0.5
full_res10,PPF,SI,3,1,0.3333333333333333
full_res10,PPF,SI,5,2,0.4
full_res10,PPF,SI,10,5,0.5
full_res10,PPF,SI,15,10,0.6666666666666666
full_res10,PPF,SI,20,14,0.7
full_res10,PPF,RSI,3,0,0
full_res10,PPF,RSI,5,0,0
full_res10,PPF,RSI,10,0,0
full_res10,PPF,RSI,15,0,0
full_res10,PPF,RSI,20,0,0
full_res10,PPF,EVS,3,1,0.3333333333333333
full_res10,PPF,EVS,5,2,0.4
full_res10,PPF,EVS,10,3,0.3
full_res10,PPF,EVS,15,6,0.4
full_res10,PPF,EVS,20,10,0.5
full_res10,PPi,PImd,3,3,1
full_res10,PPi,PImd,5,5,1
full_res10,PPi,PImd,10,10,1
full_res10,PPi,PImd,15,15,1
full_res10,PPi,PImd,20,20,1
full_res10,PPi,PILSM,3,3,1
full_res10,PPi,PILSM,5,5,1
full_res10,PPi,PILSM,10,10,1
full_res10,PPi,PILSM,15,15,1
full_res10,PPi,PILSM,20,20,1
full_res10,PPi,RTR,3,0,0
full_res10,PPi,RTR,5,0,0
full_res10,PPi,RTR,10,1,0.1
full_res10,PPi,RTR,15,3,0.2
full_res10,PPi,RTR,20,4,0.2
full_res10,PPi,PIR,3,2,0.6666666666666666
full_res10,PPi,PIR,5,3,0.6
full_res10,PPi,PIR,10,7,0.7
full_res10,PPi,PIR,15,10,0.6666666666666666
full_res10,PPi,PIR,20,15,0.75
full_res10,PPi,RDPI,3,2,0.6666666666666666
full_res10,PPi,RDPI,5,4,0.8
full_res10,PPi,RDPI,10,8,0.8
full_res10,PPi,RDPI,15,12,0.8
full_res10,PPi,RDPI,20,17,0.85
full_res10,PPi,ESPI,3,0,0
full_res10,PPi,ESPI,5,1,0.2
full_res10,PPi,ESPI,10,3,0.3
full_res10,PPi,ESPI,15,6,0.4
full_res10,PPi,ESPI,20,9,0.45
full_res10,PPi,ESPIID,3,0,0
full_res10,PPi,ESPIID,5,2,0.4
full_res10,PPi,ESPIID,10,3,0.3
full_res10,PPi,ESPIID,15,7,0.4666666666666667
full_res10,PPi,ESPIID,20,11,0.55
full_res10,PPi,PSI,3,0,0
full_res10,PPi,PSI,5,0,0
full_res10,PPi,PSI,10,3,0.3
full_res10,PPi,PSI,15,4,0.26666666666666666
full_res10,PPi,PSI,20,9,0.45
full_res10,PPi,RPI,3,2,0.6666666666666666
full_res10,PPi,RPI,5,4,0.8
full_res10,PPi,RPI,10,8,0.8
full_res10,PPi,RPI,15,12,0.8
full_res10,PPi,RPI,20,17,0.85
full_res10,PPi,PQ,3,0,0
full_res10,PPi,PQ,5,1,0.2
full_res10,PPi,PQ,10,3,0.3
full_res10,PPi,PQ,15,6,0.4
full_res10,PPi,PQ,20,9,0.45
full_res10,PPi,PR,3,0,0
full_res10,PPi,PR,5,1,0.2
full_res10,PPi,PR,10,3,0.3
full_res10,PPi,PR,15,6,0.4
full_res10,PPi,PR,20,9,0.45
full_res10,PPi,NRW,3,0,0
full_res10,PPi,NRW,5,1,0.2
full_res10,PPi,NRW,10,3,0.3
full_res10,PPi,NRW,15,6,0.4
full_res10,PPi,NRW,20,9,0.45
full_res10,PPi,ESP,3,2,0.6666666666666666
full_res10,PPi,ESP,5,2,0.4
full_res10,PPi,ESP,10,6,0.6
full_res10,PPi,ESP,15,11,0.7333333333333333
full_res10,PPi,ESP,20,17,0.85
full_res10,PPi,CEV,3,2,0.6666666666666666
full_res10,PPi,CEV,5,2,0.4
full_res10,PPi,CEV,10,7,0.7
full_res10,PPi,CEV,15,13,0.8666666666666667
full_res10,PPi,CEV,20,17,0.85
full_res10,PPi,PFI,3,1,0.3333333333333333
full_res10,PPi,PFI,5,3,0.6
full_res10,PPi,PFI,10,7,0.7
full_res10,PPi,PFI,15,10,0.6666666666666666
full_res10,PPi,PFI,20,16,0.8
full_res10,PPi,APC,3,0,0
full_res10,PPi,APC,5,2,0.4
full_res10,PPi,APC,10,2,0.2
full_res10,PPi,APC,15,7,0.4666666666666667
full_res10,PPi,APC,20,11,0.55
full_res10,PPi,SI,3,1,0.3333333333333333
full_res10,PPi,SI,5,2,0.4
full_res10,PPi,SI,10,4,0.4
full_res10,PPi,SI,15,9,0.6
full_res10,PPi,SI,20,15,0.75
full_res10,PPi,RSI,3,0,0
full_res10,PPi,RSI,5,0,0
full_res10,PPi,RSI,10,0,0
full_res10,PPi,RSI,15,0,0
full_res10,PPi,RSI,20,0,0
full_res10,PPi,EVS,3,0,0
full_res10,PPi,EVS,5,0,0
full_res10,PPi,EVS,10,2,0.2
full_res10,PPi,EVS,15,6,0.4
full_res10,PPi,EVS,20,10,0.5
full_res10,PImd,PILSM,3,3,1
full_res10,PImd,PILSM,5,5,1
full_res10,PImd,PILSM,10,10,1
full_res10,PImd,PILSM,15,15,1
full_res10,PImd,PILSM,20,20,1
full_res10,PImd,RTR,3,0,0
full_res10,PImd,RTR,5,0,0
full_res10,PImd,RTR,10,1,0.1
full_res10,PImd,RTR,15,3,0.2
full_res10,PImd,RTR,20,4,0.2
full_res10,PImd,PIR,3,2,0.6666666666666666
full_res10,PImd,PIR,5,3,0.6
full_res10,PImd,PIR,10,7,0.7
full_res10,PImd,PIR,15,10,0.6666666666666666
full_res10,PImd,PIR,20,15,0.75
full_res10,PImd,RDPI,3,2,0.6666666666666666
full_res10,PImd,RDPI,5,4,0.8
full_res10,PImd,RDPI,10,8,0.8
full_res10,PImd,RDPI,15,12,0.8
full_res10,PImd,RDPI,20,17,0.85
full_res10,PImd,ESPI,3,0,0
full_res10,PImd,ESPI,5,1,0.2
full_res10,PImd,ESPI,10,3,0.3
full_res10,PImd,ESPI,15,6,0.4
full_res10,PImd,ESPI,20,9,0.45
full_res10,PImd,ESPIID,3,0,0
full_res10,PImd,ESPIID,5,2,0.4
full_res10,PImd,ESPIID,10,3,0.3
full_res10,PImd,ESPIID,15,7,0.4666666666666667
full_res10,PImd,ESPIID,20,11,0.55
full_res10,PImd,PSI,3,0,0
full_res10,PImd,PSI,5,0,0
full_res10,PImd,PSI,10,3,0.3
full_res10,PImd,PSI,15,4,0.26666666666666666
full_res10,PImd,PSI,20,9,0.45
full_res10,PImd,RPI,3,2,0.6666666666666666
full_res10,PImd,RPI,5,4,0.8
full_res10,PImd,RPI,10,8,0.8
full_res10,PImd,RPI,15,12,0.8
full_res10,PImd,RPI,20,17,0.85
full_res10,PImd,PQ,3,0,0
full_res10,PImd,PQ,5,1,0.2
full_res10,PImd,PQ,10,3,0.3
full_res10,PImd,PQ,15,6,0.4
full_res10,PImd,PQ,20,9,0.45
full_res10,PImd,PR,3,0,0
full_res10,PImd,PR,5,1,0.2
full_res10,PImd,PR,10,3,0.3
full_res10,PImd,PR,15,6,0.4
full_res10,PImd,PR,20,9,0.45
full_res10,PImd,NRW,3,0,0
full_res10,PImd,NRW,5,1,0.2
full_res10,PImd,NRW,10,3,0.3
full_res10,PImd,NRW,15,6,0.4
full_res10,PImd,NRW,20,9,0.45
full_res10,PImd,ESP,3,2,0.6666666666666666
full_res10,PImd,ESP,5,2,0.4
full_res10,PImd,ESP,10,6,0.6
full_res10,PImd,ESP,15,11,0.7333333333333333
full_res10,PImd,ESP,20,17,0.85
full_res10,PImd,CEV,3,2,0.6666666666666666
full_res10,PImd,CEV,5,2,0.4
full_res10,PImd,CEV,10,7,0.7
full_res10,PImd,CEV,15,13,0.8666666666666667
full_res10,PImd,CEV,20,17,0.85
full_res10,PImd,PFI,3,1,0.3333333333333333
full_res10,PImd,PFI,5,3,0.6
full_res10,PImd,PFI,10,7,0.7
full_res10,PImd,PFI,15,10,0.6666666666666666
full_res10,PImd,PFI,20,16,0.8
full_res10,PImd,APC,3,0,0
full_res10,PImd,APC,5,2,0.4
full_res10,PImd,APC,10,2,0.2
full_res10,PImd,APC,15,7,0.4666666666666667
full_res10,PImd,APC,20,11,0.55
full_res10,PImd,SI,3,1,0.3333333333333333
full_res10,PImd,SI,5,2,0.4
full_res10,PImd,SI,10,4,0.4
full_res10,PImd,SI,15,9,0.6
full_res10,PImd,SI,20,15,0.75
full_res10,PImd,RSI,3,0,0
full_res10,PImd,RSI,5,0,0
full_res10,PImd,RSI,10,0,0
full_res10,PImd,RSI,15,0,0
full_res10,PImd,RSI,20,0,0
full_res10,PImd,EVS,3,0,0
full_res10,PImd,EVS,5,0,0
full_res10,PImd,EVS,10,2,0.2
full_res10,PImd,EVS,15,6,0.4
full_res10,PImd,EVS,20,10,0.5
full_res10,PILSM,RTR,3,0,0
full_res10,PILSM,RTR,5,0,0
full_res10,PILSM,RTR,10,1,0.1
full_res10,PILSM,RTR,15,3,0.2
full_res10,PILSM,RTR,20,4,0.2
full_res10,PILSM,PIR,3,2,0.6666666666666666
full_res10,PILSM,PIR,5,3,0.6
full_res10,PILSM,PIR,10,7,0.7
full_res10,PILSM,PIR,15,10,0.6666666666666666
full_res10,PILSM,PIR,20,15,0.75
full_res10,PILSM,RDPI,3,2,0.6666666666666666
full_res10,PILSM,RDPI,5,4,0.8
full_res10,PILSM,RDPI,10,8,0.8
full_res10,PILSM,RDPI,15,12,0.8
full_res10,PILSM,RDPI,20,17,0.85
full_res10,PILSM,ESPI,3,0,0
full_res10,PILSM,ESPI,5,1,0.2
full_res10,PILSM,ESPI,10,3,0.3
full_res10,PILSM,ESPI,15,6,0.4
full_res10,PILSM,ESPI,20,9,0.45
full_res10,PILSM,ESPIID,3,0,0
full_res10,PILSM,ESPIID,5,2,0.4
full_res10,PILSM,ESPIID,10,3,0.3
full_res10,PILSM,ESPIID,15,7,0.4666666666666667
full_res10,PILSM,ESPIID,20,11,0.55
full_res10,PILSM,PSI,3,0,0
full_res10,PILSM,PSI,5,0,0
full_res10,PILSM,PSI,10,3,0.3
full_res10,PILSM,PSI,15,4,0.26666666666666666
full_res10,PILSM,PSI,20,9,0.45
full_res10,PILSM,RPI,3,2,0.6666666666666666
full_res10,PILSM,RPI,5,4,0.8
full_res10,PILSM,RPI,10,8,0.8
full_res10,PILSM,RPI,15,12,0.8
full_res10,PILSM,RPI,20,17,0.85
full_res10,PILSM,PQ,3,0,0
full_res10,PILSM,PQ,5,1,0.2
full_res10,PILSM,PQ,10,3,0.3
full_res10,PILSM,PQ,15,6,0.4
full_res10,PILSM,PQ,20,9,0.45
full_res10,PILSM,PR,3,0,0
full_res10,PILSM,PR,5,1,0.2
full_res10,PILSM,PR,10,3,0.3
full_res10,PILSM,PR,15,6,0.4
full_res10,PILSM,PR,20,9,0.45
full_res10,PILSM,NRW,3,0,0
full_res10,PILSM,NRW,5,1,0.2
full_res10,PILSM,NRW,10,3,0.3
full_res10,PILSM,NRW,15,6,0.4
full_res10,PILSM,NRW,20,9,0.45
full_res10,PILSM,ESP,3,2,0.6666666666666666
full_res10,PILSM,ESP,5,2,0.4
full_res10,PILSM,ESP,10,6,0.6
full_res10,PILSM,ESP,15,11,0.7333333333333333
full_res10,PILSM,ESP,20,17,0.85
full_res10,PILSM,CEV,3,2,0.6666666666666666
full_res10,PILSM,CEV,5,2,0.4
full_res10,PILSM,CEV,10,7,0.7
full_res10,PILSM,CEV,15,13,0.8666666666666667
full_res10,PILSM,CEV,20,17,0.85
full_res10,PILSM,PFI,3,1,0.3333333333333333
full_res10,PILSM,PFI,5,3,0.6
full_res10,PILSM,PFI,10,7,0.7
full_res10,PILSM,PFI,15,10,0.6666666666666666
full_res10,PILSM,PFI,20,16,0.8
full_res10,PILSM,APC,3,0,0
full_res10,PILSM,APC,5,2,0.4
full_res10,PILSM,APC,10,2,0.2
full_res10,PILSM,APC,15,7,0.4666666666666667
full_res10,PILSM,APC,20,11,0.55
full_res10,PILSM,SI,3,1,0.3333333333333333
full_res10,PILSM,SI,5,2,0.4
full_res10,PILSM,SI,10,4,0.4
full_res10,PILSM,SI,15,9,0.6
full_res10,PILSM,SI,20,15,0.75
full_res10,PILSM,RSI,3,0,0
full_res10,PILSM,RSI,5,0,0
full_res10,PILSM,RSI,10,0,0
full_res10,PILSM,RSI,15,0,0
full_res10,PILSM,RSI,20,0,0
full_res10,PILSM,EVS,3,0,0
full_res10,PILSM,EVS,5,0,0
full_res10,PILSM,EVS,10,2,0.2
full_res10,PILSM,EVS,15,6,0.4
full_res10,PILSM,EVS,20,10,0.5
full_res10,RTR,PIR,3,1,0.3333333333333333
full_res10,RTR,PIR,5,1,0.2
full_res10,RTR,PIR,10,4,0.4
full_res10,RTR,PIR,15,8,0.5333333333333333
full_res10,RTR,PIR,20,9,0.45
full_res10,RTR,RDPI,3,0,0
full_res10,RTR,RDPI,5,0,0
full_res10,RTR,RDPI,10,2,0.2
full_res10,RTR,RDPI,15,4,0.26666666666666666
full_res10,RTR,RDPI,20,7,0.35
full_res10,RTR,ESPI,3,1,0.3333333333333333
full_res10,RTR,ESPI,5,1,0.2
full_res10,RTR,ESPI,10,3,0.3
full_res10,RTR,ESPI,15,5,0.3333333333333333
full_res10,RTR,ESPI,20,6,0.3
full_res10,RTR,ESPIID,3,0,0
full_res10,RTR,ESPIID,5,0,0
full_res10,RTR,ESPIID,10,1,0.1
full_res10,RTR,ESPIID,15,4,0.26666666666666666
full_res10,RTR,ESPIID,20,4,0.2
full_res10,RTR,PSI,3,0,0
full_res10,RTR,PSI,5,0,0
full_res10,RTR,PSI,10,0,0
full_res10,RTR,PSI,15,0,0
full_res10,RTR,PSI,20,0,0
full_res10,RTR,RPI,3,0,0
full_res10,RTR,RPI,5,0,0
full_res10,RTR,RPI,10,2,0.2
full_res10,RTR,RPI,15,4,0.26666666666666666
full_res10,RTR,RPI,20,7,0.35
full_res10,RTR,PQ,3,1,0.3333333333333333
full_res10,RTR,PQ,5,1,0.2
full_res10,RTR,PQ,10,3,0.3
full_res10,RTR,PQ,15,5,0.3333333333333333
full_res10,RTR,PQ,20,6,0.3
full_res10,RTR,PR,3,1,0.3333333333333333
full_res10,RTR,PR,5,1,0.2
full_res10,RTR,PR,10,3,0.3
full_res10,RTR,PR,15,5,0.3333333333333333
full_res10,RTR,PR,20,6,0.3
full_res10,RTR,NRW,3,1,0.3333333333333333
full_res10,RTR,NRW,5,1,0.2
full_res10,RTR,NRW,10,3,0.3
full_res10,RTR,NRW,15,5,0.3333333333333333
full_res10,RTR,NRW,20,6,0.3
full_res10,RTR,ESP,3,0,0
full_res10,RTR,ESP,5,1,0.2
full_res10,RTR,ESP,10,3,0.3
full_res10,RTR,ESP,15,5,0.3333333333333333
full_res10,RTR,ESP,20,7,0.35
full_res10,RTR,CEV,3,0,0
full_res10,RTR,CEV,5,1,0.2
full_res10,RTR,CEV,10,3,0.3
full_res10,RTR,CEV,15,3,0.2
full_res10,RTR,CEV,20,7,0.35
full_res10,RTR,PFI,3,0,0
full_res10,RTR,PFI,5,0,0
full_res10,RTR,PFI,10,0,0
full_res10,RTR,PFI,15,0,0
full_res10,RTR,PFI,20,3,0.15
full_res10,RTR,APC,3,0,0
full_res10,RTR,APC,5,0,0
full_res10,RTR,APC,10,0,0
full_res10,RTR,APC,15,0,0
full_res10,RTR,APC,20,2,0.1
full_res10,RTR,SI,3,1,0.3333333333333333
full_res10,RTR,SI,5,2,0.4
full_res10,RTR,SI,10,3,0.3
full_res10,RTR,SI,15,4,0.26666666666666666
full_res10,RTR,SI,20,6,0.3
full_res10,RTR,RSI,3,0,0
full_res10,RTR,RSI,5,0,0
full_res10,RTR,RSI,10,0,0
full_res10,RTR,RSI,15,0,0
full_res10,RTR,RSI,20,6,0.3
full_res10,RTR,EVS,3,1,0.3333333333333333
full_res10,RTR,EVS,5,2,0.4
full_res10,RTR,EVS,10,4,0.4
full_res10,RTR,EVS,15,5,0.3333333333333333
full_res10,RTR,EVS,20,6,0.3
full_res10,PIR,RDPI,3,2,0.6666666666666666
full_res10,PIR,RDPI,5,3,0.6
full_res10,PIR,RDPI,10,7,0.7
full_res10,PIR,RDPI,15,10,0.6666666666666666
full_res10,PIR,RDPI,20,17,0.85
full_res10,PIR,ESPI,3,0,0
full_res10,PIR,ESPI,5,0,0
full_res10,PIR,ESPI,10,4,0.4
full_res10,PIR,ESPI,15,5,0.3333333333333333
full_res10,PIR,ESPI,20,8,0.4
full_res10,PIR,ESPIID,3,0,0
full_res10,PIR,ESPIID,5,1,0.2
full_res10,PIR,ESPIID,10,3,0.3
full_res10,PIR,ESPIID,15,5,0.3333333333333333
full_res10,PIR,ESPIID,20,9,0.45
full_res10,PIR,PSI,3,0,0
full_res10,PIR,PSI,5,0,0
full_res10,PIR,PSI,10,1,0.1
full_res10,PIR,PSI,15,2,0.13333333333333333
full_res10,PIR,PSI,20,7,0.35
full_res10,PIR,RPI,3,2,0.6666666666666666
full_res10,PIR,RPI,5,3,0.6
full_res10,PIR,RPI,10,7,0.7
full_res10,PIR,RPI,15,10,0.6666666666666666
full_res10,PIR,RPI,20,17,0.85
full_res10,PIR,PQ,3,0,0
full_res10,PIR,PQ,5,0,0
full_res10,PIR,PQ,10,4,0.4
full_res10,PIR,PQ,15,5,0.3333333333333333
full_res10,PIR,PQ,20,8,0.4
full_res10,PIR,PR,3,0,0
full_res10,PIR,PR,5,0,0
full_res10,PIR,PR,10,4,0.4
full_res10,PIR,PR,15,5,0.3333333333333333
full_res10,PIR,PR,20,8,0.4
full_res10,PIR,NRW,3,0,0
full_res10,PIR,NRW,5,0,0
full_res10,PIR,NRW,10,4,0.4
full_res10,PIR,NRW,15,5,0.3333333333333333
full_res10,PIR,NRW,20,8,0.4
full_res10,PIR,ESP,3,2,0.6666666666666666
full_res10,PIR,ESP,5,3,0.6
full_res10,PIR,ESP,10,6,0.6
full_res10,PIR,ESP,15,9,0.6
full_res10,PIR,ESP,20,16,0.8
full_res10,PIR,CEV,3,2,0.6666666666666666
full_res10,PIR,CEV,5,3,0.6
full_res10,PIR,CEV,10,7,0.7
full_res10,PIR,CEV,15,9,0.6
full_res10,PIR,CEV,20,16,0.8
full_res10,PIR,PFI,3,0,0
full_res10,PIR,PFI,5,2,0.4
full_res10,PIR,PFI,10,5,0.5
full_res10,PIR,PFI,15,6,0.4
full_res10,PIR,PFI,20,14,0.7
full_res10,PIR,APC,3,0,0
full_res10,PIR,APC,5,1,0.2
full_res10,PIR,APC,10,2,0.2
full_res10,PIR,APC,15,4,0.26666666666666666
full_res10,PIR,APC,20,9,0.45
full_res10,PIR,SI,3,1,0.3333333333333333
full_res10,PIR,SI,5,2,0.4
full_res10,PIR,SI,10,5,0.5
full_res10,PIR,SI,15,7,0.4666666666666667
full_res10,PIR,SI,20,13,0.65
full_res10,PIR,RSI,3,0,0
full_res10,PIR,RSI,5,0,0
full_res10,PIR,RSI,10,0,0
full_res10,PIR,RSI,15,0,0
full_res10,PIR,RSI,20,0,0
full_res10,PIR,EVS,3,0,0
full_res10,PIR,EVS,5,0,0
full_res10,PIR,EVS,10,3,0.3
full_res10,PIR,EVS,15,5,0.3333333333333333
full_res10,PIR,EVS,20,9,0.45
full_res10,RDPI,ESPI,3,1,0.3333333333333333
full_res10,RDPI,ESPI,5,1,0.2
full_res10,RDPI,ESPI,10,3,0.3
full_res10,RDPI,ESPI,15,5,0.3333333333333333
full_res10,RDPI,ESPI,20,7,0.35
full_res10,RDPI,ESPIID,3,0,0
full_res10,RDPI,ESPIID,5,1,0.2
full_res10,RDPI,ESPIID,10,3,0.3
full_res10,RDPI,ESPIID,15,5,0.3333333333333333
full_res10,RDPI,ESPIID,20,9,0.45
full_res10,RDPI,PSI,3,0,0
full_res10,RDPI,PSI,5,0,0
full_res10,RDPI,PSI,10,2,0.2
full_res10,RDPI,PSI,15,2,0.13333333333333333
full_res10,RDPI,PSI,20,6,0.3
full_res10,RDPI,RPI,3,3,1
full_res10,RDPI,RPI,5,5,1
full_res10,RDPI,RPI,10,10,1
full_res10,RDPI,RPI,15,15,1
full_res10,RDPI,RPI,20,20,1
full_res10,RDPI,PQ,3,1,0.3333333333333333
full_res10,RDPI,PQ,5,1,0.2
full_res10,RDPI,PQ,10,3,0.3
full_res10,RDPI,PQ,15,5,0.3333333333333333
full_res10,RDPI,PQ,20,7,0.35
full_res10,RDPI,PR,3,1,0.3333333333333333
full_res10,RDPI,PR,5,1,0.2
full_res10,RDPI,PR,10,3,0.3
full_res10,RDPI,PR,15,5,0.3333333333333333
full_res10,RDPI,PR,20,7,0.35
full_res10,RDPI,NRW,3,1,0.3333333333333333
full_res10,RDPI,NRW,5,1,0.2
full_res10,RDPI,NRW,10,3,0.3
full_res10,RDPI,NRW,15,5,0.3333333333333333
full_res10,RDPI,NRW,20,7,0.35
full_res10,RDPI,ESP,3,3,1
full_res10,RDPI,ESP,5,3,0.6
full_res10,RDPI,ESP,10,8,0.8
full_res10,RDPI,ESP,15,13,0.8666666666666667
full_res10,RDPI,ESP,20,19,0.95
full_res10,RDPI,CEV,3,2,0.6666666666666666
full_res10,RDPI,CEV,5,3,0.6
full_res10,RDPI,CEV,10,8,0.8
full_res10,RDPI,CEV,15,13,0.8666666666666667
full_res10,RDPI,CEV,20,19,0.95
full_res10,RDPI,PFI,3,0,0
full_res10,RDPI,PFI,5,3,0.6
full_res10,RDPI,PFI,10,5,0.5
full_res10,RDPI,PFI,15,7,0.4666666666666667
full_res10,RDPI,PFI,20,13,0.65
full_res10,RDPI,APC,3,0,0
full_res10,RDPI,APC,5,1,0.2
full_res10,RDPI,APC,10,1,0.1
full_res10,RDPI,APC,15,4,0.26666666666666666
full_res10,RDPI,APC,20,8,0.4
full_res10,RDPI,SI,3,2,0.6666666666666666
