"resolution","score","stat","analysis","genotype_form","correlation","p_value"
25,"CV_t","min","global","combined",-0.267088607594937,0.001
25,"CV_t","max","global","combined",-0.0778481012658228,0.32
25,"CV_t","mean","global","combined",-0.156329113924051,0.049
25,"CV_t","median","global","combined",-0.156329113924051,0.041
25,"CV_t","slope","global","combined",0.519620253164557,0.001
25,"CV_t","range","global","combined",0.80253164556962,0.001
25,"CV_t","variance","global","combined",0.80253164556962,0.001
25,"CV_t","mean_lower","global","combined",-0.257594936708861,0.002
25,"CV_t","mean_upper","global","combined",-0.0943037974683544,0.219
25,"RN","min","global","combined",-0.00569620253164557,0.946
25,"RN","max","global","combined",0.148101265822785,0.041
25,"RN","mean","global","combined",0.0835443037974684,0.274
25,"RN","median","global","combined",0.0835443037974684,0.297
25,"RN","slope","global","combined",1,0.001
25,"RN","range","global","combined",0.631012658227848,0.001
25,"RN","variance","global","combined",0.631012658227848,0.001
25,"RN","mean_lower","global","combined",-0.0430379746835443,0.592
25,"RN","mean_upper","global","combined",0.189873417721519,0.018
25,"RNN","min","global","combined",NA,NA
25,"RNN","max","global","combined",NA,NA
25,"RNN","mean","global","combined",NA,NA
25,"RNN","median","global","combined",NA,NA
25,"RNN","slope","global","combined",NA,NA
25,"RNN","range","global","combined",NA,NA
25,"RNN","variance","global","combined",NA,NA
25,"RNN","mean_lower","global","combined",NA,NA
25,"RNN","mean_upper","global","combined",NA,NA
25,"D_slope","min","global","combined",-0.069620253164557,0.366
25,"D_slope","max","global","combined",0.119620253164557,0.123
25,"D_slope","mean","global","combined",0.0411392405063291,0.613
25,"D_slope","median","global","combined",0.0411392405063291,0.618
25,"D_slope","slope","global","combined",0.631012658227848,0.001
25,"D_slope","range","global","combined",1,0.001
25,"D_slope","variance","global","combined",1,0.001
25,"D_slope","mean_lower","global","combined",-0.0626582278481013,0.389
25,"D_slope","mean_upper","global","combined",0.101898734177215,0.163
25,"RC","min","global","combined",-0.267088607594937,0.001
25,"RC","max","global","combined",-0.0778481012658228,0.327
25,"RC","mean","global","combined",-0.156329113924051,0.045
25,"RC","median","global","combined",-0.156329113924051,0.041
25,"RC","slope","global","combined",0.519620253164557,0.001
25,"RC","range","global","combined",0.80253164556962,0.001
25,"RC","variance","global","combined",0.80253164556962,0.001
25,"RC","mean_lower","global","combined",-0.257594936708861,0.002
25,"RC","mean_upper","global","combined",-0.0943037974683544,0.256
25,"gPi","min","global","combined",-0.267088607594937,0.002
25,"gPi","max","global","combined",-0.0778481012658228,0.299
25,"gPi","mean","global","combined",-0.156329113924051,0.04
25,"gPi","median","global","combined",-0.156329113924051,0.046
25,"gPi","slope","global","combined",0.519620253164557,0.001
25,"gPi","range","global","combined",0.80253164556962,0.001
25,"gPi","variance","global","combined",0.80253164556962,0.001
25,"gPi","mean_lower","global","combined",-0.257594936708861,0.002
25,"gPi","mean_upper","global","combined",-0.0943037974683544,0.239
25,"PPF","min","global","combined",-0.262025316455696,0.002
25,"PPF","max","global","combined",-0.0727848101265823,0.362
25,"PPF","mean","global","combined",-0.15126582278481,0.036
25,"PPF","median","global","combined",-0.15126582278481,0.048
25,"PPF","slope","global","combined",0.527215189873418,0.001
25,"PPF","range","global","combined",0.80506329113924,0.001
25,"PPF","variance","global","combined",0.80506329113924,0.001
25,"PPF","mean_lower","global","combined",-0.257594936708861,0.003
25,"PPF","mean_upper","global","combined",-0.0867088607594937,0.245
25,"PPi","min","global","combined",-0.267088607594937,0.002
25,"PPi","max","global","combined",-0.0778481012658228,0.301
25,"PPi","mean","global","combined",-0.156329113924051,0.052
25,"PPi","median","global","combined",-0.156329113924051,0.039
