"resolution","score","stat","analysis","genotype_form","correlation","p_value"
49,"CV_t","min","global","combined",-0.44620253164557,0.001
49,"CV_t","max","global","combined",-0.299367088607595,0.001
49,"CV_t","mean","global","combined",-0.372784810126582,0.001
49,"CV_t","median","global","combined",-0.372784810126582,0.001
49,"CV_t","slope","global","combined",-0.569620253164557,0.001
49,"CV_t","range","global","combined",0.642405063291139,0.001
49,"CV_t","variance","global","combined",0.642405063291139,0.001
49,"CV_t","mean_lower","global","combined",-0.290506329113924,0.002
49,"CV_t","mean_upper","global","combined",-0.45,0.001
49,"RN","min","global","combined",0.176582278481013,0.025
49,"RN","max","global","combined",0.0474683544303797,0.515
49,"RN","mean","global","combined",0.117088607594937,0.103
49,"RN","median","global","combined",0.117088607594937,0.11
49,"RN","slope","global","combined",1,0.001
49,"RN","range","global","combined",-0.782911392405063,0.001
49,"RN","variance","global","combined",-0.782911392405063,0.001
49,"RN","mean_lower","global","combined",0.00316455696202532,0.981
49,"RN","mean_upper","global","combined",0.217088607594937,0.004
49,"RNN","min","global","combined",NA,NA
49,"RNN","max","global","combined",NA,NA
49,"RNN","mean","global","combined",NA,NA
49,"RNN","median","global","combined",NA,NA
49,"RNN","slope","global","combined",NA,NA
49,"RNN","range","global","combined",NA,NA
49,"RNN","variance","global","combined",NA,NA
49,"RNN","mean_lower","global","combined",NA,NA
49,"RNN","mean_upper","global","combined",NA,NA
49,"D_slope","min","global","combined",-0.0886075949367089,0.243
49,"D_slope","max","global","combined",0.0582278481012658,0.441
49,"D_slope","mean","global","combined",-0.0151898734177215,0.843
49,"D_slope","median","global","combined",-0.0151898734177215,0.849
49,"D_slope","slope","global","combined",-0.782911392405063,0.001
49,"D_slope","range","global","combined",1,0.001
49,"D_slope","variance","global","combined",1,0.001
49,"D_slope","mean_lower","global","combined",0.0620253164556962,0.385
49,"D_slope","mean_upper","global","combined",-0.0962025316455696,0.22
49,"RC","min","global","combined",-0.44620253164557,0.001
49,"RC","max","global","combined",-0.299367088607595,0.001
49,"RC","mean","global","combined",-0.372784810126582,0.001
49,"RC","median","global","combined",-0.372784810126582,0.001
49,"RC","slope","global","combined",-0.569620253164557,0.001
49,"RC","range","global","combined",0.642405063291139,0.001
49,"RC","variance","global","combined",0.642405063291139,0.001
49,"RC","mean_lower","global","combined",-0.290506329113924,0.001
49,"RC","mean_upper","global","combined",-0.45,0.001
49,"gPi","min","global","combined",-0.44620253164557,0.001
49,"gPi","max","global","combined",-0.299367088607595,0.001
49,"gPi","mean","global","combined",-0.372784810126582,0.001
49,"gPi","median","global","combined",-0.372784810126582,0.001
49,"gPi","slope","global","combined",-0.569620253164557,0.001
49,"gPi","range","global","combined",0.642405063291139,0.001
49,"gPi","variance","global","combined",0.642405063291139,0.001
49,"gPi","mean_lower","global","combined",-0.290506329113924,0.001
49,"gPi","mean_upper","global","combined",-0.45,0.001
49,"PPF","min","global","combined",-0.432278481012658,0.001
49,"PPF","max","global","combined",-0.287974683544304,0.001
49,"PPF","mean","global","combined",-0.360126582278481,0.001
49,"PPF","median","global","combined",-0.360126582278481,0.001
49,"PPF","slope","global","combined",-0.535443037974684,0.001
49,"PPF","range","global","combined",0.64620253164557,0.001
49,"PPF","variance","global","combined",0.64620253164557,0.001
49,"PPF","mean_lower","global","combined",-0.291772151898734,0.001
49,"PPF","mean_upper","global","combined",-0.428481012658228,0.001
49,"PPi","min","global","combined",-0.44620253164557,0.001
49,"PPi","max","global","combined",-0.299367088607595,0.001
49,"PPi","mean","global","combined",-0.372784810126582,0.001
49,"PPi","median","global","combined",-0.372784810126582,0.001
49,"PPi","slope","global","combined",-0.569620253164557,0.001
49,"PPi","range","global","combined",0.642405063291139,0.001
49,"PPi","variance","global","combined",0.642405063291139,0.001
49,"PPi","mean_lower","global","combined",-0.290506329113924,0.001
49,"PPi","mean_upper","global","combined",-0.45,0.001
49,"PImd","min","global","combined",-0.44620253164557,0.001
49,"PImd","max","global","combined",-0.299367088607595,0.001
49,"PImd","mean","global","combined",-0.372784810126582,0.001
49,"PImd","median","global","combined",-0.372784810126582,0.001
49,"PImd","slope","global","combined",-0.569620253164557,0.001
49,"PImd","range","global","combined",0.642405063291139,0.001
49,"PImd","variance","global","combined",0.642405063291139,0.001
49,"PImd","mean_lower","global","combined",-0.290506329113924,0.001
49,"PImd","mean_upper","global","combined",-0.45,0.001
49,"PILSM","min","global","combined",-0.44620253164557,0.001
49,"PILSM","max","global","combined",-0.299367088607595,0.001
49,"PILSM","mean","global","combined",-0.372784810126582,0.001
49,"PILSM","median","global","combined",-0.372784810126582,0.001
49,"PILSM","slope","global","combined",-0.569620253164557,0.001
49,"PILSM","range","global","combined",0.642405063291139,0.001
49,"PILSM","variance","global","combined",0.642405063291139,0.001
49,"PILSM","mean_lower","global","combined",-0.290506329113924,0.001
49,"PILSM","mean_upper","global","combined",-0.45,0.001
49,"RTR","min","global","combined",0.421518987341772,0.001
49,"RTR","max","global","combined",0.292405063291139,0.001
49,"RTR","mean","global","combined",0.362025316455696,0.001
49,"RTR","median","global","combined",0.362025316455696,0.001
49,"RTR","slope","global","combined",0.741139240506329,0.001
49,"RTR","range","global","combined",-0.537974683544304,0.001
49,"RTR","variance","global","combined",-0.537974683544304,0.001
49,"RTR","mean_lower","global","combined",0.248101265822785,0.002
49,"RTR","mean_upper","global","combined",0.462025316455696,0.001
49,"PIR","min","global","combined",-0.443670886075949,0.001
