"resolution","score","stat","analysis","genotype_form","correlation","p_value"
15,"CV_t","min","global","combined",-0.435443037974684,0.001
15,"CV_t","max","global","combined",-0.165189873417722,0.026
15,"CV_t","mean","global","combined",-0.260759493670886,0.004
15,"CV_t","median","global","combined",-0.195569620253165,0.015
15,"CV_t","slope","global","combined",0.255696202531646,0.003
15,"CV_t","range","global","combined",0.75506329113924,0.001
15,"CV_t","variance","global","combined",0.75,0.001
15,"CV_t","mean_lower","global","combined",-0.215189873417722,0.005
15,"CV_t","mean_upper","global","combined",-0.283544303797468,0.001
15,"RN","min","global","combined",-0.0392405063291139,0.624
15,"RN","max","global","combined",0.0867088607594937,0.245
15,"RN","mean","global","combined",0.0481012658227848,0.538
15,"RN","median","global","combined",0.103164556962025,0.175
15,"RN","slope","global","combined",1,0.001
15,"RN","range","global","combined",0.34493670886076,0.001
15,"RN","variance","global","combined",0.341139240506329,0.001
15,"RN","mean_lower","global","combined",-0.0430379746835443,0.592
15,"RN","mean_upper","global","combined",0.0848101265822785,0.288
15,"RNN","min","global","combined",NA,NA
15,"RNN","max","global","combined",NA,NA
15,"RNN","mean","global","combined",NA,NA
15,"RNN","median","global","combined",NA,NA
15,"RNN","slope","global","combined",NA,NA
15,"RNN","range","global","combined",NA,NA
15,"RNN","variance","global","combined",NA,NA
15,"RNN","mean_lower","global","combined",NA,NA
15,"RNN","mean_upper","global","combined",NA,NA
15,"D_slope","min","global","combined",-0.190506329113924,0.016
15,"D_slope","max","global","combined",0.079746835443038,0.312
15,"D_slope","mean","global","combined",-0.0158227848101266,0.844
15,"D_slope","median","global","combined",0.0493670886075949,0.555
15,"D_slope","slope","global","combined",0.34493670886076,0.001
15,"D_slope","range","global","combined",1,0.001
15,"D_slope","variance","global","combined",0.983544303797468,0.001
15,"D_slope","mean_lower","global","combined",0.0272151898734177,0.723
15,"D_slope","mean_upper","global","combined",-0.0386075949367089,0.596
15,"RC","min","global","combined",-0.432911392405063,0.001
15,"RC","max","global","combined",-0.162658227848101,0.035
15,"RC","mean","global","combined",-0.258227848101266,0.001
15,"RC","median","global","combined",-0.193037974683544,0.016
15,"RC","slope","global","combined",0.263291139240506,0.002
15,"RC","range","global","combined",0.757594936708861,0.001
15,"RC","variance","global","combined",0.75253164556962,0.001
15,"RC","mean_lower","global","combined",-0.211392405063291,0.01
15,"RC","mean_upper","global","combined",-0.281012658227848,0.001
15,"gPi","min","global","combined",-0.435443037974684,0.001
15,"gPi","max","global","combined",-0.165189873417722,0.024
15,"gPi","mean","global","combined",-0.260759493670886,0.002
15,"gPi","median","global","combined",-0.195569620253165,0.011
15,"gPi","slope","global","combined",0.255696202531646,0.001
15,"gPi","range","global","combined",0.75506329113924,0.001
15,"gPi","variance","global","combined",0.75,0.001
15,"gPi","mean_lower","global","combined",-0.215189873417722,0.006
15,"gPi","mean_upper","global","combined",-0.283544303797468,0.001
15,"PPF","min","global","combined",-0.425316455696203,0.001
15,"PPF","max","global","combined",-0.156329113924051,0.035
15,"PPF","mean","global","combined",-0.249367088607595,0.002
15,"PPF","median","global","combined",-0.184177215189873,0.017
15,"PPF","slope","global","combined",0.284810126582278,0.001
15,"PPF","range","global","combined",0.761392405063291,0.001
15,"PPF","variance","global","combined",0.75506329113924,0.001
15,"PPF","mean_lower","global","combined",-0.208860759493671,0.007
15,"PPF","mean_upper","global","combined",-0.269620253164557,0.001
15,"PPi","min","global","combined",-0.432911392405063,0.001
15,"PPi","max","global","combined",-0.162658227848101,0.021
15,"PPi","mean","global","combined",-0.258227848101266,0.001
15,"PPi","median","global","combined",-0.193037974683544,0.01
15,"PPi","slope","global","combined",0.263291139240506,0.001
15,"PPi","range","global","combined",0.757594936708861,0.001
15,"PPi","variance","global","combined",0.75253164556962,0.001
15,"PPi","mean_lower","global","combined",-0.211392405063291,0.005
15,"PPi","mean_upper","global","combined",-0.281012658227848,0.001
15,"PImd","min","global","combined",-0.432911392405063,0.001
15,"PImd","max","global","combined",-0.162658227848101,0.032
15,"PImd","mean","global","combined",-0.258227848101266,0.001
15,"PImd","median","global","combined",-0.193037974683544,0.014
15,"PImd","slope","global","combined",0.263291139240506,0.001
15,"PImd","range","global","combined",0.757594936708861,0.001
15,"PImd","variance","global","combined",0.75253164556962,0.001
15,"PImd","mean_lower","global","combined",-0.211392405063291,0.003
15,"PImd","mean_upper","global","combined",-0.281012658227848,0.001
15,"PILSM","min","global","combined",-0.432911392405063,0.001
15,"PILSM","max","global","combined",-0.162658227848101,0.032
15,"PILSM","mean","global","combined",-0.258227848101266,0.002
15,"PILSM","median","global","combined",-0.193037974683544,0.015
15,"PILSM","slope","global","combined",0.263291139240506,0.002
15,"PILSM","range","global","combined",0.757594936708861,0.001
15,"PILSM","variance","global","combined",0.75253164556962,0.001
15,"PILSM","mean_lower","global","combined",-0.211392405063291,0.011
15,"PILSM","mean_upper","global","combined",-0.281012658227848,0.001
15,"RTR","min","global","combined",-0.129113924050633,0.087
15,"RTR","max","global","combined",-0.0120253164556962,0.886
15,"RTR","mean","global","combined",-0.0493670886075949,0.523
15,"RTR","median","global","combined",0.00569620253164557,0.945
15,"RTR","slope","global","combined",0.846835443037975,0.001
15,"RTR","range","global","combined",0.303164556962025,0.001
15,"RTR","variance","global","combined",0.301898734177215,0.001
15,"RTR","mean_lower","global","combined",-0.141772151898734,0.056
15,"RTR","mean_upper","global","combined",-0.0113924050632911,0.875
15,"PIR","min","global","combined",-0.435443037974684,0.001
15,"PIR","max","global","combined",-0.166455696202532,0.029
15,"PIR","mean","global","combined",-0.260759493670886,0.003
15,"PIR","median","global","combined",-0.196835443037975,0.006
15,"PIR","slope","global","combined",0.255696202531646,0.001
15,"PIR","range","global","combined",0.75,0.001
15,"PIR","variance","global","combined",0.743670886075949,0.001
15,"PIR","mean_lower","global","combined",-0.216455696202532,0.004
15,"PIR","mean_upper","global","combined",-0.283544303797468,0.001
15,"RDPI","min","global","combined",-0.432911392405063,0.001
15,"RDPI","max","global","combined",-0.162658227848101,0.036
15,"RDPI","mean","global","combined",-0.258227848101266,0.002
15,"RDPI","median","global","combined",-0.193037974683544,0.009
15,"RDPI","slope","global","combined",0.263291139240506,0.001
15,"RDPI","range","global","combined",0.757594936708861,0.001
15,"RDPI","variance","global","combined",0.75253164556962,0.001
15,"RDPI","mean_lower","global","combined",-0.211392405063291,0.006
15,"RDPI","mean_upper","global","combined",-0.281012658227848,0.001
15,"ESPI","min","global","combined",-0.190506329113924,0.016
15,"ESPI","max","global","combined",0.079746835443038,0.284
15,"ESPI","mean","global","combined",-0.0158227848101266,0.843
15,"ESPI","median","global","combined",0.0493670886075949,0.492
15,"ESPI","slope","global","combined",0.34493670886076,0.001
15,"ESPI","range","global","combined",1,0.001
15,"ESPI","variance","global","combined",0.983544303797468,0.001
15,"ESPI","mean_lower","global","combined",0.0272151898734177,0.733
15,"ESPI","mean_upper","global","combined",-0.0386075949367089,0.652
15,"ESPIID","min","global","combined",-0.186075949367089,0.014
15,"ESPIID","max","global","combined",0.0791139240506329,0.312
15,"ESPIID","mean","global","combined",-0.0164556962025316,0.835
15,"ESPIID","median","global","combined",0.0449367088607595,0.565
15,"ESPIID","slope","global","combined",0.307594936708861,0.001
15,"ESPIID","range","global","combined",0.933544303797468,0.001
15,"ESPIID","variance","global","combined",0.937341772151899,0.001
15,"ESPIID","mean_lower","global","combined",0.0316455696202532,0.696
15,"ESPIID","mean_upper","global","combined",-0.0417721518987342,0.597
15,"PSI","min","global","combined",0.0727848101265823,0.344
15,"PSI","max","global","combined",-0.0556962025316456,0.466
15,"PSI","mean","global","combined",-0.00822784810126582,0.911
15,"PSI","median","global","combined",-0.0556962025316456,0.456
15,"PSI","slope","global","combined",-0.631012658227848,0.001
15,"PSI","range","global","combined",-0.506329113924051,0.001
15,"PSI","variance","global","combined",-0.489873417721519,0.001
15,"PSI","mean_lower","global","combined",0.0626582278481013,0.405
